#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.000003, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.000019, 0.000000) AU/year

#Object 2 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.999997, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.283166, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Earth_x,Earth_y,Earth_z
6.46,2.92541e-06,-6.68042e-07,0,-0.974259,0.222481,0
6.47,2.96161e-06,-4.82789e-07,0,-0.986317,0.160785,0
6.48,2.98611e-06,-2.95626e-07,0,-0.994474,0.0984535,0
6.49,2.99879e-06,-1.07294e-07,0,-0.998696,0.0357325,0
6.5,2.9996e-06,8.14629e-08,0,-0.998969,-0.0271299,0
6.51,2.98855e-06,2.69897e-07,0,-0.995289,-0.0898849,0
6.52,2.96568e-06,4.57264e-07,0,-0.987673,-0.152284,0
6.53,2.93108e-06,6.42823e-07,0,-0.976149,-0.214082,0
6.54,2.88489e-06,8.25838e-07,0,-0.960765,-0.275032,0
6.55,2.82728e-06,1.00559e-06,0,-0.94158,-0.334894,0
6.56,2.75849e-06,1.18136e-06,0,-0.918671,-0.393432,0
6.57,2.67879e-06,1.35246e-06,0,-0.892128,-0.450414,0
6.58,2.5885e-06,1.51821e-06,0,-0.862057,-0.505614,0
6.59,2.48797e-06,1.67795e-06,0,-0.828576,-0.558814,0
6.6,2.37759e-06,1.83106e-06,0,-0.791819,-0.609805,0
6.61,2.25782e-06,1.97693e-06,0,-0.75193,-0.658384,0
6.62,2.12912e-06,2.11498e-06,0,-0.709067,-0.704359,0
6.63,1.99199e-06,2.24467e-06,0,-0.663401,-0.747549,0
6.64,1.84699e-06,2.36548e-06,0,-0.615111,-0.787783,0
6.65,1.69469e-06,2.47693e-06,0,-0.564389,-0.824902,0
6.66,1.53569e-06,2.5786e-06,0,-0.511436,-0.85876,0
6.67,1.37062e-06,2.67007e-06,0,-0.456461,-0.889223,0
6.68,1.20012e-06,2.75098e-06,0,-0.399681,-0.91617,0
6.69,1.02489e-06,2.82102e-06,0,-0.341322,-0.939495,0
6.7,8.45599e-07,2.87991e-06,0,-0.281613,-0.959107,0
6.71,6.62969e-07,2.92742e-06,0,-0.220791,-0.974928,0
6.72,4.77719e-07,2.96335e-06,0,-0.159096,-0.986896,0
6.73,2.90581e-07,2.98758e-06,0,-0.0967731,-0.994963,0
6.74,1.02294e-07,2.99999e-06,0,-0.0340673,-0.999098,0
6.75,-8.6397e-08,3.00055e-06,0,0.0287731,-0.999286,0
6.76,-2.74747e-07,2.98926e-06,0,0.0914998,-0.995524,0
6.77,-4.62011e-07,2.96616e-06,0,0.153865,-0.98783,0
6.78,-6.47449e-07,2.93133e-06,0,0.215622,-0.976232,0
6.79,-8.3033e-07,2.88493e-06,0,0.276528,-0.960778,0
6.8,-1.00993e-06,2.82713e-06,0,0.336341,-0.941528,0
6.81,-1.18554e-06,2.75816e-06,0,0.394825,-0.918559,0
6.82,-1.35647e-06,2.67829e-06,0,0.45175,-0.891962,0
6.83,-1.52204e-06,2.58785e-06,0,0.506891,-0.861841,0
6.84,-1.6816e-06,2.48719e-06,0,0.560029,-0.828317,0
6.85,-1.83452e-06,2.3767e-06,0,0.610956,-0.791522,0
6.86,-1.98019e-06,2.25683e-06,0,0.65947,-0.7516,0
6.87,-2.11804e-06,2.12805e-06,0,0.70538,-0.708711,0
6.88,-2.24753e-06,1.99086e-06,0,0.748505,-0.663023,0
6.89,-2.36815e-06,1.84581e-06,0,0.788673,-0.614717,0
6.9,-2.47941e-06,1.69347e-06,0,0.825728,-0.563984,0
6.91,-2.58089e-06,1.53445e-06,0,0.859523,-0.511024,0
6.92,-2.67217e-06,1.36937e-06,0,0.889924,-0.456046,0
6.93,-2.75291e-06,1.19888e-06,0,0.916811,-0.399268,0
6.94,-2.82277e-06,1.02366e-06,0,0.940079,-0.340914,0
6.95,-2.8815e-06,8.44398e-07,0,0.959635,-0.281213,0
6.96,-2.92884e-06,6.61802e-07,0,0.975402,-0.220402,0
6.97,-2.96462e-06,4.76593e-07,0,0.987319,-0.158722,0
6.98,-2.9887e-06,2.89503e-07,0,0.995338,-0.0964141,0
6.99,-3.00098e-06,1.01269e-07,0,0.999428,-0.033726,0
7,-3.00141e-06,-8.73642e-08,0,0.999572,0.0290952,0
7.01,-2.99e-06,-2.75653e-07,0,0.99577,0.0918016,0
7.02,-2.96678e-06,-4.62853e-07,0,0.988036,0.154145,0
7.03,-2.93184e-06,-6.48225e-07,0,0.976402,0.215881,0
7.04,-2.88533e-06,-8.31039e-07,0,0.960913,0.276764,0
7.05,-2.82743e-06,-1.01057e-06,0,0.941631,0.336554,0
7.06,-2.75837e-06,-1.18611e-06,0,0.91863,0.395016,0
7.07,-2.67842e-06,-1.35697e-06,0,0.892003,0.451918,0
7.08,-2.58789e-06,-1.52248e-06,0,0.861853,0.507035,0
7.09,-2.48714e-06,-1.68197e-06,0,0.828301,0.560151,0
7.1,-2.37657e-06,-1.83481e-06,0,0.791478,0.611055,0
7.11,-2.25662e-06,-1.98042e-06,0,0.751529,0.659545,0
7.12,-2.12775e-06,-2.1182e-06,0,0.708612,0.705431,0
7.13,-1.99048e-06,-2.24762e-06,0,0.662897,0.748532,0
7.14,-1.84535e-06,-2.36816e-06,0,0.614564,0.788676,0
7.15,-1.69293e-06,-2.47934e-06,0,0.563804,0.825705,0
7.16,-1.53383e-06,-2.58074e-06,0,0.510817,0.859472,0
7.17,-1.36867e-06,-2.67194e-06,0,0.455812,0.889845,0
7.18,-1.1981e-06,-2.75258e-06,0,0.399006,0.916703,0
7.19,-1.02279e-06,-2.82235e-06,0,0.340624,0.939939,0
7.2,-8.43449e-07,-2.88098e-06,0,0.280897,0.959462,0
7.21,-6.60773e-07,-2.92821e-06,0,0.22006,0.975193,0
7.22,-4.75486e-07,-2.96388e-06,0,0.158353,0.987072,0
7.23,-2.8832e-07,-2.98784e-06,0,0.0960203,0.995051,0
7.24,-1.00015e-07,-2.99999e-06,0,0.0333083,0.999097,0
7.25,8.86858e-08,-3.00028e-06,0,-0.0295354,0.999195,0
7.26,2.77036e-07,-2.98872e-06,0,-0.0922623,0.995344,0
7.27,4.64291e-07,-2.96534e-06,0,-0.154625,0.987558,0
7.28,6.49711e-07,-2.93024e-06,0,-0.216376,0.97587,0
7.29,8.32563e-07,-2.88356e-06,0,-0.277271,0.960324,0
7.3,1.01212e-06,-2.82548e-06,0,-0.337071,0.940981,0
7.31,1.18768e-06,-2.75623e-06,0,-0.395538,0.917919,0
7.32,1.35855e-06,-2.67609e-06,0,-0.452441,0.891227,0
7.33,1.52404e-06,-2.58536e-06,0,-0.507556,0.861012,0
7.34,1.6835e-06,-2.48441e-06,0,-0.560663,0.827392,0
7.35,1.83631e-06,-2.37363e-06,0,-0.611554,0.7905,0
7.36,1.98186e-06,-2.25347e-06,0,-0.660026,0.750483,0
7.37,2.11957e-06,-2.1244e-06,0,-0.705888,0.707497,0
7.38,2.2489e-06,-1.98693e-06,0,-0.748959,0.661714,0
7.39,2.36933e-06,-1.8416e-06,0,-0.789067,0.613314,0
7.4,2.48039e-06,-1.68898e-06,0,-0.826055,0.562488,0
7.41,2.58165e-06,-1.52969e-06,0,-0.859775,0.509437,0
7.42,2.67269e-06,-1.36434e-06,0,-0.890095,0.454371,0
7.43,2.75316e-06,-1.1936e-06,0,-0.916894,0.397508,0
7.44,2.82274e-06,-1.01813e-06,0,-0.940066,0.339073,0
7.45,2.88115e-06,-8.38644e-07,0,-0.95952,0.279296,0
7.46,2.92817e-06,-6.55835e-07,0,-0.975178,0.218415,0
7.47,2.9636e-06,-4.70433e-07,0,-0.986979,0.15667,0
7.48,2.98731e-06,-2.83169e-07,0,-0.994876,0.0943049,0
7.49,2.99921e-06,-9.47857e-08,0,-0.998837,0.0315668,0
7.5,2.99924e-06,9.39728e-08,0,-0.998847,-0.0312961,0
7.51,2.9874e-06,2.8236e-07,0,-0.994906,-0.0940352,0
7.52,2.96375e-06,4.69629e-07,0,-0.98703,-0.156402,0
7.53,2.92838e-06,6.55042e-07,0,-0.975249,-0.218151,0
7.54,2.88142e-06,8.37863e-07,0,-0.95961,-0.279036,0
7.55,2.82307e-06,1.01737e-06,0,-0.940176,-0.338818,0
7.56,2.75355e-06,1.19285e-06,0,-0.917024,-0.39726,0
7.57,2.67313e-06,1.36362e-06,0,-0.890244,-0.454131,0
7.58,2.58215e-06,1.52899e-06,0,-0.859943,-0.509205,0
7.59,2.48095e-06,1.68831e-06,0,-0.826241,-0.562265,0
7.6,2.36994e-06,1.84096e-06,0,-0.789271,-0.613102,0
7.61,2.24956e-06,1.98633e-06,0,-0.74918,-0.661514,0
7.62,2.12029e-06,2.12384e-06,0,-0.706127,-0.70731,0
7.63,1.98263e-06,2.25295e-06,0,-0.660281,-0.75031,0
7.64,1.83712e-06,2.37316e-06,0,-0.611824,-0.790342,0
7.65,1.68436e-06,2.48398e-06,0,-0.560949,-0.82725,0
7.66,1.52494e-06,2.58498e-06,0,-0.507855,-0.860886,0
7.67,1.35948e-06,2.67576e-06,0,-0.452754,-0.89112,0
7.68,1.18866e-06,2.75597e-06,0,-0.395862,-0.91783,0
7.69,1.01313e-06,2.82528e-06,0,-0.337406,-0.940912,0
7.7,8.33599e-07,2.88342e-06,0,-0.277617,-0.960275,0
7.71,6.50773e-07,2.93016e-06,0,-0.216729,-0.975843,0
7.72,4.65376e-07,2.96533e-06,0,-0.154986,-0.987553,0
7.73,2.78139e-07,2.98877e-06,0,-0.0926295,-0.995361,0
7.74,8.98025e-08,3.0004e-06,0,-0.0299073,-0.999235,0
7.75,-9.88884e-08,3.00018e-06,0,0.0329332,-0.999161,0
7.76,-2.87189e-07,2.9881e-06,0,0.0956435,-0.995138,0
7.77,-4.74354e-07,2.96422e-06,0,0.157976,-0.987184,0
7.78,-6.59646e-07,2.92862e-06,0,0.219684,-0.975329,0
7.79,-8.42331e-07,2.88146e-06,0,0.280525,-0.959622,0
7.8,-1.02169e-06,2.82291e-06,0,0.340257,-0.940123,0
7.81,-1.19701e-06,2.75321e-06,0,0.398645,-0.916911,0
7.82,-1.3676e-06,2.67263e-06,0,0.455458,-0.890077,0
7.83,-1.5328e-06,2.5815e-06,0,0.510473,-0.859728,0
7.84,-1.69194e-06,2.48018e-06,0,0.563471,-0.825983,0
7.85,-1.84439e-06,2.36906e-06,0,0.614245,-0.788976,0
7.86,-1.98957e-06,2.24858e-06,0,0.662592,-0.748853,0
7.87,-2.12688e-06,2.11922e-06,0,0.708323,-0.705773,0
7.88,-2.2558e-06,1.9815e-06,0,0.751257,-0.659906,0
7.89,-2.37581e-06,1.83595e-06,0,0.791224,-0.611434,0
7.9,-2.48644e-06,1.68315e-06,0,0.828067,-0.560547,0
7.91,-2.58725e-06,1.52371e-06,0,0.861641,-0.507447,0
7.92,-2.67785e-06,1.35825e-06,0,0.891813,-0.452343,0
7.93,-2.75787e-06,1.18743e-06,0,0.918464,-0.395454,0
7.94,-2.82701e-06,1.01192e-06,0,0.941489,-0.337003,0
7.95,-2.88498e-06,8.32413e-07,0,0.960796,-0.277221,0
7.96,-2.93157e-06,6.49621e-07,0,0.976311,-0.216346,0
7.97,-2.96658e-06,4.64265e-07,0,0.987971,-0.154616,0
7.98,-2.98988e-06,2.77076e-07,0,0.995731,-0.0922756,0
7.99,-3.00138e-06,8.8793e-08,0,0.999559,-0.029571,0
8,-3.00102e-06,-9.98405e-08,0,0.999442,0.0332502,0
8.01,-2.98882e-06,-2.8808e-07,0,0.995379,0.0959403,0
8.02,-2.96483e-06,-4.75182e-07,0,0.987386,0.158252,0
8.03,-2.92912e-06,-6.60408e-07,0,0.975496,0.219938,0
8.04,-2.88185e-06,-8.43026e-07,0,0.959753,0.280756,0
8.05,-2.8232e-06,-1.02232e-06,0,0.940222,0.340466,0
8.06,-2.75341e-06,-1.19757e-06,0,0.916978,0.398831,0
8.07,-2.67275e-06,-1.3681e-06,0,0.890114,0.455622,0
8.08,-2.58153e-06,-1.53322e-06,0,0.859736,0.510614,0
8.09,-2.48012e-06,-1.69229e-06,0,0.825962,0.563589,0
8.1,-2.36891e-06,-1.84468e-06,0,0.788928,0.61434,0
8.11,-2.24835e-06,-1.98978e-06,0,0.748777,0.662664,0
8.12,-2.11892e-06,-2.12703e-06,0,0.70567,0.708371,0
8.13,-1.98111e-06,-2.25587e-06,0,0.659776,0.751281,0
8.14,-1.83548e-06,-2.37581e-06,0,0.611276,0.791223,0
8.15,-1.6826e-06,-2.48636e-06,0,0.560362,0.828041,0
8.16,-1.52307e-06,-2.58709e-06,0,0.507235,0.861588,0
8.17,-1.35753e-06,-2.6776e-06,0,0.452104,0.891731,0
8.18,-1.18663e-06,-2.75754e-06,0,0.395187,0.918352,0
8.19,-1.01103e-06,-2.82658e-06,0,0.336708,0.941345,0
8.2,-8.31447e-07,-2.88445e-06,0,0.2769,0.960619,0
8.21,-6.48575e-07,-2.93093e-06,0,0.215997,0.976098,0
8.22,-4.63141e-07,-2.96583e-06,0,0.154241,0.98772,0
8.23,-2.75876e-07,-2.989e-06,0,0.0918759,0.995438,0
8.24,-8.75209e-08,-3.00037e-06,0,0.0291474,0.999223,0
8.25,1.0118e-07,-2.99988e-06,0,-0.0336963,0.99906,0
8.26,2.89481e-07,-2.98753e-06,0,-0.0964068,0.994947,0
8.27,4.76638e-07,-2.96337e-06,0,-0.158736,0.986903,0
8.28,6.6191e-07,-2.9275e-06,0,-0.220438,0.974957,0
8.29,8.44567e-07,-2.88006e-06,0,-0.281269,0.959157,0
8.3,1.02388e-06,-2.82123e-06,0,-0.340988,0.939566,0
8.31,1.19915e-06,-2.75125e-06,0,-0.399358,0.91626,0
8.32,1.36968e-06,-2.67039e-06,0,-0.45615,0.889331,0
8.33,1.5348e-06,-2.57898e-06,0,-0.511138,0.858886,0
8.34,1.69384e-06,-2.47736e-06,0,-0.564106,0.825045,0
8.35,1.84619e-06,-2.36595e-06,0,-0.614842,0.787942,0
8.36,1.99123e-06,-2.24519e-06,0,-0.663147,0.747723,0
8.37,2.1284e-06,-2.11554e-06,0,-0.70883,0.704547,0
8.38,2.25716e-06,-1.97753e-06,0,-0.751709,0.658584,0
8.39,2.37699e-06,-1.8317e-06,0,-0.791616,0.610017,0
8.4,2.48741e-06,-1.67862e-06,0,-0.828391,0.559037,0
8.41,2.588e-06,-1.51891e-06,0,-0.861891,0.505846,0
8.42,2.67835e-06,-1.35318e-06,0,-0.891981,0.450655,0
8.43,2.75811e-06,-1.1821e-06,0,-0.918543,0.393681,0
8.44,2.82696e-06,-1.00635e-06,0,-0.941471,0.335149,0
8.45,2.88462e-06,-8.26619e-07,0,-0.960676,0.275292,0
8.46,2.93088e-06,-6.43617e-07,0,-0.97608,0.214346,0
8.47,2.96554e-06,-4.58068e-07,0,-0.987624,0.152552,0
8.48,2.98847e-06,-2.70707e-07,0,-0.99526,0.0901547,0
8.49,2.99958e-06,-8.22759e-08,0,-0.99896,0.0274006,0
8.5,2.99882e-06,1.06481e-07,0,-0.998708,-0.0354618,0
8.51,2.9862e-06,2.94817e-07,0,-0.994506,-0.0981839,0
8.52,2.96177e-06,4.81986e-07,0,-0.98637,-0.160518,0
8.53,2.92563e-06,6.67249e-07,0,-0.974332,-0.222216,0
8.54,2.87791e-06,8.49873e-07,0,-0.95844,-0.283036,0
8.55,2.8188e-06,1.02914e-06,0,-0.938757,-0.342737,0
8.56,2.74855e-06,1.20433e-06,0,-0.91536,-0.401081,0
8.57,2.66743e-06,1.37475e-06,0,-0.888344,-0.45784,0
8.58,2.57576e-06,1.53975e-06,0,-0.857814,-0.512787,0
8.59,2.4739e-06,1.69865e-06,0,-0.823891,-0.565706,0
8.6,2.36225e-06,1.85083e-06,0,-0.78671,-0.616389,0
8.61,2.24127e-06,1.99569e-06,0,-0.746418,-0.664633,0
8.62,2.11142e-06,2.13267e-06,0,-0.703174,-0.71025,0
8.63,1.97322e-06,2.26121e-06,0,-0.65715,-0.753057,0
8.64,1.82722e-06,2.3808e-06,0,-0.608527,-0.792887,0
8.65,1.674e-06,2.49099e-06,0,-0.557498,-0.829582,0
8.66,1.51416e-06,2.59132e-06,0,-0.504265,-0.862998,0
8.67,1.34833e-06,2.68141e-06,0,-0.449038,-0.893001,0
8.68,1.17717e-06,2.76091e-06,0,-0.392036,-0.919474,0
8.69,1.00136e-06,2.82948e-06,0,-0.333485,-0.942313,0
8.7,8.21584e-07,2.88687e-06,0,-0.273615,-0.961426,0
8.71,6.38566e-07,2.93286e-06,0,-0.212664,-0.97674,0
8.72,4.53024e-07,2.96725e-06,0,-0.150872,-0.988193,0
8.73,2.65692e-07,2.98991e-06,0,-0.0884844,-0.995741,0
8.74,7.73098e-08,3.00076e-06,0,-0.0257468,-0.999354,0
8.75,-1.11378e-07,2.99975e-06,0,0.0370926,-0.999018,0
8.76,-2.99626e-07,2.98689e-06,0,0.0997854,-0.994735,0
8.77,-4.8669e-07,2.96223e-06,0,0.162084,-0.986521,0
8.78,-6.71831e-07,2.92586e-06,0,0.223742,-0.97441,0
8.79,-8.54317e-07,2.87794e-06,0,0.284516,-0.958449,0
8.8,-1.03343e-06,2.81864e-06,0,0.344167,-0.938702,0
8.81,-1.20846e-06,2.74821e-06,0,0.402458,-0.915247,0
8.82,-1.37872e-06,2.66693e-06,0,0.459159,-0.888177,0
8.83,-1.54353e-06,2.57511e-06,0,0.514046,-0.857599,0
8.84,-1.70224e-06,2.47313e-06,0,0.566904,-0.823634,0
8.85,-1.85423e-06,2.36137e-06,0,0.617522,-0.786416,0
8.86,-1.9989e-06,2.24029e-06,0,0.665702,-0.746093,0
8.87,-2.13568e-06,2.11037e-06,0,0.711253,-0.702823,0
8.88,-2.26402e-06,1.97211e-06,0,0.753996,-0.656778,0
8.89,-2.38343e-06,1.82606e-06,0,0.793761,-0.608139,0
8.9,-2.49342e-06,1.6728e-06,0,0.830392,-0.5571,0
8.91,-2.59357e-06,1.51294e-06,0,0.863745,-0.503861,0
8.92,-2.68347e-06,1.34711e-06,0,0.893687,-0.448632,0
8.93,-2.76279e-06,1.17595e-06,0,0.920101,-0.391632,0
8.94,-2.83119e-06,1.00016e-06,0,0.942882,-0.333086,0
8.95,-2.88842e-06,8.20413e-07,0,0.961941,-0.273225,0
8.96,-2.93424e-06,6.37429e-07,0,0.977202,-0.212285,0
8.97,-2.96849e-06,4.51929e-07,0,0.988605,-0.150507,0
8.98,-2.99101e-06,2.64644e-07,0,0.996106,-0.0881355,0
8.99,-3.00172e-06,7.63153e-08,0,0.999674,-0.0254156,0
9,-3.00058e-06,-1.12315e-07,0,0.999295,0.0374047,0
9.01,-2.9876e-06,-3.00502e-07,0,0.994971,0.100077,0
9.02,-2.96282e-06,-4.87503e-07,0,0.986719,0.162355,0
9.03,-2.92635e-06,-6.72579e-07,0,0.974572,0.223991,0
9.04,-2.87832e-06,-8.54999e-07,0,0.958577,0.284744,0
9.05,-2.81893e-06,-1.03404e-06,0,0.938797,0.344372,0
9.06,-2.7484e-06,-1.20901e-06,0,0.915311,0.40264,0
9.07,-2.66703e-06,-1.3792e-06,0,0.888211,0.459318,0
9.08,-2.57513e-06,-1.54394e-06,0,0.857603,0.514183,0
9.09,-2.47305e-06,-1.70259e-06,0,0.82361,0.567018,0
9.1,-2.36122e-06,-1.85451e-06,0,0.786364,0.617614,0
9.11,-2.24005e-06,-1.99911e-06,0,0.746013,0.665771,0
9.12,-2.11004e-06,-2.13581e-06,0,0.702716,0.711298,0
9.13,-1.9717e-06,-2.26409e-06,0,0.656643,0.754017,0
9.14,-1.82557e-06,-2.38341e-06,0,0.607978,0.793757,0
9.15,-1.67224e-06,-2.49333e-06,0,0.55691,0.830363,0
9.16,-1.51229e-06,-2.5934e-06,0,0.503644,0.863688,0
9.17,-1.34637e-06,-2.68322e-06,0,0.448387,0.893602,0
9.18,-1.17514e-06,-2.76244e-06,0,0.39136,0.919986,0
9.19,-9.99257e-07,-2.83075e-06,0,0.332786,0.942735,0
9.2,-8.1943e-07,-2.88788e-06,0,0.272898,0.96176,0
9.21,-6.36366e-07,-2.93359e-06,0,0.211931,0.976985,0
9.22,-4.50787e-07,-2.96772e-06,0,0.150127,0.98835,0
9.23,-2.63427e-07,-2.99012e-06,0,0.0877299,0.995809,0
9.24,-7.50254e-08,-3.0007e-06,0,0.024986,0.999333,0
9.25,1.13672e-07,-2.99942e-06,0,-0.0378567,0.998907,0
9.26,3.01921e-07,-2.98629e-06,0,-0.10055,0.994534,0
9.27,4.88976e-07,-2.96135e-06,0,-0.162845,0.986229,0
9.28,6.74098e-07,-2.92471e-06,0,-0.224497,0.974027,0
9.29,8.56556e-07,-2.87651e-06,0,-0.285262,0.957974,0
9.3,1.03563e-06,-2.81693e-06,0,-0.344899,0.938134,0
9.31,1.2106e-06,-2.74622e-06,0,-0.403172,0.914585,0
9.32,1.3808e-06,-2.66466e-06,0,-0.459851,0.88742,0
9.33,1.54553e-06,-2.57255e-06,0,-0.514712,0.856746,0
9.34,1.70415e-06,-2.47028e-06,0,-0.567538,0.822685,0
9.35,1.85603e-06,-2.35823e-06,0,-0.61812,0.78537,0
9.36,2.00057e-06,-2.23686e-06,0,-0.666257,0.74495,0
9.37,2.1372e-06,-2.10665e-06,0,-0.71176,0.701584,0
9.38,2.26538e-06,-1.9681e-06,0,-0.754447,0.655443,0
9.39,2.3846e-06,-1.82177e-06,0,-0.794151,0.60671,0
9.4,2.49439e-06,-1.66823e-06,0,-0.830714,0.555577,0
9.41,2.59431e-06,-1.5081e-06,0,-0.863991,0.502247,0
9.42,2.68397e-06,-1.342e-06,0,-0.893851,0.44693,0
9.43,2.76301e-06,-1.17059e-06,0,-0.920175,0.389846,0
9.44,2.83113e-06,-9.94553e-07,0,-0.94286,0.33122,0
9.45,2.88804e-06,-8.14581e-07,0,-0.961815,0.271283,0
9.46,2.93353e-06,-6.31387e-07,0,-0.976965,0.210273,0
9.47,2.96742e-06,-4.45695e-07,0,-0.988251,0.148432,0
9.48,2.98957e-06,-2.58241e-07,0,-0.995628,0.0860029,0
9.49,2.9999e-06,-6.97647e-08,0,-0.999066,0.023234,0
9.5,2.99835e-06,1.18987e-07,0,-0.998552,-0.0396268,0
9.51,2.98495e-06,3.07269e-07,0,-0.994088,-0.102331,0
9.52,2.95974e-06,4.94335e-07,0,-0.985692,-0.16463,0
9.53,2.92282e-06,6.79445e-07,0,-0.973397,-0.226278,0
9.54,2.87434e-06,8.61868e-07,0,-0.957252,-0.287031,0
9.55,2.81449e-06,1.04088e-06,0,-0.937321,-0.346649,0
9.56,2.74351e-06,1.21578e-06,0,-0.913682,-0.404895,0
9.57,2.66168e-06,1.38587e-06,0,-0.886429,-0.461541,0
9.58,2.56932e-06,1.55047e-06,0,-0.85567,-0.51636,0
9.59,2.4668e-06,1.70895e-06,0,-0.821527,-0.569138,0
9.6,2.35452e-06,1.86067e-06,0,-0.784136,-0.619664,0
9.61,2.23294e-06,2.00502e-06,0,-0.743643,-0.667741,0
9.62,2.10252e-06,2.14145e-06,0,-0.700209,-0.713176,0
9.63,1.96379e-06,2.26942e-06,0,-0.654007,-0.755792,0
9.64,1.81729e-06,2.3884e-06,0,-0.605219,-0.795419,0
9.65,1.66361e-06,2.49795e-06,0,-0.554038,-0.831901,0
9.66,1.50335e-06,2.59762e-06,0,-0.500666,-0.865094,0
9.67,1.33715e-06,2.68702e-06,0,-0.445315,-0.894867,0
9.68,1.16566e-06,2.76579e-06,0,-0.388204,-0.921102,0
9.69,9.89563e-07,2.83364e-06,0,-0.329558,-0.943697,0
9.7,8.09556e-07,2.89028e-06,0,-0.269609,-0.962561,0
9.71,6.26348e-07,2.9355e-06,0,-0.208595,-0.977621,0
9.72,4.40665e-07,2.96912e-06,0,-0.146756,-0.988816,0
9.73,2.53241e-07,2.991e-06,0,-0.0843377,-0.996104,0
9.74,6.48158e-08,3.00107e-06,0,-0.0215858,-0.999456,0
9.75,-1.23866e-07,2.99927e-06,0,0.0412514,-0.998859,0
9.76,-3.12057e-07,2.98563e-06,0,0.103926,-0.994314,0
9.77,-4.99016e-07,2.96019e-06,0,0.166189,-0.985841,0
9.78,-6.84004e-07,2.92305e-06,0,0.227796,-0.973473,0
9.79,-8.66289e-07,2.87436e-06,0,0.288503,-0.95726,0
9.8,-1.04515e-06,2.81433e-06,0,0.348071,-0.937265,0
9.81,-1.21989e-06,2.74317e-06,0,0.406263,-0.913568,0
9.82,-1.3898e-06,2.66118e-06,0,0.462851,-0.886262,0
9.83,-1.55423e-06,2.56868e-06,0,0.517611,-0.855456,0
9.84,-1.71252e-06,2.46603e-06,0,0.570326,-0.821271,0
9.85,-1.86404e-06,2.35365e-06,0,0.620789,-0.783843,0
9.86,-2.00821e-06,2.23197e-06,0,0.668801,-0.743319,0
9.87,-2.14444e-06,2.10147e-06,0,0.714172,-0.699861,0
9.88,-2.27221e-06,1.96268e-06,0,0.756722,-0.653638,0
9.89,-2.391e-06,1.81614e-06,0,0.796285,-0.604835,0
9.9,-2.50036e-06,1.66242e-06,0,0.832703,-0.553643,0
9.91,-2.59984e-06,1.50215e-06,0,0.865834,-0.500266,0
9.92,-2.68906e-06,1.33594e-06,0,0.895546,-0.444913,0
9.93,-2.76766e-06,1.16446e-06,0,0.921722,-0.387804,0
9.94,-2.83533e-06,9.8838e-07,0,0.94426,-0.329164,0
9.95,-2.89181e-06,8.08399e-07,0,0.963069,-0.269224,0
9.96,-2.93687e-06,6.25226e-07,0,0.978077,-0.208221,0
9.97,-2.97034e-06,4.39585e-07,0,0.989223,-0.146397,0
9.98,-2.99208e-06,2.52208e-07,0,0.996463,-0.0839939,0
9.99,-3.00201e-06,6.38364e-08,0,0.99977,-0.0212597,0
10,-3.00009e-06,-1.24788e-07,0,0.99913,0.0415585,0
10.01,-2.98632e-06,-3.12919e-07,0,0.994546,0.104213,0
10.02,-2.96077e-06,-4.99815e-07,0,0.986035,0.166455,0
10.03,-2.92352e-06,-6.84738e-07,0,0.973631,0.228041,0
10.04,-2.87473e-06,-8.66958e-07,0,0.957383,0.288726,0
10.05,-2.8146e-06,-1.04575e-06,0,0.937356,0.348271,0
10.06,-2.74335e-06,-1.22042e-06,0,0.913627,0.406441,0
10.07,-2.66127e-06,-1.39027e-06,0,0.886291,0.463007,0
10.08,-2.56868e-06,-1.55463e-06,0,0.855456,0.517744,0
10.09,-2.46595e-06,-1.71285e-06,0,0.821243,0.570437,0
10.1,-2.35348e-06,-1.86431e-06,0,0.783787,0.620877,0
10.11,-2.23171e-06,-2.0084e-06,0,0.743235,0.668866,0
10.12,-2.10114e-06,-2.14457e-06,0,0.699749,0.714213,0
10.13,-1.96226e-06,-2.27226e-06,0,0.653499,0.75674,0
10.14,-1.81564e-06,-2.39098e-06,0,0.604668,0.796277,0
10.15,-1.66184e-06,-2.50026e-06,0,0.553449,0.83267,0
10.16,-1.50148e-06,-2.59966e-06,0,0.500044,0.865774,0
10.17,-1.33519e-06,-2.68879e-06,0,0.444663,0.895457,0
10.18,-1.16363e-06,-2.7673e-06,0,0.387526,0.921604,0
10.19,-9.87463e-07,-2.83488e-06,0,0.328858,0.944109,0
10.2,-8.07399e-07,-2.89125e-06,0,0.268891,0.962885,0
10.21,-6.24145e-07,-2.93621e-06,0,0.207861,0.977856,0
10.22,-4.38425e-07,-2.96956e-06,0,0.14601,0.988963,0
10.23,-2.50973e-07,-2.99118e-06,0,0.0835824,0.996162,0
10.24,-6.25286e-08,-3.00097e-06,0,0.0208241,0.999425,0
10.25,1.26163e-07,-2.99891e-06,0,-0.0420165,0.998738,0
