#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.000003, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.000019, 0.000000) AU/year

#Object 2 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.999997, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.283166, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Earth_x,Earth_y,Earth_z
10.26,3.14356e-07,-2.98499e-06,0,-0.104691,0.994103,0
10.27,5.01306e-07,-2.95928e-06,0,-0.166952,0.985539,0
10.28,6.86275e-07,-2.92187e-06,0,-0.228553,0.97308,0
10.29,8.68531e-07,-2.8729e-06,0,-0.28925,0.956774,0
10.3,1.04735e-06,-2.81259e-06,0,-0.348804,0.936685,0
10.31,1.22203e-06,-2.74115e-06,0,-0.406979,0.912894,0
10.32,1.39188e-06,-2.65887e-06,0,-0.463544,0.885493,0
10.33,1.55623e-06,-2.56608e-06,0,-0.518277,0.854591,0
10.34,1.71442e-06,-2.46314e-06,0,-0.570961,0.82031,0
10.35,1.86584e-06,-2.35047e-06,0,-0.621387,0.782785,0
10.36,2.00987e-06,-2.2285e-06,0,-0.669355,0.742164,0
10.37,2.14596e-06,-2.09771e-06,0,-0.714677,0.698609,0
10.38,2.27356e-06,-1.95863e-06,0,-0.757172,0.65229,0
10.39,2.39217e-06,-1.81181e-06,0,-0.796673,0.603392,0
10.4,2.50132e-06,-1.65781e-06,0,-0.833022,0.552107,0
10.41,2.60057e-06,-1.49726e-06,0,-0.866077,0.498639,0
10.42,2.68954e-06,-1.33079e-06,0,-0.895706,0.443198,0
10.43,2.76787e-06,-1.15906e-06,0,-0.921792,0.386005,0
10.44,2.83525e-06,-9.82736e-07,0,-0.944232,0.327284,0
10.45,2.89141e-06,-8.02528e-07,0,-0.962937,0.267269,0
10.46,2.93614e-06,-6.19146e-07,0,-0.977833,0.206197,0
10.47,2.96925e-06,-4.33315e-07,0,-0.988861,0.144308,0
10.48,2.99062e-06,-2.4577e-07,0,-0.995978,0.0818496,0
10.49,3.00016e-06,-5.72523e-08,0,-0.999154,0.0190669,0
10.5,2.99783e-06,1.31492e-07,0,-0.998379,-0.0437912,0
10.51,2.98364e-06,3.19716e-07,0,-0.993654,-0.106476,0
10.52,2.95765e-06,5.06675e-07,0,-0.984998,-0.16874,0
10.53,2.91996e-06,6.9163e-07,0,-0.972446,-0.230336,0
10.54,2.87073e-06,8.73849e-07,0,-0.956048,-0.291021,0
10.55,2.81013e-06,1.05261e-06,0,-0.935868,-0.350555,0
10.56,2.73842e-06,1.22721e-06,0,-0.911987,-0.408703,0
10.57,2.65588e-06,1.39696e-06,0,-0.884498,-0.465234,0
10.58,2.56284e-06,1.56118e-06,0,-0.853512,-0.519924,0
10.59,2.45966e-06,1.71922e-06,0,-0.819149,-0.572559,0
10.6,2.34675e-06,1.87047e-06,0,-0.781547,-0.62293,0
10.61,2.22456e-06,2.01432e-06,0,-0.740855,-0.670836,0
10.62,2.09358e-06,2.15021e-06,0,-0.697233,-0.716091,0
10.63,1.95432e-06,2.27759e-06,0,-0.650853,-0.758513,0
10.64,1.80733e-06,2.39596e-06,0,-0.601901,-0.797937,0
10.65,1.65319e-06,2.50487e-06,0,-0.550568,-0.834205,0
10.66,1.49252e-06,2.60387e-06,0,-0.497059,-0.867175,0
10.67,1.32595e-06,2.69257e-06,0,-0.441584,-0.896718,0
10.68,1.15413e-06,2.77064e-06,0,-0.384364,-0.922715,0
10.69,9.77754e-07,2.83775e-06,0,-0.325625,-0.945065,0
10.7,7.97513e-07,2.89364e-06,0,-0.265599,-0.963679,0
10.71,6.1412e-07,2.93809e-06,0,-0.204522,-0.978484,0
10.72,4.28299e-07,2.97094e-06,0,-0.142638,-0.989422,0
10.73,2.40786e-07,2.99204e-06,0,-0.0801897,-0.99645,0
10.74,5.23208e-08,3.00132e-06,0,-0.0174246,-0.999541,0
10.75,-1.36351e-07,2.99874e-06,0,0.0454094,-0.998682,0
10.76,-3.24484e-07,2.98431e-06,0,0.108064,-0.993876,0
10.77,-5.11334e-07,2.95809e-06,0,0.170291,-0.985144,0
10.78,-6.96165e-07,2.92019e-06,0,0.231846,-0.97252,0
10.79,-8.78245e-07,2.87074e-06,0,0.292485,-0.956054,0
10.8,-1.05686e-06,2.80996e-06,0,0.351969,-0.935811,0
10.81,-1.23129e-06,2.73808e-06,0,0.410062,-0.911872,0
10.82,-1.40087e-06,2.65538e-06,0,0.466535,-0.884331,0
10.83,-1.56491e-06,2.5622e-06,0,0.521166,-0.853298,0
10.84,-1.72277e-06,2.45889e-06,0,0.573739,-0.818894,0
10.85,-1.87382e-06,2.34588e-06,0,0.624046,-0.781256,0
10.86,-2.01748e-06,2.2236e-06,0,0.671888,-0.740533,0
10.87,-2.15317e-06,2.09254e-06,0,0.717077,-0.696886,0
10.88,-2.28036e-06,1.95322e-06,0,0.759435,-0.650487,0
10.89,-2.39854e-06,1.80618e-06,0,0.798794,-0.60152,0
10.9,-2.50725e-06,1.65202e-06,0,0.834999,-0.550177,0
10.91,-2.60607e-06,1.49133e-06,0,0.867907,-0.496662,0
10.92,-2.69459e-06,1.32475e-06,0,0.897389,-0.441187,0
10.93,-2.77248e-06,1.15294e-06,0,0.923327,-0.383969,0
10.94,-2.83942e-06,9.76585e-07,0,0.945621,-0.325236,0
10.95,-2.89515e-06,7.9637e-07,0,0.964181,-0.265218,0
10.96,-2.93945e-06,6.13012e-07,0,0.978934,-0.204154,0
10.97,-2.97214e-06,4.27233e-07,0,0.989823,-0.142283,0
10.98,-2.9931e-06,2.39768e-07,0,0.996804,-0.0798508,0
10.99,-3.00225e-06,5.13563e-08,0,0.99985,-0.0171034,0
11,-2.99954e-06,-1.37258e-07,0,0.998948,0.0457116,0
11.01,-2.98499e-06,-3.25331e-07,0,0.994103,0.108346,0
11.02,-2.95866e-06,-5.12119e-07,0,0.985333,0.170553,0
11.03,-2.92065e-06,-6.96886e-07,0,0.972673,0.232086,0
11.04,-2.8711e-06,-8.78901e-07,0,0.956173,0.292704,0
11.05,-2.81022e-06,-1.05745e-06,0,0.935898,0.352165,0
11.06,-2.73825e-06,-1.23182e-06,0,0.911928,0.410236,0
11.07,-2.65546e-06,-1.40132e-06,0,0.884357,0.466687,0
11.08,-2.56219e-06,-1.5653e-06,0,0.853294,0.521296,0
11.09,-2.4588e-06,-1.72309e-06,0,0.818862,0.573846,0
11.1,-2.3457e-06,-1.87408e-06,0,0.781196,0.62413,0
11.11,-2.22333e-06,-2.01766e-06,0,0.740445,0.67195,0
11.12,-2.09219e-06,-2.15328e-06,0,0.69677,0.717116,0
11.13,-1.95279e-06,-2.2804e-06,0,0.650344,0.759449,0
11.14,-1.80567e-06,-2.39851e-06,0,0.601349,0.798784,0
11.15,-1.65142e-06,-2.50714e-06,0,0.549978,0.834963,0
11.16,-1.49065e-06,-2.60588e-06,0,0.496436,0.867844,0
11.17,-1.32399e-06,-2.69431e-06,0,0.440932,0.897297,0
11.18,-1.15209e-06,-2.77211e-06,0,0.383686,0.923206,0
11.19,-9.75652e-07,-2.83895e-06,0,0.324925,0.945467,0
11.2,-7.95354e-07,-2.89458e-06,0,0.26488,0.963992,0
11.21,-6.11914e-07,-2.93877e-06,0,0.203788,0.978709,0
