#Object 1 Info:
#Object: Sun 1
#   Mass: 0.500000 Solar masses
#   Position: (2.600000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.377427, 0.000000) AU/year

#Object 2 Info:
#Object: Sun 2
#   Mass: 0.500000 Solar masses
#   Position: (-2.600000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.377427, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun 1_x,Sun 1_y,Sun 1_z,Sun 2_x,Sun 2_y,Sun 2_z
3.93,-1.27339,2.26518,0,1.27339,-2.26518,0
3.94,-1.28539,2.25839,0,1.28539,-2.25839,0
3.95,-1.29735,2.25154,0,1.29735,-2.25154,0
3.96,-1.30927,2.24462,0,1.30927,-2.24462,0
3.97,-1.32115,2.23764,0,1.32115,-2.23764,0
3.98,-1.333,2.2306,0,1.333,-2.2306,0
3.99,-1.34481,2.22349,0,1.34481,-2.22349,0
4,-1.35658,2.21633,0,1.35658,-2.21633,0
4.01,-1.36831,2.2091,0,1.36831,-2.2091,0
4.02,-1.38001,2.2018,0,1.38001,-2.2018,0
4.03,-1.39166,2.19445,0,1.39166,-2.19445,0
4.04,-1.40328,2.18703,0,1.40328,-2.18703,0
4.05,-1.41486,2.17956,0,1.41486,-2.17956,0
4.06,-1.42639,2.17202,0,1.42639,-2.17202,0
4.07,-1.43789,2.16442,0,1.43789,-2.16442,0
4.08,-1.44935,2.15676,0,1.44935,-2.15676,0
4.09,-1.46077,2.14904,0,1.46077,-2.14904,0
4.1,-1.47214,2.14126,0,1.47214,-2.14126,0
4.11,-1.48348,2.13341,0,1.48348,-2.13341,0
4.12,-1.49477,2.12551,0,1.49477,-2.12551,0
4.13,-1.50602,2.11755,0,1.50602,-2.11755,0
4.14,-1.51723,2.10953,0,1.51723,-2.10953,0
4.15,-1.52839,2.10145,0,1.52839,-2.10145,0
4.16,-1.53951,2.09331,0,1.53951,-2.09331,0
4.17,-1.55059,2.08511,0,1.55059,-2.08511,0
4.18,-1.56163,2.07686,0,1.56163,-2.07686,0
4.19,-1.57262,2.06854,0,1.57262,-2.06854,0
4.2,-1.58357,2.06017,0,1.58357,-2.06017,0
4.21,-1.59447,2.05173,0,1.59447,-2.05173,0
4.22,-1.60533,2.04325,0,1.60533,-2.04325,0
4.23,-1.61614,2.0347,0,1.61614,-2.0347,0
4.24,-1.62691,2.02609,0,1.62691,-2.02609,0
4.25,-1.63763,2.01743,0,1.63763,-2.01743,0
4.26,-1.6483,2.00872,0,1.6483,-2.00872,0
4.27,-1.65893,1.99994,0,1.65893,-1.99994,0
4.28,-1.66951,1.99111,0,1.66951,-1.99111,0
4.29,-1.68005,1.98223,0,1.68005,-1.98223,0
4.3,-1.69054,1.97328,0,1.69054,-1.97328,0
4.31,-1.70098,1.96429,0,1.70098,-1.96429,0
4.32,-1.71137,1.95523,0,1.71137,-1.95523,0
4.33,-1.72171,1.94612,0,1.72171,-1.94612,0
4.34,-1.73201,1.93696,0,1.73201,-1.93696,0
4.35,-1.74226,1.92774,0,1.74226,-1.92774,0
4.36,-1.75246,1.91847,0,1.75246,-1.91847,0
4.37,-1.7626,1.90915,0,1.7626,-1.90915,0
4.38,-1.7727,1.89977,0,1.7727,-1.89977,0
4.39,-1.78275,1.89034,0,1.78275,-1.89034,0
4.4,-1.79275,1.88085,0,1.79275,-1.88085,0
4.41,-1.8027,1.87131,0,1.8027,-1.87131,0
4.42,-1.8126,1.86172,0,1.8126,-1.86172,0
4.43,-1.82245,1.85208,0,1.82245,-1.85208,0
4.44,-1.83224,1.84238,0,1.83224,-1.84238,0
4.45,-1.84199,1.83263,0,1.84199,-1.83263,0
4.46,-1.85168,1.82283,0,1.85168,-1.82283,0
4.47,-1.86132,1.81298,0,1.86132,-1.81298,0
4.48,-1.87091,1.80308,0,1.87091,-1.80308,0
4.49,-1.88045,1.79313,0,1.88045,-1.79313,0
4.5,-1.88993,1.78313,0,1.88993,-1.78313,0
4.51,-1.89936,1.77308,0,1.89936,-1.77308,0
4.52,-1.90873,1.76297,0,1.90873,-1.76297,0
4.53,-1.91806,1.75282,0,1.91806,-1.75282,0
4.54,-1.92732,1.74262,0,1.92732,-1.74262,0
4.55,-1.93654,1.73237,0,1.93654,-1.73237,0
4.56,-1.9457,1.72207,0,1.9457,-1.72207,0
4.57,-1.9548,1.71172,0,1.9548,-1.71172,0
4.58,-1.96385,1.70133,0,1.96385,-1.70133,0
4.59,-1.97285,1.69088,0,1.97285,-1.69088,0
4.6,-1.98179,1.68039,0,1.98179,-1.68039,0
4.61,-1.99067,1.66985,0,1.99067,-1.66985,0
4.62,-1.9995,1.65927,0,1.9995,-1.65927,0
4.63,-2.00827,1.64864,0,2.00827,-1.64864,0
4.64,-2.01699,1.63796,0,2.01699,-1.63796,0
4.65,-2.02564,1.62723,0,2.02564,-1.62723,0
4.66,-2.03424,1.61646,0,2.03424,-1.61646,0
4.67,-2.04279,1.60565,0,2.04279,-1.60565,0
4.68,-2.05127,1.59479,0,2.05127,-1.59479,0
4.69,-2.0597,1.58388,0,2.0597,-1.58388,0
4.7,-2.06807,1.57293,0,2.06807,-1.57293,0
4.71,-2.07639,1.56193,0,2.07639,-1.56193,0
4.72,-2.08464,1.5509,0,2.08464,-1.5509,0
4.73,-2.09284,1.53981,0,2.09284,-1.53981,0
4.74,-2.10097,1.52869,0,2.10097,-1.52869,0
4.75,-2.10905,1.51752,0,2.10905,-1.51752,0
4.76,-2.11707,1.50631,0,2.11707,-1.50631,0
4.77,-2.12503,1.49505,0,2.12503,-1.49505,0
4.78,-2.13293,1.48376,0,2.13293,-1.48376,0
4.79,-2.14076,1.47242,0,2.14076,-1.47242,0
4.8,-2.14854,1.46104,0,2.14854,-1.46104,0
4.81,-2.15626,1.44962,0,2.15626,-1.44962,0
4.82,-2.16392,1.43816,0,2.16392,-1.43816,0
4.83,-2.17152,1.42666,0,2.17152,-1.42666,0
4.84,-2.17905,1.41512,0,2.17905,-1.41512,0
4.85,-2.18652,1.40354,0,2.18652,-1.40354,0
4.86,-2.19394,1.39192,0,2.19394,-1.39192,0
4.87,-2.20129,1.38026,0,2.20129,-1.38026,0
4.88,-2.20858,1.36856,0,2.20858,-1.36856,0
4.89,-2.2158,1.35682,0,2.2158,-1.35682,0
4.9,-2.22297,1.34505,0,2.22297,-1.34505,0
4.91,-2.23007,1.33323,0,2.23007,-1.33323,0
4.92,-2.23711,1.32138,0,2.23711,-1.32138,0
4.93,-2.24409,1.30949,0,2.24409,-1.30949,0
4.94,-2.251,1.29757,0,2.251,-1.29757,0
4.95,-2.25785,1.28561,0,2.25785,-1.28561,0
4.96,-2.26464,1.27361,0,2.26464,-1.27361,0
4.97,-2.27136,1.26158,0,2.27136,-1.26158,0
4.98,-2.27802,1.24951,0,2.27802,-1.24951,0
4.99,-2.28461,1.2374,0,2.28461,-1.2374,0
5,-2.29114,1.22527,0,2.29114,-1.22527,0
5.01,-2.29761,1.21309,0,2.29761,-1.21309,0
5.02,-2.30401,1.20088,0,2.30401,-1.20088,0
5.03,-2.31035,1.18864,0,2.31035,-1.18864,0
5.04,-2.31662,1.17637,0,2.31662,-1.17637,0
5.05,-2.32282,1.16406,0,2.32282,-1.16406,0
5.06,-2.32896,1.15172,0,2.32896,-1.15172,0
5.07,-2.33504,1.13935,0,2.33504,-1.13935,0
5.08,-2.34105,1.12694,0,2.34105,-1.12694,0
5.09,-2.34699,1.11451,0,2.34699,-1.11451,0
5.1,-2.35287,1.10204,0,2.35287,-1.10204,0
5.11,-2.35868,1.08954,0,2.35868,-1.08954,0
5.12,-2.36443,1.07701,0,2.36443,-1.07701,0
5.13,-2.37011,1.06445,0,2.37011,-1.06445,0
5.14,-2.37572,1.05186,0,2.37572,-1.05186,0
5.15,-2.38126,1.03924,0,2.38126,-1.03924,0
5.16,-2.38674,1.02659,0,2.38674,-1.02659,0
5.17,-2.39215,1.01391,0,2.39215,-1.01391,0
5.18,-2.3975,1.00121,0,2.3975,-1.00121,0
5.19,-2.40277,0.988474,0,2.40277,-0.988474,0
5.2,-2.40798,0.975712,0,2.40798,-0.975712,0
5.21,-2.41312,0.962923,0,2.41312,-0.962923,0
5.22,-2.41819,0.950106,0,2.41819,-0.950106,0
5.23,-2.4232,0.937263,0,2.4232,-0.937263,0
5.24,-2.42814,0.924393,0,2.42814,-0.924393,0
5.25,-2.433,0.911497,0,2.433,-0.911497,0
5.26,-2.4378,0.898576,0,2.4378,-0.898576,0
5.27,-2.44253,0.885629,0,2.44253,-0.885629,0
5.28,-2.4472,0.872657,0,2.4472,-0.872657,0
5.29,-2.45179,0.859661,0,2.45179,-0.859661,0
5.3,-2.45632,0.846641,0,2.45632,-0.846641,0
5.31,-2.46077,0.833597,0,2.46077,-0.833597,0
5.32,-2.46516,0.820529,0,2.46516,-0.820529,0
5.33,-2.46948,0.807438,0,2.46948,-0.807438,0
5.34,-2.47372,0.794325,0,2.47372,-0.794325,0
5.35,-2.4779,0.781189,0,2.4779,-0.781189,0
5.36,-2.48201,0.768031,0,2.48201,-0.768031,0
5.37,-2.48605,0.754852,0,2.48605,-0.754852,0
5.38,-2.49002,0.741651,0,2.49002,-0.741651,0
5.39,-2.49391,0.72843,0,2.49391,-0.72843,0
5.4,-2.49774,0.715188,0,2.49774,-0.715188,0
5.41,-2.5015,0.701926,0,2.5015,-0.701926,0
5.42,-2.50519,0.688644,0,2.50519,-0.688644,0
5.43,-2.5088,0.675343,0,2.5088,-0.675343,0
5.44,-2.51235,0.662022,0,2.51235,-0.662022,0
5.45,-2.51583,0.648684,0,2.51583,-0.648684,0
5.46,-2.51923,0.635327,0,2.51923,-0.635327,0
5.47,-2.52257,0.621952,0,2.52257,-0.621952,0
5.48,-2.52583,0.608559,0,2.52583,-0.608559,0
5.49,-2.52902,0.595149,0,2.52902,-0.595149,0
5.5,-2.53214,0.581723,0,2.53214,-0.581723,0
5.51,-2.53519,0.56828,0,2.53519,-0.56828,0
5.52,-2.53817,0.554822,0,2.53817,-0.554822,0
5.53,-2.54108,0.541347,0,2.54108,-0.541347,0
5.54,-2.54391,0.527858,0,2.54391,-0.527858,0
5.55,-2.54668,0.514353,0,2.54668,-0.514353,0
5.56,-2.54937,0.500834,0,2.54937,-0.500834,0
5.57,-2.55199,0.487301,0,2.55199,-0.487301,0
5.58,-2.55454,0.473755,0,2.55454,-0.473755,0
5.59,-2.55701,0.460195,0,2.55701,-0.460195,0
5.6,-2.55942,0.446622,0,2.55942,-0.446622,0
5.61,-2.56175,0.433036,0,2.56175,-0.433036,0
5.62,-2.56401,0.419438,0,2.56401,-0.419438,0
5.63,-2.5662,0.405829,0,2.5662,-0.405829,0
5.64,-2.56832,0.392208,0,2.56832,-0.392208,0
5.65,-2.57036,0.378576,0,2.57036,-0.378576,0
5.66,-2.57233,0.364933,0,2.57233,-0.364933,0
5.67,-2.57423,0.35128,0,2.57423,-0.35128,0
5.68,-2.57606,0.337618,0,2.57606,-0.337618,0
5.69,-2.57781,0.323945,0,2.57781,-0.323945,0
5.7,-2.57949,0.310264,0,2.57949,-0.310264,0
5.71,-2.5811,0.296574,0,2.5811,-0.296574,0
5.72,-2.58264,0.282875,0,2.58264,-0.282875,0
5.73,-2.5841,0.269169,0,2.5841,-0.269169,0
5.74,-2.58549,0.255455,0,2.58549,-0.255455,0
5.75,-2.58681,0.241734,0,2.58681,-0.241734,0
5.76,-2.58806,0.228006,0,2.58806,-0.228006,0
5.77,-2.58923,0.214271,0,2.58923,-0.214271,0
5.78,-2.59033,0.200531,0,2.59033,-0.200531,0
5.79,-2.59136,0.186785,0,2.59136,-0.186785,0
5.8,-2.59231,0.173033,0,2.59231,-0.173033,0
5.81,-2.59319,0.159277,0,2.59319,-0.159277,0
5.82,-2.594,0.145516,0,2.594,-0.145516,0
5.83,-2.59474,0.131751,0,2.59474,-0.131751,0
5.84,-2.5954,0.117983,0,2.5954,-0.117983,0
5.85,-2.59599,0.104211,0,2.59599,-0.104211,0
5.86,-2.59651,0.0904364,0,2.59651,-0.0904364,0
5.87,-2.59695,0.0766591,0,2.59695,-0.0766591,0
5.88,-2.59732,0.0628796,0,2.59732,-0.0628796,0
5.89,-2.59762,0.0490984,0,2.59762,-0.0490984,0
5.9,-2.59784,0.0353158,0,2.59784,-0.0353158,0
5.91,-2.59799,0.0215322,0,2.59799,-0.0215322,0
5.92,-2.59807,0.00774796,0,2.59807,-0.00774796,0
5.93,-2.59807,-0.00603647,0,2.59807,0.00603647,0
5.94,-2.598,-0.0198207,0,2.598,0.0198207,0
5.95,-2.59786,-0.0336044,0,2.59786,0.0336044,0
5.96,-2.59765,-0.0473872,0,2.59765,0.0473872,0
5.97,-2.59736,-0.0611686,0,2.59736,0.0611686,0
5.98,-2.597,-0.0749483,0,2.597,0.0749483,0
5.99,-2.59656,-0.0887259,0,2.59656,0.0887259,0
6,-2.59606,-0.102501,0,2.59606,0.102501,0
6.01,-2.59548,-0.116273,0,2.59548,0.116273,0
6.02,-2.59482,-0.130042,0,2.59482,0.130042,0
6.03,-2.5941,-0.143807,0,2.5941,0.143807,0
6.04,-2.5933,-0.157569,0,2.5933,0.157569,0
6.05,-2.59243,-0.171325,0,2.59243,0.171325,0
6.06,-2.59148,-0.185077,0,2.59148,0.185077,0
6.07,-2.59046,-0.198824,0,2.59046,0.198824,0
6.08,-2.58937,-0.212565,0,2.58937,0.212565,0
6.09,-2.58821,-0.226301,0,2.58821,0.226301,0
6.1,-2.58697,-0.240029,0,2.58697,0.240029,0
6.11,-2.58566,-0.253752,0,2.58566,0.253752,0
6.12,-2.58428,-0.267466,0,2.58428,0.267466,0
6.13,-2.58283,-0.281174,0,2.58283,0.281174,0
6.14,-2.5813,-0.294873,0,2.5813,0.294873,0
6.15,-2.5797,-0.308565,0,2.5797,0.308565,0
6.16,-2.57802,-0.322247,0,2.57802,0.322247,0
6.17,-2.57628,-0.335921,0,2.57628,0.335921,0
6.18,-2.57446,-0.349585,0,2.57446,0.349585,0
6.19,-2.57257,-0.363239,0,2.57257,0.363239,0
6.2,-2.57061,-0.376883,0,2.57061,0.376883,0
6.21,-2.56857,-0.390516,0,2.56857,0.390516,0
6.22,-2.56647,-0.404138,0,2.56647,0.404138,0
6.23,-2.56429,-0.417749,0,2.56429,0.417749,0
6.24,-2.56204,-0.431348,0,2.56204,0.431348,0
6.25,-2.55971,-0.444936,0,2.55971,0.444936,0
6.26,-2.55732,-0.45851,0,2.55732,0.45851,0
6.27,-2.55485,-0.472072,0,2.55485,0.472072,0
6.28,-2.55231,-0.48562,0,2.55231,0.48562,0
6.29,-2.5497,-0.499155,0,2.5497,0.499155,0
6.3,-2.54701,-0.512676,0,2.54701,0.512676,0
6.31,-2.54426,-0.526182,0,2.54426,0.526182,0
6.32,-2.54143,-0.539673,0,2.54143,0.539673,0
6.33,-2.53853,-0.553149,0,2.53853,0.553149,0
6.34,-2.53556,-0.56661,0,2.53556,0.56661,0
6.35,-2.53252,-0.580055,0,2.53252,0.580055,0
6.36,-2.52941,-0.593483,0,2.52941,0.593483,0
6.37,-2.52623,-0.606895,0,2.52623,0.606895,0
6.38,-2.52297,-0.62029,0,2.52297,0.62029,0
6.39,-2.51965,-0.633667,0,2.51965,0.633667,0
6.4,-2.51625,-0.647026,0,2.51625,0.647026,0
6.41,-2.51279,-0.660367,0,2.51279,0.660367,0
6.42,-2.50925,-0.67369,0,2.50925,0.67369,0
6.43,-2.50564,-0.686994,0,2.50564,0.686994,0
6.44,-2.50196,-0.700278,0,2.50196,0.700278,0
6.45,-2.49821,-0.713542,0,2.49821,0.713542,0
6.46,-2.49439,-0.726787,0,2.49439,0.726787,0
6.47,-2.4905,-0.740011,0,2.4905,0.740011,0
6.48,-2.48654,-0.753214,0,2.48654,0.753214,0
6.49,-2.48251,-0.766396,0,2.48251,0.766396,0
6.5,-2.47841,-0.779557,0,2.47841,0.779557,0
6.51,-2.47425,-0.792695,0,2.47425,0.792695,0
6.52,-2.47001,-0.805811,0,2.47001,0.805811,0
6.53,-2.4657,-0.818905,0,2.4657,0.818905,0
6.54,-2.46132,-0.831975,0,2.46132,0.831975,0
6.55,-2.45687,-0.845023,0,2.45687,0.845023,0
6.56,-2.45236,-0.858046,0,2.45236,0.858046,0
6.57,-2.44777,-0.871045,0,2.44777,0.871045,0
6.58,-2.44312,-0.88402,0,2.44312,0.88402,0
6.59,-2.43839,-0.89697,0,2.43839,0.89697,0
6.6,-2.4336,-0.909894,0,2.4336,0.909894,0
6.61,-2.42874,-0.922793,0,2.42874,0.922793,0
6.62,-2.42382,-0.935666,0,2.42382,0.935666,0
6.63,-2.41882,-0.948513,0,2.41882,0.948513,0
6.64,-2.41375,-0.961333,0,2.41375,0.961333,0
6.65,-2.40862,-0.974126,0,2.40862,0.974126,0
6.66,-2.40342,-0.986891,0,2.40342,0.986891,0
6.67,-2.39815,-0.999629,0,2.39815,0.999629,0
6.68,-2.39282,-1.01234,0,2.39282,1.01234,0
6.69,-2.38742,-1.02502,0,2.38742,1.02502,0
6.7,-2.38195,-1.03767,0,2.38195,1.03767,0
6.71,-2.37641,-1.0503,0,2.37641,1.0503,0
6.72,-2.37081,-1.06289,0,2.37081,1.06289,0
6.73,-2.36514,-1.07545,0,2.36514,1.07545,0
6.74,-2.3594,-1.08799,0,2.3594,1.08799,0
6.75,-2.3536,-1.10049,0,2.3536,1.10049,0
6.76,-2.34773,-1.11296,0,2.34773,1.11296,0
6.77,-2.34179,-1.1254,0,2.34179,1.1254,0
6.78,-2.33579,-1.13781,0,2.33579,1.13781,0
6.79,-2.32972,-1.15019,0,2.32972,1.15019,0
6.8,-2.32359,-1.16253,0,2.32359,1.16253,0
6.81,-2.31739,-1.17484,0,2.31739,1.17484,0
6.82,-2.31113,-1.18712,0,2.31113,1.18712,0
6.83,-2.3048,-1.19937,0,2.3048,1.19937,0
6.84,-2.29841,-1.21158,0,2.29841,1.21158,0
6.85,-2.29195,-1.22376,0,2.29195,1.22376,0
6.86,-2.28543,-1.2359,0,2.28543,1.2359,0
6.87,-2.27884,-1.24801,0,2.27884,1.24801,0
6.88,-2.27219,-1.26008,0,2.27219,1.26008,0
6.89,-2.26547,-1.27212,0,2.26547,1.27212,0
6.9,-2.2587,-1.28412,0,2.2587,1.28412,0
6.91,-2.25185,-1.29609,0,2.25185,1.29609,0
6.92,-2.24495,-1.30801,0,2.24495,1.30801,0
6.93,-2.23798,-1.31991,0,2.23798,1.31991,0
6.94,-2.23095,-1.33176,0,2.23095,1.33176,0
6.95,-2.22385,-1.34358,0,2.22385,1.34358,0
6.96,-2.2167,-1.35536,0,2.2167,1.35536,0
6.97,-2.20948,-1.3671,0,2.20948,1.3671,0
6.98,-2.2022,-1.37881,0,2.2022,1.37881,0
6.99,-2.19485,-1.39047,0,2.19485,1.39047,0
7,-2.18745,-1.4021,0,2.18745,1.4021,0
7.01,-2.17998,-1.41368,0,2.17998,1.41368,0
7.02,-2.17245,-1.42523,0,2.17245,1.42523,0
7.03,-2.16487,-1.43674,0,2.16487,1.43674,0
7.04,-2.15722,-1.4482,0,2.15722,1.4482,0
7.05,-2.1495,-1.45963,0,2.1495,1.45963,0
7.06,-2.14173,-1.47101,0,2.14173,1.47101,0
7.07,-2.1339,-1.48235,0,2.1339,1.48235,0
7.08,-2.12601,-1.49365,0,2.12601,1.49365,0
7.09,-2.11806,-1.50491,0,2.11806,1.50491,0
7.1,-2.11005,-1.51613,0,2.11005,1.51613,0
7.11,-2.10198,-1.5273,0,2.10198,1.5273,0
7.12,-2.09385,-1.53843,0,2.09385,1.53843,0
7.13,-2.08566,-1.54952,0,2.08566,1.54952,0
7.14,-2.07741,-1.56057,0,2.07741,1.56057,0
7.15,-2.06911,-1.57157,0,2.06911,1.57157,0
7.16,-2.06075,-1.58252,0,2.06075,1.58252,0
7.17,-2.05232,-1.59343,0,2.05232,1.59343,0
7.18,-2.04384,-1.6043,0,2.04384,1.6043,0
7.19,-2.03531,-1.61512,0,2.03531,1.61512,0
7.2,-2.02671,-1.6259,0,2.02671,1.6259,0
7.21,-2.01806,-1.63663,0,2.01806,1.63663,0
7.22,-2.00936,-1.64731,0,2.00936,1.64731,0
7.23,-2.00059,-1.65795,0,2.00059,1.65795,0
7.24,-1.99177,-1.66854,0,1.99177,1.66854,0
7.25,-1.98289,-1.67909,0,1.98289,1.67909,0
7.26,-1.97396,-1.68958,0,1.97396,1.68958,0
7.27,-1.96497,-1.70003,0,1.96497,1.70003,0
7.28,-1.95593,-1.71043,0,1.95593,1.71043,0
7.29,-1.94683,-1.72079,0,1.94683,1.72079,0
7.3,-1.93768,-1.73109,0,1.93768,1.73109,0
7.31,-1.92847,-1.74135,0,1.92847,1.74135,0
7.32,-1.91921,-1.75156,0,1.91921,1.75156,0
7.33,-1.90989,-1.76172,0,1.90989,1.76172,0
7.34,-1.90052,-1.77182,0,1.90052,1.77182,0
7.35,-1.8911,-1.78188,0,1.8911,1.78188,0
7.36,-1.88163,-1.79189,0,1.88163,1.79189,0
7.37,-1.8721,-1.80185,0,1.8721,1.80185,0
7.38,-1.86251,-1.81176,0,1.86251,1.81176,0
7.39,-1.85288,-1.82161,0,1.85288,1.82161,0
7.4,-1.84319,-1.83142,0,1.84319,1.83142,0
7.41,-1.83346,-1.84117,0,1.83346,1.84117,0
7.42,-1.82367,-1.85088,0,1.82367,1.85088,0
7.43,-1.81383,-1.86053,0,1.81383,1.86053,0
7.44,-1.80393,-1.87012,0,1.80393,1.87012,0
7.45,-1.79399,-1.87967,0,1.79399,1.87967,0
7.46,-1.784,-1.88916,0,1.784,1.88916,0
7.47,-1.77395,-1.8986,0,1.77395,1.8986,0
7.48,-1.76386,-1.90799,0,1.76386,1.90799,0
7.49,-1.75372,-1.91732,0,1.75372,1.91732,0
7.5,-1.74353,-1.9266,0,1.74353,1.9266,0
7.51,-1.73328,-1.93582,0,1.73328,1.93582,0
7.52,-1.72299,-1.94499,0,1.72299,1.94499,0
7.53,-1.71266,-1.9541,0,1.71266,1.9541,0
7.54,-1.70227,-1.96316,0,1.70227,1.96316,0
7.55,-1.69184,-1.97217,0,1.69184,1.97217,0
7.56,-1.68135,-1.98112,0,1.68135,1.98112,0
7.57,-1.67082,-1.99001,0,1.67082,1.99001,0
7.58,-1.66025,-1.99885,0,1.66025,1.99885,0
7.59,-1.64962,-2.00763,0,1.64962,2.00763,0
7.6,-1.63895,-2.01635,0,1.63895,2.01635,0
7.61,-1.62824,-2.02502,0,1.62824,2.02502,0
7.62,-1.61748,-2.03363,0,1.61748,2.03363,0
7.63,-1.60667,-2.04219,0,1.60667,2.04219,0
7.64,-1.59582,-2.05068,0,1.59582,2.05068,0
7.65,-1.58492,-2.05912,0,1.58492,2.05912,0
7.66,-1.57398,-2.0675,0,1.57398,2.0675,0
7.67,-1.56299,-2.07583,0,1.56299,2.07583,0
7.68,-1.55196,-2.08409,0,1.55196,2.08409,0
7.69,-1.54089,-2.0923,0,1.54089,2.0923,0
7.7,-1.52977,-2.10044,0,1.52977,2.10044,0
7.71,-1.51861,-2.10853,0,1.51861,2.10853,0
7.72,-1.50741,-2.11656,0,1.50741,2.11656,0
7.73,-1.49617,-2.12453,0,1.49617,2.12453,0
7.74,-1.48488,-2.13244,0,1.48488,2.13244,0
7.75,-1.47355,-2.14029,0,1.47355,2.14029,0
7.76,-1.46218,-2.14807,0,1.46218,2.14807,0
7.77,-1.45077,-2.1558,0,1.45077,2.1558,0
7.78,-1.43932,-2.16347,0,1.43932,2.16347,0
7.79,-1.42782,-2.17108,0,1.42782,2.17108,0
7.8,-1.41629,-2.17862,0,1.41629,2.17862,0
7.81,-1.40472,-2.18611,0,1.40472,2.18611,0
7.82,-1.39311,-2.19353,0,1.39311,2.19353,0
7.83,-1.38146,-2.20089,0,1.38146,2.20089,0
7.84,-1.36977,-2.20819,0,1.36977,2.20819,0
7.85,-1.35804,-2.21543,0,1.35804,2.21543,0
7.86,-1.34627,-2.22261,0,1.34627,2.22261,0
7.87,-1.33447,-2.22972,0,1.33447,2.22972,0
7.88,-1.32262,-2.23677,0,1.32262,2.23677,0
7.89,-1.31074,-2.24376,0,1.31074,2.24376,0
7.9,-1.29883,-2.25068,0,1.29883,2.25068,0
7.91,-1.28687,-2.25754,0,1.28687,2.25754,0
7.92,-1.27489,-2.26434,0,1.27489,2.26434,0
7.93,-1.26286,-2.27107,0,1.26286,2.27107,0
7.94,-1.2508,-2.27774,0,1.2508,2.27774,0
7.95,-1.2387,-2.28435,0,1.2387,2.28435,0
7.96,-1.22657,-2.29089,0,1.22657,2.29089,0
7.97,-1.21441,-2.29736,0,1.21441,2.29736,0
7.98,-1.20221,-2.30378,0,1.20221,2.30378,0
7.99,-1.18998,-2.31012,0,1.18998,2.31012,0
8,-1.17771,-2.31641,0,1.17771,2.31641,0
8.01,-1.16541,-2.32262,0,1.16541,2.32262,0
8.02,-1.15308,-2.32878,0,1.15308,2.32878,0
8.03,-1.14071,-2.33486,0,1.14071,2.33486,0
8.04,-1.12832,-2.34088,0,1.12832,2.34088,0
8.05,-1.11589,-2.34684,0,1.11589,2.34684,0
8.06,-1.10343,-2.35273,0,1.10343,2.35273,0
8.07,-1.09094,-2.35855,0,1.09094,2.35855,0
8.08,-1.07842,-2.36431,0,1.07842,2.36431,0
8.09,-1.06586,-2.37,0,1.06586,2.37,0
8.1,-1.05328,-2.37562,0,1.05328,2.37562,0
8.11,-1.04067,-2.38118,0,1.04067,2.38118,0
8.12,-1.02803,-2.38667,0,1.02803,2.38667,0
8.13,-1.01536,-2.39209,0,1.01536,2.39209,0
8.14,-1.00266,-2.39745,0,1.00266,2.39745,0
8.15,-0.989936,-2.40273,0,0.989936,2.40273,0
8.16,-0.977182,-2.40795,0,0.977182,2.40795,0
8.17,-0.9644,-2.41311,0,0.9644,2.41311,0
8.18,-0.951591,-2.41819,0,0.951591,2.41819,0
8.19,-0.938756,-2.42321,0,0.938756,2.42321,0
8.2,-0.925894,-2.42816,0,0.925894,2.42816,0
8.21,-0.913006,-2.43304,0,0.913006,2.43304,0
8.22,-0.900092,-2.43785,0,0.900092,2.43785,0
8.23,-0.887153,-2.44259,0,0.887153,2.44259,0
8.24,-0.874189,-2.44727,0,0.874189,2.44727,0
8.25,-0.861201,-2.45187,0,0.861201,2.45187,0
8.26,-0.848188,-2.45641,0,0.848188,2.45641,0
8.27,-0.835151,-2.46088,0,0.835151,2.46088,0
8.28,-0.822091,-2.46528,0,0.822091,2.46528,0
8.29,-0.809008,-2.46961,0,0.809008,2.46961,0
8.3,-0.795902,-2.47387,0,0.795902,2.47387,0
8.31,-0.782774,-2.47806,0,0.782774,2.47806,0
8.32,-0.769623,-2.48218,0,0.769623,2.48218,0
8.33,-0.756451,-2.48623,0,0.756451,2.48623,0
8.34,-0.743258,-2.49021,0,0.743258,2.49021,0
8.35,-0.730044,-2.49412,0,0.730044,2.49412,0
8.36,-0.716809,-2.49796,0,0.716809,2.49796,0
8.37,-0.703554,-2.50173,0,0.703554,2.50173,0
8.38,-0.69028,-2.50543,0,0.69028,2.50543,0
8.39,-0.676986,-2.50906,0,0.676986,2.50906,0
8.4,-0.663673,-2.51262,0,0.663673,2.51262,0
8.41,-0.650341,-2.51611,0,0.650341,2.51611,0
8.42,-0.636991,-2.51953,0,0.636991,2.51953,0
8.43,-0.623623,-2.52288,0,0.623623,2.52288,0
8.44,-0.610237,-2.52615,0,0.610237,2.52615,0
8.45,-0.596835,-2.52936,0,0.596835,2.52936,0
8.46,-0.583415,-2.53249,0,0.583415,2.53249,0
8.47,-0.56998,-2.53555,0,0.56998,2.53555,0
8.48,-0.556528,-2.53855,0,0.556528,2.53855,0
