#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-2.544233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.348632, 0.000000) AU/year

#Object 2 Info:
#Object: Mercury
#   Mass: 0.000000 Solar masses
#   Position: (-2.157233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 8.701368, 0.000000) AU/year

#Object 3 Info:
#Object: Venus
#   Mass: 0.000002 Solar masses
#   Position: (-1.821232, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.031370, 0.000000) AU/year

#Object 4 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (-1.544231, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 4.934388, 0.000000) AU/year

#Object 5 Info:
#Object: Mars
#   Mass: 0.000000 Solar masses
#   Position: (-1.020228, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 3.731407, 0.000000) AU/year

#Object 6 Info:
#Object: Jupiter
#   Mass: 0.955000 Solar masses
#   Position: (2.658773, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.411408, 0.000000) AU/year

#Object 7 Info:
#Object: Saturn
#   Mass: 0.000286 Solar masses
#   Position: (9.534384, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.039640, 0.000000) AU/year

#Object 8 Info:
#Object: Uranus
#   Mass: 0.000044 Solar masses
#   Position: (19.189779, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.429938, 0.000000) AU/year

#Object 9 Info:
#Object: Neptune
#   Mass: 0.000051 Solar masses
#   Position: (30.069208, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.139970, 0.000000) AU/year

#Object 10 Info:
#Object: Pluto
#   Mass: 0.000000 Solar masses
#   Position: (39.480000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 0.990000, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 30.000000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z
0,-2.54423,0,0,-2.15723,0,0,-1.82123,0,0,-1.54423,0,0,-1.02023,0,0,2.65877,0,0,9.53438,0,0,19.1898,0,0,30.0692,0,0,39.48,0,0
0.01,-2.54416,-0.0134862,0,-2.1704,0.0858718,0,-1.82492,0.0601849,0,-1.5461,0.0493022,0,-1.02094,0.0373043,0,2.6587,0.014114,0,9.53433,0.0203964,0,19.1898,0.0142994,0,30.0692,0.0113997,0,39.48,0.0099,0
0.02,-2.54395,-0.0269716,0,-2.20892,0.16496,0,-1.83593,0.119598,0,-1.55169,0.0983549,0,-1.02307,0.0745503,0,2.65848,0.0282271,0,9.53417,0.0407926,0,19.1897,0.0285987,0,30.0692,0.0227994,0,39.48,0.0198,0
0.03,-2.54361,-0.0404556,0,-2.27026,0.230881,0,-1.85415,0.177477,0,-1.56099,0.146909,0,-1.02662,0.11168,0,2.65812,0.0423388,0,9.5339,0.0611885,0,19.1897,0.0428981,0,30.0692,0.0341991,0,39.48,0.0297,0
0.04,-2.54312,-0.0539374,0,-2.35032,0.278047,0,-1.87938,0.233075,0,-1.57395,0.19472,0,-1.03158,0.148634,0,2.65761,0.0564481,0,9.53353,0.081584,0,19.1896,0.0571974,0,30.0691,0.0455988,0,39.48,0.0396,0
0.05,-2.54249,-0.0674161,0,-2.44369,0.302044,0,-1.91136,0.285669,0,-1.59052,0.241543,0,-1.03794,0.185356,0,2.65695,0.0705543,0,9.53305,0.101979,0,19.1895,0.0714967,0,30.0691,0.0569984,0,39.4799,0.0495,0
0.06,-2.54172,-0.0808912,0,-2.54389,0.299958,0,-1.94975,0.334569,0,-1.61064,0.287142,0,-1.04571,0.221789,0,2.65615,0.0846566,0,9.53246,0.122373,0,19.1894,0.0857959,0,30.0691,0.0683981,0,39.4799,0.0594,0
0.07,-2.54082,-0.0943618,0,-2.6438,0.27065,0,-1.99414,0.379123,0,-1.6342,0.331282,0,-1.05486,0.257875,0,2.6552,0.0987543,0,9.53177,0.142766,0,19.1892,0.100095,0,30.069,0.0797978,0,39.4799,0.0692999,0
0.08,-2.53977,-0.107827,0,-2.73611,0.214922,0,-2.04406,0.418726,0,-1.66113,0.37374,0,-1.06538,0.29356,0,2.65411,0.112847,0,9.53097,0.163158,0,19.1891,0.114394,0,30.0689,0.0911974,0,39.4798,0.0791999,0
0.09,-2.53859,-0.121287,0,-2.81393,0.135559,0,-2.09898,0.452821,0,-1.6913,0.414295,0,-1.07727,0.328786,0,2.65287,0.126933,0,9.53006,0.183549,0,19.1889,0.128693,0,30.0689,0.102597,0,39.4798,0.0890999,0
0.1,-2.53727,-0.134739,0,-2.87125,0.0372017,0,-2.15833,0.48091,0,-1.7246,0.452737,0,-1.09049,0.363502,0,2.65148,0.141012,0,9.52904,0.203939,0,19.1887,0.142992,0,30.0688,0.113997,0,39.4797,0.0989998,0
0.11,-2.5358,-0.148185,0,-2.90358,-0.0739588,0,-2.22148,0.502555,0,-1.76088,0.488866,0,-1.10505,0.397652,0,2.64995,0.155083,0,9.52792,0.224327,0,19.1884,0.157291,0,30.0687,0.125396,0,39.4797,0.1089,0
0.12,-2.5342,-0.161622,0,-2.90829,-0.190663,0,-2.28775,0.517382,0,-1.8,0.522489,0,-1.12091,0.431185,0,2.64827,0.169146,0,9.52669,0.244714,0,19.1882,0.171589,0,30.0686,0.136796,0,39.4796,0.1188,0
0.13,-2.53246,-0.17505,0,-2.88492,-0.305188,0,-2.35646,0.525085,0,-1.8418,0.553424,0,-1.13806,0.46405,0,2.64645,0.183199,0,9.52536,0.265099,0,19.1879,0.185888,0,30.0685,0.148195,0,39.4796,0.1287,0
0.14,-2.53057,-0.188469,0,-2.8352,-0.410017,0,-2.42686,0.525432,0,-1.88612,0.581501,0,-1.15647,0.496196,0,2.64448,0.197243,0,9.52392,0.285481,0,19.1876,0.200186,0,30.0684,0.159595,0,39.4795,0.1386,0
0.15,-2.52855,-0.201877,0,-2.76285,-0.498466,0,-2.49821,0.518263,0,-1.93276,0.60656,0,-1.17612,0.527575,0,2.64236,0.211275,0,9.52237,0.305862,0,19.1873,0.214485,0,30.0682,0.170994,0,39.4794,0.148499,0
0.16,-2.52639,-0.215274,0,-2.67325,-0.565214,0,-2.56973,0.503492,0,-1.98154,0.628452,0,-1.19699,0.558139,0,2.6401,0.225296,0,9.52071,0.326241,0,19.1869,0.228783,0,30.0681,0.182394,0,39.4794,0.158399,0
0.17,-2.52409,-0.228659,0,-2.57291,-0.606668,0,-2.64066,0.481115,0,-2.03228,0.647041,0,-1.21905,0.587842,0,2.63769,0.239304,0,9.51895,0.346617,0,19.1866,0.243081,0,30.0679,0.193793,0,39.4793,0.168299,0
0.18,-2.52165,-0.242031,0,-2.46895,-0.621149,0,-2.71022,0.451201,0,-2.08476,0.662203,0,-1.24227,0.616638,0,2.63514,0.253299,0,9.51708,0.36699,0,19.1862,0.257378,0,30.0678,0.205192,0,39.4792,0.178199,0
0.19,-2.51907,-0.25539,0,-2.36857,-0.608916,0,-2.77763,0.413901,0,-2.13878,0.673826,0,-1.26662,0.644485,0,2.63243,0.26728,0,9.51511,0.387361,0,19.1858,0.271676,0,30.0676,0.216592,0,39.4791,0.188099,0
0.2,-2.51635,-0.268734,0,-2.27852,-0.572053,0,-2.84216,0.369445,0,-2.19411,0.68181,0,-1.29208,0.671339,0,2.62959,0.281246,0,9.51303,0.407729,0,19.1853,0.285973,0,30.0675,0.227991,0,39.479,0.197999,0
0.21,-2.51349,-0.282064,0,-2.20471,-0.514253,0,-2.90306,0.318139,0,-2.25055,0.68607,0,-1.31861,0.697161,0,2.62659,0.295197,0,9.51084,0.428094,0,19.1849,0.30027,0,30.0673,0.23939,0,39.4789,0.207899,0
0.22,-2.51049,-0.295378,0,-2.15189,-0.44053,0,-2.95964,0.260364,0,-2.30785,0.686531,0,-1.34618,0.721909,0,2.62345,0.309131,0,9.50854,0.448456,0,19.1844,0.314567,0,30.0671,0.250789,0,39.4788,0.217798,0
0.23,-2.50735,-0.308675,0,-2.12336,-0.356885,0,-3.01124,0.196577,0,-2.3658,0.683134,0,-1.37475,0.745547,0,2.62016,0.323048,0,9.50614,0.468815,0,19.1839,0.328864,0,30.0669,0.262188,0,39.4787,0.227698,0
0.24,-2.50407,-0.321955,0,-2.12083,-0.269932,0,-3.05725,0.127303,0,-2.42415,0.675833,0,-1.40431,0.768036,0,2.61673,0.336946,0,9.50363,0.48917,0,19.1834,0.34316,0,30.0667,0.273587,0,39.4786,0.237598,0
0.25,-2.50064,-0.335217,0,-2.14428,-0.186509,0,-3.09711,0.0531325,0,-2.48266,0.664594,0,-1.4348,0.789342,0,2.61315,0.350826,0,9.50102,0.509522,0,19.1829,0.357456,0,30.0665,0.284986,0,39.4784,0.247498,0
0.26,-2.49708,-0.34846,0,-2.192,-0.113263,0,-3.13032,-0.025284,0,-2.54111,0.649399,0,-1.4662,0.809429,0,2.60942,0.364686,0,9.49829,0.52987,0,19.1823,0.371752,0,30.0663,0.296385,0,39.4783,0.257397,0
0.27,-2.49338,-0.361684,0,-2.26063,-0.0562446,0,-3.15645,-0.107244,0,-2.59924,0.630243,0,-1.49847,0.828266,0,2.60554,0.378525,0,9.49547,0.550213,0,19.1817,0.386048,0,30.066,0.307784,0,39.4782,0.267297,0
0.28,-2.48954,-0.374887,0,-2.34533,-0.0205053,0,-3.17517,-0.191998,0,-2.6568,0.607135,0,-1.53157,0.845819,0,2.60152,0.392343,0,9.49253,0.570553,0,19.1811,0.400343,0,30.0658,0.319183,0,39.478,0.277197,0
0.29,-2.48556,-0.388069,0,-2.44004,-0.00973345,0,-3.1862,-0.278761,0,-2.71357,0.5801,0,-1.56546,0.862059,0,2.59735,0.406139,0,9.48949,0.590889,0,19.1805,0.414638,0,30.0655,0.330582,0,39.4779,0.287096,0
0.3,-2.48143,-0.401228,0,-2.53786,-0.0259422,0,-3.18937,-0.366721,0,-2.76929,0.549177,0,-1.60012,0.876956,0,2.59304,0.419912,0,9.48634,0.61122,0,19.1798,0.428932,0,30.0653,0.34198,0,39.4777,0.296996,0
0.31,-2.47717,-0.414365,0,-2.63145,-0.0692451,0,-3.18458,-0.45505,0,-2.82371,0.514419,0,-1.63549,0.890481,0,2.58857,0.433661,0,9.48309,0.631547,0,19.1791,0.443227,0,30.065,0.353379,0,39.4776,0.306895,0
0.32,-2.47276,-0.427479,0,-2.71364,-0.137754,0,-3.17182,-0.542909,0,-2.8766,0.475895,0,-1.67154,0.902608,0,2.58396,0.447386,0,9.47973,0.651869,0,19.1784,0.457521,0,30.0647,0.364778,0,39.4774,0.316795,0
0.33,-2.46821,-0.440568,0,-2.77791,-0.227632,0,-3.1512,-0.629469,0,-2.92772,0.433689,0,-1.70823,0.913311,0,2.5792,0.461084,0,9.47626,0.672187,0,19.1777,0.471814,0,30.0645,0.376176,0,39.4773,0.326694,0
0.34,-2.46353,-0.453632,0,-2.81903,-0.333329,0,-3.12289,-0.713913,0,-2.97684,0.387902,0,-1.74553,0.922564,0,2.57429,0.474757,0,9.47268,0.692499,0,19.177,0.486108,0,30.0642,0.387574,0,39.4771,0.336594,0
0.35,-2.4587,-0.466669,0,-2.83347,-0.447991,0,-3.08717,-0.795449,0,-3.02371,0.338648,0,-1.78338,0.930344,0,2.56924,0.488402,0,9.469,0.712807,0,19.1762,0.500401,0,30.0639,0.398973,0,39.4769,0.346493,0
0.36,-2.45373,-0.47968,0,-2.81978,-0.564028,0,-3.04438,-0.873323,0,-3.06812,0.286058,0,-1.82175,0.936628,0,2.56403,0.502019,0,9.46522,0.733109,0,19.1754,0.514693,0,30.0635,0.410371,0,39.4767,0.356393,0
0.37,-2.44862,-0.492663,0,-2.77871,-0.673758,0,-2.99497,-0.946824,0,-3.10985,0.230278,0,-1.86059,0.941394,0,2.55868,0.515607,0,9.46132,0.753405,0,19.1746,0.528985,0,30.0632,0.421769,0,39.4766,0.366292,0
0.38,-2.44336,-0.505618,0,-2.7131,-0.770066,0,-2.93943,-1.0153,0,-3.14869,0.171469,0,-1.89987,0.944621,0,2.55318,0.529165,0,9.45732,0.773696,0,19.1738,0.543277,0,30.0629,0.433167,0,39.4764,0.376191,0
0.39,-2.43797,-0.518543,0,-2.62761,-0.846975,0,-2.87833,-1.07814,0,-3.18443,0.109807,0,-1.93954,0.946289,0,2.54753,0.542692,0,9.45322,0.793981,0,19.1729,0.557568,0,30.0626,0.444565,0,39.4762,0.386091,0
0.4,-2.43243,-0.531438,0,-2.52827,-0.900081,0,-2.81231,-1.13484,0,-3.21689,0.0454833,0,-1.97955,0.946379,0,2.54174,0.556188,0,9.44901,0.814261,0,19.1721,0.571859,0,30.0622,0.455963,0,39.476,0.39599,0
0.41,-2.42675,-0.544302,0,-2.42195,-0.926814,0,-2.74203,-1.18493,0,-3.24588,-0.0212973,0,-2.01987,0.944874,0,2.53579,0.569651,0,9.44469,0.834534,0,19.1712,0.586149,0,30.0619,0.467361,0,39.4758,0.405889,0
0.42,-2.42093,-0.557134,0,-2.31584,-0.926531,0,-2.66822,-1.22803,0,-3.27123,-0.0903159,0,-2.06044,0.941756,0,2.52969,0.583081,0,9.44026,0.854801,0,19.1702,0.600439,0,30.0615,0.478758,0,39.4756,0.415789,0
0.43,-2.41496,-0.569934,0,-2.21691,-0.900461,0,-2.59162,-1.26385,0,-3.2928,-0.161341,0,-2.10122,0.937009,0,2.52345,0.596476,0,9.43573,0.875062,0,19.1693,0.614729,0,30.0611,0.490156,0,39.4754,0.425688,0
0.44,-2.40886,-0.582699,0,-2.1315,-0.851536,0,-2.51301,-1.29216,0,-3.31044,-0.234129,0,-2.14217,0.930618,0,2.51706,0.609836,0,9.43109,0.895316,0,19.1683,0.629018,0,30.0608,0.501553,0,39.4751,0.435587,0
0.45,-2.40261,-0.595431,0,-2.06493,-0.784149,0,-2.43315,-1.31283,0,-3.32403,-0.308424,0,-2.18324,0.922569,0,2.51052,0.62316,0,9.42635,0.915564,0,19.1674,0.643306,0,30.0604,0.512951,0,39.4749,0.445486,0
0.46,-2.39622,-0.608126,0,-2.02125,-0.703842,0,-2.35285,-1.3258,0,-3.33347,-0.383964,0,-2.22437,0.912847,0,2.50382,0.636447,0,9.4215,0.935804,0,19.1664,0.657594,0,30.06,0.524348,0,39.4747,0.455385,0
0.47,-2.38968,-0.620786,0,-2.00294,-0.616967,0,-2.27288,-1.3311,0,-3.33867,-0.460473,0,-2.26553,0.901442,0,2.49698,0.649696,0,9.41654,0.956038,0,19.1653,0.671882,0,30.0596,0.535745,0,39.4745,0.465284,0
0.48,-2.383,-0.633408,0,-2.01085,-0.530306,0,-2.19401,-1.32882,0,-3.33956,-0.537673,0,-2.30666,0.888341,0,2.48999,0.662906,0,9.41148,0.976264,0,19.1643,0.686169,0,30.0592,0.547142,0,39.4742,0.475183,0
0.49,-2.37618,-0.645992,0,-2.04411,-0.450669,0,-2.117,-1.31915,0,-3.3361,-0.615276,0,-2.34771,0.873534,0,2.48285,0.676076,0,9.40631,0.996484,0,19.1632,0.700455,0,30.0587,0.558539,0,39.474,0.485082,0
0.5,-2.36922,-0.658537,0,-2.10013,-0.384475,0,-2.04259,-1.30234,0,-3.32826,-0.692994,0,-2.38863,0.857011,0,2.47556,0.689205,0,9.40104,1.0167,0,19.1621,0.714741,0,30.0583,0.569936,0,39.4737,0.494981,0
0.51,-2.36211,-0.671043,0,-2.17473,-0.337338,0,-1.97146,-1.27871,0,-3.31603,-0.770533,0,-2.42937,0.838765,0,2.46812,0.702293,0,9.39566,1.0369,0,19.161,0.729026,0,30.0579,0.581333,0,39.4735,0.504879,0
0.52,-2.35486,-0.683507,0,-2.26237,-0.313667,0,-1.90427,-1.24866,0,-3.29942,-0.8476,0,-2.46988,0.818787,0,2.46052,0.715337,0,9.39017,1.0571,0,19.1598,0.743311,0,30.0574,0.592729,0,39.4732,0.514778,0
0.53,-2.34746,-0.695929,0,-2.35643,-0.316314,0,-1.84164,-1.21262,0,-3.27849,-0.923905,0,-2.5101,0.797072,0,2.45278,0.728338,0,9.38458,1.07728,0,19.1587,0.757595,0,30.0569,0.604126,0,39.473,0.524677,0
0.54,-2.33992,-0.708309,0,-2.4497,-0.346299,0,-1.78415,-1.17113,0,-3.25328,-0.999159,0,-2.54998,0.773615,0,2.44489,0.741294,0,9.37888,1.09746,0,19.1575,0.771879,0,30.0565,0.615522,0,39.4727,0.534575,0
0.55,-2.33223,-0.720645,0,-2.53482,-0.402652,0,-1.73229,-1.12473,0,-3.22387,-1.07308,0,-2.58946,0.748412,0,2.43684,0.754204,0,9.37308,1.11764,0,19.1563,0.786162,0,30.056,0.626918,0,39.4724,0.544474,0
0.56,-2.3244,-0.732936,0,-2.60487,-0.482394,0,-1.68652,-1.07404,0,-3.19036,-1.14538,0,-2.62848,0.721462,0,2.42864,0.767067,0,9.36717,1.1378,0,19.1551,0.800444,0,30.0555,0.638314,0,39.4721,0.554373,0
0.57,-2.31643,-0.745182,0,-2.65397,-0.580698,0,-1.64724,-1.01972,0,-3.15289,-1.21581,0,-2.66699,0.692762,0,2.4203,0.779883,0,9.36116,1.15795,0,19.1538,0.814726,0,30.055,0.64971,0,39.4718,0.564271,0
0.58,-2.30831,-0.757381,0,-2.67777,-0.691232,0,-1.61477,-0.962453,0,-3.11157,-1.2841,0,-2.70493,0.662313,0,2.4118,0.792649,0,9.35504,1.1781,0,19.1526,0.829007,0,30.0545,0.661106,0,39.4716,0.57417,0
0.59,-2.30005,-0.769533,0,-2.67385,-0.806668,0,-1.58936,-0.902972,0,-3.06658,-1.35001,0,-2.74223,0.630119,0,2.40314,0.805366,0,9.34881,1.19824,0,19.1513,0.843287,0,30.054,0.672501,0,39.4713,0.584068,0
0.6,-2.29164,-0.781635,0,-2.64197,-0.919298,0,-1.57118,-0.842018,0,-3.01808,-1.41329,0,-2.77884,0.596182,0,2.39434,0.818032,0,9.34248,1.21837,0,19.1499,0.857567,0,30.0535,0.683897,0,39.471,0.593966,0
0.61,-2.28308,-0.793688,0,-2.58403,-1.02169,0,-1.56034,-0.780355,0,-2.96626,-1.47374,0,-2.81469,0.560508,0,2.38538,0.830646,0,9.33604,1.23848,0,19.1486,0.871846,0,30.053,0.695292,0,39.4707,0.603865,0
0.62,-2.27438,-0.805691,0,-2.50389,-1.10732,0,-1.55686,-0.718753,0,-2.91133,-1.53115,0,-2.84973,0.523105,0,2.37628,0.843206,0,9.32949,1.25859,0,19.1473,0.886124,0,30.0524,0.706687,0,39.4704,0.613763,0
0.63,-2.26554,-0.817641,0,-2.40698,-1.17103,0,-1.56069,-0.657982,0,-2.8535,-1.58533,0,-2.88387,0.483983,0,2.36701,0.855713,0,9.32285,1.27869,0,19.1459,0.900402,0,30.0519,0.718082,0,39.47,0.623661,0
0.64,-2.25654,-0.829539,0,-2.29982,-1.20938,0,-1.57169,-0.598805,0,-2.79301,-1.63611,0,-2.91707,0.443153,0,2.3576,0.868164,0,9.31609,1.29878,0,19.1445,0.914679,0,30.0513,0.729477,0,39.4697,0.633559,0
0.65,-2.2474,-0.841383,0,-2.18947,-1.22084,0,-1.58966,-0.541966,0,-2.73008,-1.68334,0,-2.94925,0.40063,0,2.34803,0.880559,0,9.30923,1.31886,0,19.143,0.928955,0,30.0508,0.740872,0,39.4694,0.643457,0
0.66,-2.23812,-0.853172,0,-2.08302,-1.20574,0,-1.6143,-0.488185,0,-2.66496,-1.72688,0,-2.98034,0.35643,0,2.33831,0.892896,0,9.30227,1.33893,0,19.1416,0.943231,0,30.0502,0.752266,0,39.4691,0.653355,0
0.67,-2.22868,-0.864905,0,-1.98715,-1.16622,0,-1.64526,-0.438151,0,-2.5979,-1.76661,0,-3.01027,0.310573,0,2.32843,0.905175,0,9.29519,1.35899,0,19.1401,0.957505,0,30.0496,0.763661,0,39.4687,0.663253,0
0.68,-2.2191,-0.876581,0,-1.90769,-1.10598,0,-1.68212,-0.392508,0,-2.52917,-1.80244,0,-3.03898,0.26308,0,2.3184,0.917393,0,9.28802,1.37904,0,19.1386,0.971779,0,30.049,0.775055,0,39.4684,0.673151,0
0.69,-2.20938,-0.888199,0,-1.84931,-1.03001,0,-1.72438,-0.351856,0,-2.45901,-1.83427,0,-3.06639,0.213977,0,2.30822,0.929551,0,9.28074,1.39908,0,19.1371,0.986053,0,30.0484,0.786449,0,39.4681,0.683049,0
0.7,-2.1995,-0.899757,0,-1.81531,-0.944301,0,-1.77151,-0.316741,0,-2.38769,-1.86206,0,-3.09243,0.163292,0,2.29788,0.941647,0,9.27335,1.41911,0,19.1356,1.00032,0,30.0478,0.797843,0,39.4677,0.692946,0
0.71,-2.18948,-0.911255,0,-1.80735,-0.855478,0,-1.82291,-0.287648,0,-2.31547,-1.88576,0,-3.11702,0.111056,0,2.28739,0.953679,0,9.26586,1.43912,0,19.134,1.0146,0,30.0472,0.809237,0,39.4674,0.702844,0
0.72,-2.17931,-0.922691,0,-1.82541,-0.770403,0,-1.87793,-0.265,0,-2.24263,-1.90533,0,-3.1401,0.0573061,0,2.27674,0.965647,0,9.25826,1.45913,0,19.1325,1.02887,0,30.0466,0.82063,0,39.467,0.712741,0
0.73,-2.16899,-0.934064,0,-1.86774,-0.695767,0,-1.9359,-0.249153,0,-2.1694,-1.92077,0,-3.16159,0.00207977,0,2.26594,0.977549,0,9.25056,1.47912,0,19.1309,1.04314,0,30.046,0.832024,0,39.4666,0.722639,0
0.74,-2.15852,-0.945374,0,-1.93087,-0.637659,0,-1.99612,-0.24039,0,-2.09607,-1.93208,0,-3.18141,-0.0545796,0,2.25498,0.989384,0,9.24275,1.49911,0,19.1292,1.05741,0,30.0453,0.843417,0,39.4663,0.732536,0
0.75,-2.14791,-0.956618,0,-2.00985,-0.601145,0,-2.05784,-0.238924,0,-2.02287,-1.93929,0,-3.1995,-0.112625,0,2.24387,1.00115,0,9.23484,1.51908,0,19.1276,1.07167,0,30.0447,0.85481,0,39.4659,0.742434,0
0.76,-2.13714,-0.967796,0,-2.09849,-0.589872,0,-2.12032,-0.244894,0,-1.95007,-1.94242,0,-3.21577,-0.172005,0,2.2326,1.01285,0,9.22682,1.53904,0,19.1259,1.08594,0,30.044,0.866203,0,39.4655,0.752331,0
0.77,-2.12623,-0.978906,0,-2.18974,-0.605751,0,-2.1828,-0.25836,0,-1.87791,-1.94153,0,-3.23015,-0.232664,0,2.22117,1.02447,0,9.2187,1.55898,0,19.1242,1.10021,0,30.0433,0.877595,0,39.4651,0.762228,0
0.78,-2.11517,-0.989947,0,-2.27622,-0.648734,0,-2.24452,-0.279311,0,-1.80662,-1.93669,0,-3.24258,-0.294541,0,2.20959,1.03603,0,9.21047,1.57892,0,19.1225,1.11447,0,30.0427,0.888988,0,39.4647,0.772125,0
0.79,-2.10395,-1.00092,0,-2.3507,-0.716736,0,-2.30471,-0.307656,0,-1.73645,-1.92797,0,-3.25297,-0.35757,0,2.19785,1.04751,0,9.20214,1.59884,0,19.1208,1.12874,0,30.042,0.90038,0,39.4643,0.782022,0
0.8,-2.09259,-1.01182,0,-2.40676,-0.805726,0,-2.36264,-0.343232,0,-1.66761,-1.91547,0,-3.26126,-0.421683,0,2.18596,1.05892,0,9.19371,1.61875,0,19.1191,1.143,0,30.0413,0.911772,0,39.4639,0.791919,0
0.81,-2.08108,-1.02265,0,-2.4393,-0.909996,0,-2.41756,-0.385799,0,-1.60034,-1.89929,0,-3.26738,-0.486802,0,2.1739,1.07025,0,9.18517,1.63865,0,19.1173,1.15726,0,30.0406,0.923164,0,39.4635,0.801816,0
0.82,-2.06941,-1.0334,0,-2.445,-1.0226,0,-2.46877,-0.435045,0,-1.53483,-1.87955,0,-3.27127,-0.552848,0,2.16169,1.0815,0,9.17652,1.65853,0,19.1155,1.17153,0,30.0399,0.934555,0,39.4631,0.811713,0
0.83,-2.0576,-1.04408,0,-2.42261,-1.13596,0,-2.51559,-0.490587,0,-1.4713,-1.85637,0,-3.27285,-0.619735,0,2.14932,1.09267,0,9.16777,1.6784,0,19.1137,1.18579,0,30.0392,0.945947,0,39.4627,0.82161,0
0.84,-2.04563,-1.05468,0,-2.37307,-1.24244,0,-2.55739,-0.551972,0,-1.40994,-1.82989,0,-3.27208,-0.687373,0,2.1368,1.10377,0,9.15892,1.69826,0,19.1118,1.20005,0,30.0384,0.957338,0,39.4623,0.831506,0
0.85,-2.03352,-1.0652,0,-2.29936,-1.33507,0,-2.59358,-0.618683,0,-1.35093,-1.80026,0,-3.26889,-0.755665,0,2.12411,1.11478,0,9.14996,1.71811,0,19.11,1.21431,0,30.0377,0.968729,0,39.4619,0.841403,0
0.86,-2.02125,-1.07564,0,-2.20621,-1.40804,0,-2.62361,-0.690139,0,-1.29445,-1.76764,0,-3.26322,-0.82451,0,2.11127,1.12571,0,9.14089,1.73794,0,19.1081,1.22856,0,30.037,0.98012,0,39.4615,0.851299,0
0.87,-2.00883,-1.08601,0,-2.09967,-1.45708,0,-2.647,-0.765703,0,-1.24067,-1.73219,0,-3.25504,-0.893804,0,2.09827,1.13655,0,9.13173,1.75775,0,19.1062,1.24282,0,30.0362,0.99151,0,39.461,0.861196,0
0.88,-1.99626,-1.09629,0,-1.98656,-1.47977,0,-2.66333,-0.844687,0,-1.18973,-1.69409,0,-3.2443,-0.963435,0,2.08511,1.14731,0,9.12245,1.77756,0,19.1043,1.25708,0,30.0354,1.0029,0,39.4606,0.871092,0
0.89,-1.98353,-1.10648,0,-1.874,-1.47556,0,-2.67227,-0.926357,0,-1.14179,-1.65353,0,-3.23096,-1.03329,0,2.07178,1.15798,0,9.11308,1.79735,0,19.1023,1.27133,0,30.0347,1.01429,0,39.4601,0.880988,0
0.9,-1.97065,-1.11659,0,-1.76888,-1.44572,0,-2.67354,-1.00994,0,-1.09698,-1.6107,0,-3.21498,-1.10325,0,2.0583,1.16856,0,9.1036,1.81712,0,19.1003,1.28558,0,30.0339,1.02568,0,39.4597,0.890884,0
0.91,-1.95762,-1.12662,0,-1.67745,-1.39319,0,-2.66697,-1.09464,0,-1.05542,-1.56579,0,-3.19636,-1.17319,0,2.04466,1.17905,0,9.09401,1.83688,0,19.0983,1.29984,0,30.0331,1.03707,0,39.4592,0.90078,0
0.92,-1.94444,-1.13656,0,-1.605,-1.32237,0,-2.65244,-1.17963,0,-1.01723,-1.51903,0,-3.17506,-1.24299,0,2.03086,1.18945,0,9.08432,1.85662,0,19.0963,1.31409,0,30.0323,1.04846,0,39.4588,0.910676,0
0.93,-1.93111,-1.1464,0,-1.55552,-1.23877,0,-2.62997,-1.26408,0,-0.982486,-1.47062,0,-3.15108,-1.31251,0,2.0169,1.19975,0,9.07453,1.87635,0,19.0943,1.32834,0,30.0315,1.05985,0,39.4583,0.920572,0
0.94,-1.91762,-1.15616,0,-1.53149,-1.14877,0,-2.59962,-1.34717,0,-0.951289,-1.42078,0,-3.12442,-1.38164,0,2.00278,1.20996,0,9.06464,1.89607,0,19.0922,1.34259,0,30.0307,1.07124,0,39.4578,0.930468,0
0.95,-1.90397,-1.16582,0,-1.53376,-1.05915,0,-2.56157,-1.42806,0,-0.923705,-1.36975,0,-3.09508,-1.45023,0,1.98849,1.22007,0,9.05464,1.91577,0,19.0902,1.35684,0,30.0299,1.08263,0,39.4574,0.940364,0
