#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-2.544233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.348632, 0.000000) AU/year

#Object 2 Info:
#Object: Mercury
#   Mass: 0.000000 Solar masses
#   Position: (-2.157233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 8.701368, 0.000000) AU/year

#Object 3 Info:
#Object: Venus
#   Mass: 0.000002 Solar masses
#   Position: (-1.821232, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.031370, 0.000000) AU/year

#Object 4 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (-1.544231, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 4.934388, 0.000000) AU/year

#Object 5 Info:
#Object: Mars
#   Mass: 0.000000 Solar masses
#   Position: (-1.020228, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 3.731407, 0.000000) AU/year

#Object 6 Info:
#Object: Jupiter
#   Mass: 0.955000 Solar masses
#   Position: (2.658773, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.411408, 0.000000) AU/year

#Object 7 Info:
#Object: Saturn
#   Mass: 0.000286 Solar masses
#   Position: (9.534384, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.039640, 0.000000) AU/year

#Object 8 Info:
#Object: Uranus
#   Mass: 0.000044 Solar masses
#   Position: (19.189779, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.429938, 0.000000) AU/year

#Object 9 Info:
#Object: Neptune
#   Mass: 0.000051 Solar masses
#   Position: (30.069208, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.139970, 0.000000) AU/year

#Object 10 Info:
#Object: Pluto
#   Mass: 0.000000 Solar masses
#   Position: (39.480000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 0.990000, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 30.000000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z
3.52,-1.57389,1.34591,0,-1.2013,1.26098,0,-2.18163,1.90486,0,-2.09293,1.37572,0,-114.003,-67.4324,0,1.64476,-1.4114,0,3.13749,5.48969,0,17.85,4.92748,0,29.5343,3.99087,0,39.1711,3.47638,0
3.53,-1.59088,1.33868,0,-1.21155,1.35538,0,-2.24412,1.86281,0,-2.17713,1.29539,0,-114.861,-67.9476,0,1.66256,-1.40383,0,3.10123,5.49238,0,17.8424,4.9408,0,29.5312,4.00207,0,39.1694,3.4862,0
3.54,-1.60771,1.33131,0,-1.24899,1.44841,0,-2.30212,1.81714,0,-2.2498,1.2158,0,-115.719,-68.4629,0,1.68019,-1.39611,0,3.06488,5.49492,0,17.8348,4.95412,0,29.5282,4.01327,0,39.1676,3.49603,0
3.55,-1.62438,1.32381,0,-1.31263,1.53268,0,-2.3555,1.76822,0,-2.3132,1.13776,0,-116.577,-68.9782,0,1.69766,-1.38826,0,3.02845,5.49732,0,17.8272,4.96743,0,29.5251,4.02447,0,39.1659,3.50585,0
3.56,-1.64089,1.31618,0,-1.3994,1.60119,0,-2.40416,1.71642,0,-2.36897,1.06165,0,-117.434,-69.4934,0,1.71496,-1.38027,0,2.99192,5.49958,0,17.8195,4.98073,0,29.5221,4.03567,0,39.1641,3.51568,0
3.57,-1.65724,1.30842,0,-1.50431,1.64798,0,-2.448,1.66207,0,-2.41833,0.987639,0,-118.292,-70.0087,0,1.73209,-1.37215,0,2.9553,5.50169,0,17.8119,4.99402,0,29.519,4.04686,0,39.1623,3.5255,0
3.58,-1.67344,1.30053,0,-1.62077,1.66869,0,-2.48692,1.60548,0,-2.46222,0.9158,0,-119.15,-70.5239,0,1.74906,-1.3639,0,2.91859,5.50366,0,17.8042,5.00731,0,29.5159,4.05806,0,39.1605,3.53532,0
3.59,-1.68947,1.29253,0,-1.74114,1.66102,0,-2.52083,1.54698,0,-2.50136,0.846129,0,-120.007,-71.0392,0,1.76587,-1.35551,0,2.8818,5.50549,0,17.7965,5.02059,0,29.5128,4.06925,0,39.1587,3.54514,0
3.6,-1.70535,1.2844,0,-1.85741,1.62499,0,-2.54963,1.48687,0,-2.53632,0.778599,0,-120.865,-71.5544,0,1.7825,-1.347,0,2.84492,5.50717,0,17.7887,5.03387,0,29.5098,4.08045,0,39.157,3.55496,0
3.61,-1.72107,1.27615,0,-1.96199,1.56295,0,-2.57322,1.42546,0,-2.56757,0.713166,0,-121.723,-72.0697,0,1.79898,-1.33837,0,2.80795,5.5087,0,17.781,5.04714,0,29.5066,4.09164,0,39.1552,3.56478,0
3.62,-1.73663,1.26779,0,-2.04833,1.47926,0,-2.59149,1.36306,0,-2.59549,0.649779,0,-122.58,-72.5849,0,1.81529,-1.32961,0,2.77089,5.51008,0,17.7732,5.0604,0,29.5035,4.10283,0,39.1534,3.5746,0
3.63,-1.75204,1.25931,0,-2.11151,1.37985,0,-2.60434,1.3,0,-2.6204,0.588387,0,-123.438,-73.1002,0,1.83143,-1.32074,0,2.73375,5.51132,0,17.7654,5.07366,0,29.5004,4.11402,0,39.1516,3.58442,0
3.64,-1.76729,1.25072,0,-2.14852,1.27161,0,-2.61165,1.23661,0,-2.64257,0.528935,0,-124.296,-73.6154,0,1.84741,-1.31174,0,2.69652,5.5124,0,17.7576,5.08691,0,29.4973,4.12521,0,39.1497,3.59424,0
3.65,-1.78238,1.24202,0,-2.15834,1.1618,0,-2.6133,1.17324,0,-2.66223,0.471374,0,-125.153,-74.1307,0,1.86323,-1.30263,0,2.65921,5.51334,0,17.7498,5.10015,0,29.4941,4.13639,0,39.1479,3.60406,0
3.66,-1.79732,1.23321,0,-2.14189,1.05748,0,-2.60916,1.11027,0,-2.67957,0.415656,0,-126.011,-74.6459,0,1.87888,-1.2934,0,2.62181,5.51412,0,17.7419,5.11339,0,29.491,4.14758,0,39.1461,3.61388,0
3.67,-1.8121,1.22429,0,-2.10179,0.96506,0,-2.59911,1.04811,0,-2.69476,0.361737,0,-126.869,-75.1612,0,1.89437,-1.28406,0,2.58433,5.51475,0,17.734,5.12662,0,29.4878,4.15876,0,39.1443,3.6237,0
3.68,-1.82672,1.21526,0,-2.04207,0.889969,0,-2.58301,0.987208,0,-2.70794,0.309577,0,-127.726,-75.6764,0,1.90969,-1.27462,0,2.54677,5.51522,0,17.7261,5.13984,0,29.4847,4.16995,0,39.1425,3.63351,0
3.69,-1.84119,1.20613,0,-1.96786,0.83642,0,-2.56071,0.928064,0,-2.71925,0.259137,0,-128.584,-76.1917,0,1.92485,-1.26506,0,2.50912,5.51555,0,17.7182,5.15305,0,29.4815,4.18113,0,39.1406,3.64333,0
3.7,-1.8555,1.1969,0,-1.8851,0.807231,0,-2.53209,0.871245,0,-2.7288,0.210383,0,-129.442,-76.7069,0,1.93985,-1.25539,0,2.4714,5.51571,0,17.7103,5.16626,0,29.4783,4.19231,0,39.1388,3.65315,0
3.71,-1.86966,1.18757,0,-1.80021,0.803723,0,-2.49702,0.817396,0,-2.73669,0.163285,0,-130.3,-77.2222,0,1.95469,-1.24563,0,2.43359,5.51572,0,17.7023,5.17946,0,29.4751,4.20349,0,39.1369,3.66296,0
3.72,-1.88366,1.17815,0,-1.71976,0.825647,0,-2.4554,0.767263,0,-2.74302,0.117816,0,-131.157,-77.7374,0,1.96936,-1.23575,0,2.3957,5.51558,0,17.6943,5.19266,0,29.4719,4.21466,0,39.1351,3.67278,0
3.73,-1.89751,1.16862,0,-1.65014,0.871156,0,-2.40717,0.721711,0,-2.74786,0.0739492,0,-132.015,-78.2527,0,1.98388,-1.22578,0,2.35773,5.51527,0,17.6863,5.20585,0,29.4687,4.22584,0,39.1332,3.68259,0
3.74,-1.9112,1.159,0,-1.5972,0.936838,0,-2.35233,0.681758,0,-2.75129,0.0316639,0,-132.873,-78.7679,0,1.99823,-1.21571,0,2.31968,5.51481,0,17.6783,5.21903,0,29.4655,4.23702,0,39.1314,3.69241,0
3.75,-1.92474,1.14928,0,-1.56585,1.01782,0,-2.29099,0.648602,0,-2.75337,-0.00905958,0,-133.73,-79.2832,0,2.01242,-1.20553,0,2.28155,5.51419,0,17.6702,5.2322,0,29.4623,4.24819,0,39.1295,3.70222,0
3.76,-1.93813,1.13948,0,-1.5597,1.10799,0,-2.22343,0.623659,0,-2.75418,-0.0482381,0,-134.588,-79.7984,0,2.02645,-1.19527,0,2.24335,5.5134,0,17.6622,5.24537,0,29.4591,4.25936,0,39.1277,3.71203,0
3.77,-1.95136,1.12958,0,-1.58066,1.20031,0,-2.15022,0.608588,0,-2.75375,-0.0858861,0,-135.446,-80.3137,0,2.04032,-1.1849,0,2.20507,5.51246,0,17.6541,5.25853,0,29.4558,4.27053,0,39.1258,3.72185,0
3.78,-1.96444,1.1196,0,-1.62868,1.28733,0,-2.07231,0.605307,0,-2.75214,-0.122016,0,-136.303,-80.8289,0,2.05402,-1.17445,0,2.16671,5.51135,0,17.6459,5.27168,0,29.4526,4.2817,0,39.1239,3.73166,0
3.79,-1.97737,1.10952,0,-1.70162,1.36172,0,-1.9913,0.615944,0,-2.74941,-0.156637,0,-137.161,-81.3442,0,2.06757,-1.1639,0,2.12828,5.51008,0,17.6378,5.28483,0,29.4493,4.29287,0,39.122,3.74147,0
3.8,-1.99014,1.09937,0,-1.79526,1.41692,0,-1.90965,0.642689,0,-2.74559,-0.189757,0,-138.019,-81.8594,0,2.08096,-1.15327,0,2.08977,5.50865,0,17.6296,5.29797,0,29.446,4.30404,0,39.1201,3.75128,0
3.81,-2.00277,1.08912,0,-1.90363,1.44779,0,-1.83101,0.687434,0,-2.74072,-0.221382,0,-138.876,-82.3747,0,2.09419,-1.14254,0,2.05118,5.50705,0,17.6215,5.3111,0,29.4428,4.3152,0,39.1182,3.76109,0
3.82,-2.01523,1.0788,0,-2.01945,1.4511,0,-1.76032,0.751114,0,-2.73484,-0.251515,0,-139.734,-82.8899,0,2.10726,-1.13173,0,2.01253,5.50528,0,17.6132,5.32422,0,29.4395,4.32637,0,39.1163,3.7709,0
3.83,-2.02755,1.06839,0,-2.13482,1.42584,0,-1.70351,0.832783,0,-2.72799,-0.280158,0,-140.592,-83.4052,0,2.12017,-1.12083,0,1.9738,5.50335,0,17.605,5.33734,0,29.4362,4.33753,0,39.1144,3.78071,0
3.84,-2.03972,1.0579,0,-2.24191,1.37335,0,-1.66641,0.928822,0,-2.7202,-0.307311,0,-141.449,-83.9204,0,2.13292,-1.10985,0,1.93499,5.50124,0,17.5968,5.35045,0,29.4329,4.34869,0,39.1125,3.79052,0
3.85,-2.05173,1.04734,0,-2.3337,1.29712,0,-1.65305,1.03303,0,-2.71149,-0.332971,0,-142.307,-84.4357,0,2.14551,-1.09879,0,1.89612,5.49897,0,17.5885,5.36355,0,29.4296,4.35985,0,39.1106,3.80033,0
3.86,-2.0636,1.03669,0,-2.40453,1.20237,0,-1.6643,1.13804,0,-2.70191,-0.357133,0,-143.165,-84.9509,0,2.15795,-1.08764,0,1.85717,5.49653,0,17.5802,5.37665,0,29.4262,4.37101,0,39.1087,3.81014,0
3.87,-2.07531,1.02597,0,-2.45052,1.09554,0,-1.69793,1.23722,0,-2.69147,-0.379791,0,-144.022,-85.4662,0,2.17022,-1.07642,0,1.81816,5.49392,0,17.5719,5.38974,0,29.4229,4.38217,0,39.1068,3.81995,0
3.88,-2.08687,1.01518,0,-2.46972,0.983713,0,-1.74982,1.326,0,-2.6802,-0.400936,0,-144.88,-85.9814,0,2.18234,-1.06512,0,1.77908,5.49114,0,17.5635,5.40282,0,29.4196,4.39333,0,39.1048,3.82975,0
3.89,-2.09828,1.00431,0,-2.46213,0.874017,0,-1.81537,1.40196,0,-2.66813,-0.420558,0,-145.738,-86.4966,0,2.19431,-1.05374,0,1.73992,5.48818,0,17.5552,5.41589,0,29.4162,4.40448,0,39.1029,3.83956,0
3.9,-2.10954,0.993375,0,-2.42951,0.773175,0,-1.89038,1.46432,0,-2.65528,-0.438643,0,-146.596,-87.0119,0,2.20611,-1.04229,0,1.7007,5.48506,0,17.5468,5.42896,0,29.4129,4.41563,0,39.101,3.84937,0
3.91,-2.12066,0.982366,0,-2.3752,0.687113,0,-1.97142,1.51333,0,-2.64168,-0.455177,0,-147.453,-87.5271,0,2.21776,-1.03076,0,1.66142,5.48175,0,17.5384,5.44202,0,29.4095,4.42679,0,39.099,3.85917,0
3.92,-2.13162,0.971288,0,-2.30378,0.62067,0,-2.05584,1.54976,0,-2.62735,-0.470143,0,-148.311,-88.0424,0,2.22925,-1.01916,0,1.62207,5.47827,0,17.53,5.45507,0,29.4061,4.43794,0,39.0971,3.86898,0
3.93,-2.14243,0.960141,0,-2.2208,0.577399,0,-2.14164,1.57462,0,-2.61231,-0.483519,0,-149.169,-88.5576,0,2.24059,-1.00749,0,1.58265,5.47462,0,17.5215,5.46811,0,29.4028,4.44909,0,39.0951,3.87878,0
3.94,-2.15309,0.948928,0,-2.13247,0.559411,0,-2.22733,1.58894,0,-2.59658,-0.495283,0,-150.026,-89.0729,0,2.25176,-0.995744,0,1.54317,5.47078,0,17.5131,5.48115,0,29.3994,4.46023,0,39.0932,3.88858,0
3.95,-2.16361,0.937649,0,-2.04536,0.567275,0,-2.31179,1.59375,0,-2.58018,-0.50541,0,-150.884,-89.5881,0,2.26279,-0.983934,0,1.50362,5.46677,0,17.5046,5.49418,0,29.396,4.47138,0,39.0912,3.89839,0
3.96,-2.17398,0.926306,0,-1.96601,0.599958,0,-2.39422,1.58998,0,-2.56314,-0.513872,0,-151.742,-90.1034,0,2.27366,-0.972055,0,1.46401,5.46258,0,17.4961,5.5072,0,29.3926,4.48253,0,39.0892,3.90819,0
3.97,-2.18419,0.914899,0,-1.90066,0.654809,0,-2.47399,1.57849,0,-2.54548,-0.520636,0,-152.599,-90.6186,0,2.28437,-0.960111,0,1.42434,5.45821,0,17.4875,5.52021,0,29.3891,4.49367,0,39.0872,3.91799,0
3.98,-2.19426,0.90343,0,-1.85479,0.72762,0,-2.55063,1.56003,0,-2.52722,-0.525667,0,-153.457,-91.1339,0,2.29493,-0.948101,0,1.38461,5.45366,0,17.479,5.53322,0,29.3857,4.50481,0,39.0853,3.9278,0
3.99,-2.20419,0.891901,0,-1.83273,0.812782,0,-2.62378,1.5353,0,-2.50838,-0.528927,0,-154.315,-91.6491,0,2.30533,-0.936028,0,1.34482,5.44893,0,17.4704,5.54621,0,29.3823,4.51595,0,39.0833,3.9376,0
4,-2.21396,0.880311,0,-1.83726,0.903573,0,-2.69316,1.5049,0,-2.48899,-0.530372,0,-155.172,-92.1644,0,2.31558,-0.923892,0,1.30497,5.44402,0,17.4618,5.5592,0,29.3788,4.52709,0,39.0813,3.9474,0
4.01,-2.22359,0.868663,0,-1.86929,0.992582,0,-2.75856,1.4694,0,-2.46908,-0.529954,0,-156.03,-92.6796,0,2.32567,-0.911694,0,1.26506,5.43892,0,17.4531,5.57219,0,29.3754,4.53823,0,39.0793,3.9572,0
4.02,-2.23307,0.856957,0,-1.92761,1.07227,0,-2.8198,1.4293,0,-2.44866,-0.527621,0,-156.888,-93.1948,0,2.33561,-0.899436,0,1.22509,5.43363,0,17.4445,5.58516,0,29.3719,4.54937,0,39.0773,3.967,0
4.03,-2.2424,0.845195,0,-2.00888,1.13559,0,-2.87672,1.38504,0,-2.42777,-0.523314,0,-157.745,-93.7101,0,2.3454,-0.887119,0,1.18507,5.42816,0,17.4358,5.59813,0,29.3685,4.5605,0,39.0753,3.9768,0
4.04,-2.25159,0.833378,0,-2.10782,1.1767,0,-2.9292,1.33704,0,-2.40643,-0.516968,0,-158.603,-94.2253,0,2.35503,-0.874744,0,1.14499,5.42251,0,17.4271,5.61109,0,29.365,4.57164,0,39.0733,3.9866,0
4.05,-2.26063,0.821506,0,-2.21762,1.19145,0,-2.97713,1.2857,0,-2.38469,-0.508512,0,-159.461,-94.7406,0,2.36451,-0.862312,0,1.10486,5.41667,0,17.4184,5.62404,0,29.3615,4.58277,0,39.0713,3.99639,0
4.06,-2.26952,0.809581,0,-2.33057,1.17787,0,-3.0204,1.23137,0,-2.36258,-0.497865,0,-160.318,-95.2558,0,2.37384,-0.849825,0,1.06467,5.41063,0,17.4097,5.63699,0,29.358,4.5939,0,39.0693,4.00619,0
4.07,-2.27827,0.797604,0,-2.43876,1.13629,0,-3.05894,1.1744,0,-2.34014,-0.484938,0,-161.176,-95.7711,0,2.38301,-0.837282,0,1.02443,5.40441,0,17.4009,5.64992,0,29.3545,4.60503,0,39.0672,4.01599,0
4.08,-2.28687,0.785576,0,-2.53478,1.06926,0,-3.09263,1.1151,0,-2.31742,-0.469632,0,-162.034,-96.2863,0,2.39203,-0.824686,0,0.984136,5.398,0,17.3922,5.66285,0,29.351,4.61616,0,39.0652,4.02579,0
4.09,-2.29533,0.773498,0,-2.61238,0.981231,0,-3.1214,1.05379,0,-2.29446,-0.451835,0,-162.891,-96.8016,0,2.4009,-0.812038,0,0.943792,5.3914,0,17.3834,5.67577,0,29.3475,4.62728,0,39.0632,4.03558,0
4.1,-2.30364,0.76137,0,-2.66686,0.8781,0,-3.14515,0.990783,0,-2.27134,-0.431422,0,-163.749,-97.3168,0,2.40961,-0.799338,0,0.903399,5.38461,0,17.3745,5.68868,0,29.3439,4.63841,0,39.0611,4.04538,0
4.11,-2.31181,0.749195,0,-2.6954,0.76663,0,-3.16379,0.926374,0,-2.24812,-0.40825,0,-164.607,-97.8321,0,2.41818,-0.786588,0,0.862957,5.37762,0,17.3657,5.70159,0,29.3404,4.64953,0,39.0591,4.05517,0
4.12,-2.31983,0.736973,0,-2.69706,0.653905,0,-3.17722,0.860871,0,-2.22489,-0.382159,0,-165.464,-98.3473,0,2.42659,-0.773788,0,0.822467,5.37044,0,17.3568,5.71448,0,29.3369,4.66065,0,39.057,4.06497,0
4.13,-2.32771,0.724704,0,-2.67276,0.546835,0,-3.18533,0.794585,0,-2.20176,-0.352964,0,-166.322,-98.8625,0,2.43485,-0.76094,0,0.781929,5.36306,0,17.3479,5.72737,0,29.3333,4.67177,0,39.055,4.07476,0
4.14,-2.33544,0.712391,0,-2.62504,0.451735,0,-3.18803,0.727837,0,-2.17884,-0.320453,0,-167.18,-99.3778,0,2.44296,-0.748045,0,0.741346,5.35549,0,17.339,5.74025,0,29.3297,4.68289,0,39.0529,4.08455,0
4.15,-2.34302,0.700033,0,-2.55785,0.373999,0,-3.18518,0.660961,0,-2.15629,-0.284382,0,-168.037,-99.893,0,2.45092,-0.735104,0,0.700717,5.34773,0,17.3301,5.75312,0,29.3262,4.69401,0,39.0509,4.09435,0
4.16,-2.35047,0.687632,0,-2.47628,0.317857,0,-3.17669,0.594317,0,-2.13429,-0.244464,0,-168.895,-100.408,0,2.45872,-0.722117,0,0.660045,5.33976,0,17.3211,5.76599,0,29.3226,4.70513,0,39.0488,4.10414,0
4.17,-2.35777,0.675189,0,-2.38623,0.286181,0,-3.1624,0.528287,0,-2.1131,-0.200364,0,-169.753,-100.924,0,2.46638,-0.709086,0,0.619329,5.3316,0,17.3121,5.77884,0,29.319,4.71624,0,39.0467,4.11393,0
4.18,-2.36492,0.662705,0,-2.29413,0.280355,0,-3.1422,0.463294,0,-2.09301,-0.151683,0,-170.61,-101.439,0,2.47388,-0.696012,0,0.578571,5.32324,0,17.3031,5.79169,0,29.3154,4.72735,0,39.0446,4.12372,0
4.19,-2.37193,0.65018,0,-2.20663,0.30017,0,-3.11596,0.3998,0,-2.07445,-0.0979434,0,-171.468,-101.954,0,2.48124,-0.682896,0,0.537773,5.31467,0,17.2941,5.80453,0,29.3118,4.73847,0,39.0425,4.13351,0
4.2,-2.3788,0.637616,0,-2.13022,0.343777,0,-3.08352,0.338328,0,-2.05795,-0.0385668,0,-172.326,-102.469,0,2.48844,-0.669738,0,0.496934,5.30591,0,17.285,5.81736,0,29.3082,4.74958,0,39.0405,4.1433,0
4.21,-2.38553,0.625013,0,-2.07086,0.407693,0,-3.04477,0.279467,0,-2.0443,0.0271524,0,-173.184,-102.984,0,2.4955,-0.65654,0,0.456057,5.29694,0,17.276,5.83019,0,29.3045,4.76068,0,39.0384,4.15309,0
4.22,-2.39211,0.612373,0,-2.03354,0.486912,0,-2.99959,0.223895,0,-2.03461,0.100081,0,-174.041,-103.5,0,2.5024,-0.643303,0,0.415142,5.28778,0,17.2669,5.843,0,29.3009,4.77179,0,39.0363,4.16288,0
4.23,-2.39854,0.599696,0,-2.02188,0.575124,0,-2.9479,0.172394,0,-2.03052,0.181276,0,-174.899,-104.015,0,2.50916,-0.630027,0,0.37419,5.2784,0,17.2578,5.85581,0,29.2973,4.7829,0,39.0342,4.17267,0
4.24,-2.40484,0.586984,0,-2.03771,0.665096,0,-2.88965,0.125879,0,-2.03466,0.271986,0,-175.757,-104.53,0,2.51576,-0.616713,0,0.333203,5.26883,0,17.2486,5.86861,0,29.2936,4.794,0,39.032,4.18246,0
4.25,-2.41099,0.574236,0,-2.08078,0.74919,0,-2.82488,0.085425,0,-2.05135,0.373492,0,-176.614,-105.045,0,2.52222,-0.603364,0,0.292181,5.25904,0,17.2395,5.8814,0,29.2899,4.8051,0,39.0299,4.19224,0
4.26,-2.417,0.561454,0,-2.14867,0.820004,0,-2.75377,0.0522985,0,-2.0882,0.486305,0,-177.472,-105.561,0,2.52852,-0.589978,0,0.251126,5.24905,0,17.2303,5.89418,0,29.2863,4.81621,0,39.0278,4.20203,0
4.27,-2.42287,0.54864,0,-2.23688,0.871043,0,-2.67668,0.027992,0,-2.15871,0.606811,0,-178.33,-106.076,0,2.53468,-0.576557,0,0.210038,5.23886,0,17.2211,5.90695,0,29.2826,4.82731,0,39.0257,4.21182,0
4.28,-2.42859,0.535792,0,-2.33919,0.897355,0,-2.59429,0.0142473,0,-2.28176,0.715675,0,-179.187,-106.591,0,2.54069,-0.563103,0,0.16892,5.22845,0,17.2118,5.91972,0,29.2789,4.8384,0,39.0236,4.2216,0
4.29,-2.43418,0.522914,0,-2.4482,0.895997,0,-2.50778,0.0130509,0,-2.45096,0.767779,0,-180.045,-107.106,0,2.54655,-0.549616,0,0.127771,5.21784,0,17.2026,5.93247,0,29.2752,4.8495,0,39.0214,4.23139,0
4.3,-2.43962,0.510005,0,-2.556,0.866297,0,-2.41899,0.0265622,0,-2.61555,0.754465,0,-180.903,-107.622,0,2.55226,-0.536097,0,0.0865939,5.20702,0,17.1933,5.94522,0,29.2715,4.8606,0,39.0193,4.24117,0
4.31,-2.44492,0.497067,0,-2.65495,0.809849,0,-2.33078,0.0569021,0,-2.75458,0.705795,0,-181.76,-108.137,0,2.55782,-0.522547,0,0.0453889,5.19598,0,17.184,5.95796,0,29.2678,4.87169,0,39.0171,4.25096,0
4.32,-2.45007,0.4841,0,-2.73827,0.730278,0,-2.2472,0.105705,0,-2.87002,0.641275,0,-182.618,-108.652,0,2.56323,-0.508966,0,0.00415736,5.18474,0,17.1747,5.97069,0,29.2641,4.88278,0,39.015,4.26074,0
4.33,-2.45509,0.471105,0,-2.80057,0.63283,0,-2.17358,0.173362,0,-2.96695,0.569848,0,-183.476,-109.167,0,2.5685,-0.495356,0,-0.0370995,5.17328,0,17.1654,5.98341,0,29.2603,4.89387,0,39.0128,4.27052,0
4.34,-2.45996,0.458082,0,-2.83818,0.523854,0,-2.11595,0.258082,0,-3.0495,0.495646,0,-184.333,-109.683,0,2.57362,-0.481717,0,-0.0783804,5.1616,0,17.156,5.99613,0,29.2566,4.90496,0,39.0107,4.2803,0
4.35,-2.4647,0.445034,0,-2.84927,0.410265,0,-2.07972,0.355307,0,-3.12065,0.420705,0,-185.191,-110.198,0,2.57858,-0.468051,0,-0.119684,5.14972,0,17.1466,6.00883,0,29.2528,4.91605,0,39.0085,4.29009,0
4.36,-2.46929,0.431959,0,-2.83387,0.29904,0,-2.06792,0.458237,0,-3.18252,0.346086,0,-186.049,-110.713,0,2.58341,-0.454358,0,-0.16101,5.13761,0,17.1372,6.02153,0,29.2491,4.92713,0,39.0063,4.29987,0
4.37,-2.47374,0.41886,0,-2.79371,0.196778,0,-2.0803,0.559541,0,-3.23669,0.272366,0,-186.906,-111.228,0,2.58808,-0.440639,0,-0.202356,5.1253,0,17.1278,6.03422,0,29.2453,4.93822,0,39.0042,4.30965,0
4.38,-2.47805,0.405737,0,-2.73205,0.109339,0,-2.11382,0.653197,0,-3.28433,0.199867,0,-187.764,-111.744,0,2.59261,-0.426895,0,-0.243721,5.11276,0,17.1183,6.0469,0,29.2415,4.9493,0,39.002,4.31943,0
4.39,-2.48221,0.392591,0,-2.6534,0.0415606,0,-2.16402,0.735374,0,-3.32634,0.128766,0,-188.622,-112.259,0,2.59698,-0.413127,0,-0.285104,5.10001,0,17.1088,6.05957,0,29.2378,4.96038,0,38.9998,4.32921,0
4.4,-2.48624,0.379423,0,-2.56326,-0.00296488,0,-2.22635,0.804287,0,-3.36343,0.0591613,0,-189.479,-112.774,0,2.60121,-0.399335,0,-0.326505,5.08703,0,17.0993,6.07223,0,29.234,4.97146,0,38.9976,4.33899,0
4.41,-2.49013,0.366233,0,-2.46787,-0.0220653,0,-2.29683,0.859588,0,-3.39615,-0.00889876,0,-190.337,-113.289,0,2.6053,-0.385521,0,-0.36792,5.07384,0,17.0898,6.08488,0,29.2302,4.98254,0,38.9954,4.34876,0
4.42,-2.49388,0.353023,0,-2.37382,-0.0151212,0,-2.3723,0.901759,0,-3.42498,-0.0753947,0,-191.195,-113.805,0,2.60923,-0.371685,0,-0.40935,5.06043,0,17.0803,6.09753,0,29.2264,4.99362,0,38.9932,4.35854,0
4.43,-2.49748,0.339792,0,-2.28778,0.0168437,0,-2.45033,0.931694,0,-3.4503,-0.140325,0,-192.052,-114.32,0,2.61302,-0.357828,0,-0.450792,5.04679,0,17.0707,6.11016,0,29.2225,5.00469,0,38.991,4.36832,0
4.44,-2.50095,0.326543,0,-2.21609,0.0711281,0,-2.52912,0.950434,0,-3.47241,-0.203698,0,-192.91,-114.835,0,2.61667,-0.343951,0,-0.492246,5.03293,0,17.0611,6.12279,0,29.2187,5.01577,0,38.9888,4.3781,0
4.45,-2.50427,0.313275,0,-2.16432,0.143404,0,-2.60733,0.959029,0,-3.49159,-0.26553,0,-193.768,-115.35,0,2.62016,-0.330054,0,-0.533711,5.01885,0,17.0515,6.13541,0,29.2149,5.02684,0,38.9866,4.38787,0
4.46,-2.50746,0.29999,0,-2.13684,0.227882,0,-2.68395,0.958476,0,-3.50807,-0.325838,0,-194.625,-115.866,0,2.62351,-0.316139,0,-0.575184,5.00455,0,17.0418,6.14802,0,29.211,5.03791,0,38.9844,4.39765,0
4.47,-2.5105,0.286688,0,-2.13638,0.317631,0,-2.75825,0.949688,0,-3.52205,-0.384643,0,-195.483,-116.381,0,2.62671,-0.302207,0,-0.616665,4.99002,0,17.0322,6.16062,0,29.2072,5.04898,0,38.9821,4.40742,0
4.48,-2.5134,0.273369,0,-2.16368,0.40505,0,-2.82967,0.933491,0,-3.5337,-0.441965,0,-196.341,-116.896,0,2.62976,-0.288258,0,-0.658152,4.97526,0,17.0225,6.17321,0,29.2033,5.06004,0,38.9799,4.4172,0
4.49,-2.51617,0.260036,0,-2.21728,0.482484,0,-2.89779,0.910622,0,-3.54316,-0.497826,0,-197.198,-117.411,0,2.63267,-0.274292,0,-0.699644,4.96028,0,17.0128,6.18579,0,29.1994,5.07111,0,38.9777,4.42697,0
