#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (2.539586, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.345403, 0.000000) AU/year

#Object 2 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (3.539586, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 7.628588, 0.000000) AU/year

#Object 3 Info:
#Object: Jupiter
#   Mass: 0.954588 Solar masses
#   Position: (-2.660411, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.409431, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 15.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Earth_x,Earth_y,Earth_z,Jupiter_x,Jupiter_y,Jupiter_z
1.51,0.880618,1.48802,0,-0.0905688,1.38846,0,-0.922511,-1.55882,0
1.52,0.857902,1.48844,0,-0.10206,1.32593,0,-0.898714,-1.55925,0
1.53,0.835034,1.48859,0,-0.109556,1.26369,0,-0.874758,-1.55941,0
1.54,0.812015,1.48847,0,-0.113094,1.202,0,-0.850644,-1.55929,0
1.55,0.788846,1.48808,0,-0.112731,1.14111,0,-0.826373,-1.55888,0
1.56,0.765529,1.48741,0,-0.108543,1.08127,0,-0.801946,-1.55817,0
1.57,0.742064,1.48645,0,-0.100629,1.02273,0,-0.777366,-1.55717,0
1.58,0.718454,1.4852,0,-0.0891118,0.96573,0,-0.752633,-1.55586,0
1.59,0.694701,1.48366,0,-0.0741342,0.910515,0,-0.727749,-1.55424,0
1.6,0.670805,1.48181,0,-0.0558633,0.857306,0,-0.702717,-1.5523,0
1.61,0.64677,1.47965,0,-0.0344881,0.806315,0,-0.677538,-1.55004,0
1.62,0.622596,1.47717,0,-0.0102188,0.757739,0,-0.652214,-1.54745,0
1.63,0.598286,1.47438,0,0.0167141,0.711758,0,-0.626748,-1.54452,0
1.64,0.573843,1.47125,0,0.0460618,0.668531,0,-0.601142,-1.54124,0
1.65,0.549269,1.46779,0,0.0775598,0.628197,0,-0.575399,-1.53762,0
1.66,0.524566,1.46398,0,0.11093,0.590869,0,-0.549521,-1.53363,0
1.67,0.499738,1.45983,0,0.145886,0.556636,0,-0.523513,-1.52928,0
1.68,0.474788,1.45532,0,0.182131,0.525561,0,-0.497376,-1.52455,0
1.69,0.449719,1.45044,0,0.21937,0.497683,0,-0.471114,-1.51944,0
1.7,0.424535,1.44519,0,0.257306,0.473015,0,-0.444732,-1.51395,0
1.71,0.399239,1.43956,0,0.295648,0.451545,0,-0.418232,-1.50805,0
1.72,0.373835,1.43355,0,0.334109,0.433239,0,-0.39162,-1.50175,0
1.73,0.348328,1.42713,0,0.372418,0.418043,0,-0.3649,-1.49503,0
1.74,0.322722,1.42032,0,0.410311,0.405884,0,-0.338076,-1.48789,0
1.75,0.297022,1.41309,0,0.447543,0.396673,0,-0.311153,-1.48031,0
1.76,0.271234,1.40543,0,0.483882,0.390309,0,-0.284138,-1.47229,0
1.77,0.245362,1.39735,0,0.519115,0.386679,0,-0.257036,-1.46383,0
1.78,0.219413,1.38883,0,0.553045,0.385662,0,-0.229853,-1.4549,0
1.79,0.193393,1.37985,0,0.585491,0.387129,0,-0.202595,-1.4455,0
1.8,0.167309,1.37042,0,0.61629,0.39095,0,-0.175271,-1.43562,0
1.81,0.141168,1.36052,0,0.645294,0.396989,0,-0.147886,-1.42525,0
1.82,0.114977,1.35014,0,0.672369,0.405111,0,-0.120449,-1.41438,0
1.83,0.088745,1.33928,0,0.697397,0.415181,0,-0.092969,-1.40299,0
1.84,0.0624797,1.32792,0,0.720268,0.427064,0,-0.0654543,-1.39109,0
1.85,0.0361906,1.31605,0,0.740887,0.440628,0,-0.0379146,-1.37865,0
1.86,0.00988713,1.30366,0,0.759168,0.455743,0,-0.0103599,-1.36568,0
1.87,-0.0164203,1.29074,0,0.775031,0.47228,0,0.017199,-1.35214,0
1.88,-0.0427209,1.27728,0,0.788407,0.490115,0,0.0447507,-1.33805,0
1.89,-0.0690031,1.26327,0,0.799232,0.509125,0,0.0722832,-1.32337,0
1.9,-0.0952546,1.2487,0,0.807445,0.529191,0,0.0997835,-1.30811,0
1.91,-0.121463,1.23356,0,0.812992,0.550197,0,0.127238,-1.29225,0
1.92,-0.147613,1.21784,0,0.815821,0.572027,0,0.154633,-1.27578,0
1.93,-0.173692,1.20153,0,0.815883,0.594571,0,0.181952,-1.25869,0
1.94,-0.199683,1.18461,0,0.813129,0.617716,0,0.20918,-1.24097,0
1.95,-0.225571,1.16708,0,0.807514,0.641355,0,0.2363,-1.2226,0
1.96,-0.251338,1.14892,0,0.79899,0.665378,0,0.263293,-1.20358,0
1.97,-0.276967,1.13013,0,0.787508,0.689677,0,0.29014,-1.18389,0
1.98,-0.302437,1.11069,0,0.773021,0.714144,0,0.316822,-1.16353,0
1.99,-0.327729,1.0906,0,0.755476,0.73867,0,0.343317,-1.14248,0
2,-0.352822,1.06984,0,0.734819,0.763144,0,0.369604,-1.12074,0
2.01,-0.377692,1.04841,0,0.710992,0.787453,0,0.395658,-1.09829,0
2.02,-0.402318,1.0263,0,0.683932,0.811478,0,0.421455,-1.07513,0
2.03,-0.426673,1.00351,0,0.65357,0.8351,0,0.446969,-1.05125,0
2.04,-0.450733,0.980013,0,0.619831,0.85819,0,0.472173,-1.02664,0
2.05,-0.474469,0.955817,0,0.58263,0.880613,0,0.497039,-1.00129,0
2.06,-0.497855,0.930915,0,0.541876,0.902225,0,0.521538,-0.975204,0
2.07,-0.520861,0.905301,0,0.497461,0.922869,0,0.545638,-0.948372,0
2.08,-0.543455,0.878973,0,0.44927,0.942372,0,0.569307,-0.920791,0
2.09,-0.565607,0.85193,0,0.397166,0.960541,0,0.592513,-0.892461,0
2.1,-0.587283,0.82417,0,0.340997,0.97716,0,0.615221,-0.863381,0
2.11,-0.60845,0.795695,0,0.280587,0.991977,0,0.637395,-0.833551,0
2.12,-0.629073,0.766509,0,0.215736,1.0047,0,0.658999,-0.802977,0
2.13,-0.649116,0.736616,0,0.146211,1.01497,0,0.679996,-0.771662,0
2.14,-0.668543,0.706023,0,0.0717495,1.02237,0,0.700346,-0.739614,0
2.15,-0.687315,0.67474,0,-0.00795194,1.02636,0,0.720012,-0.706843,0
2.16,-0.705396,0.642779,0,-0.0932319,1.02627,0,0.738954,-0.67336,0
2.17,-0.722748,0.610152,0,-0.184461,1.02121,0,0.757131,-0.639182,0
2.18,-0.739332,0.576878,0,-0.282019,1.01004,0,0.774505,-0.604324,0
2.19,-0.75511,0.542974,0,-0.386247,0.99117,0,0.791034,-0.568808,0
2.2,-0.770044,0.508464,0,-0.497326,0.962468,0,0.806679,-0.532656,0
2.21,-0.784098,0.473373,0,-0.615023,0.920979,0,0.821401,-0.495895,0
2.22,-0.797234,0.437727,0,-0.738155,0.862709,0,0.835163,-0.458554,0
2.23,-0.809417,0.401559,0,-0.863555,0.782625,0,0.847926,-0.420665,0
2.24,-0.820615,0.364902,0,-0.984503,0.675662,0,0.859656,-0.382263,0
2.25,-0.830794,0.327791,0,-1.08981,0.539992,0,0.87032,-0.343387,0
2.26,-0.839925,0.290268,0,-1.16713,0.381673,0,0.879886,-0.304078,0
2.27,-0.84798,0.252372,0,-1.21074,0.213894,0,0.888324,-0.264379,0
2.28,-0.854935,0.214149,0,-1.22407,0.0490638,0,0.89561,-0.224337,0
2.29,-0.860767,0.175645,0,-1.21453,-0.106015,0,0.901719,-0.184,0
2.3,-0.865458,0.136908,0,-1.18905,-0.249099,0,0.906634,-0.14342,0
2.31,-0.868993,0.0979877,0,-1.15271,-0.380215,0,0.910336,-0.102648,0
2.32,-0.871359,0.0589359,0,-1.109,-0.500234,0,0.912816,-0.0617381,0
2.33,-0.872551,0.0198045,0,-1.06025,-0.610224,0,0.914063,-0.0207448,0
2.34,-0.872562,-0.0193537,0,-1.00804,-0.711205,0,0.914075,0.0202766,0
2.35,-0.871393,-0.0584857,0,-0.953465,-0.804074,0,0.912851,0.0612705,0
2.36,-0.869049,-0.0975388,0,-0.897318,-0.889593,0,0.910395,0.102182,0
2.37,-0.865537,-0.136461,0,-0.840169,-0.968406,0,0.906715,0.142956,0
2.38,-0.860868,-0.175201,0,-0.782452,-1.04105,0,0.901824,0.183539,0
2.39,-0.855058,-0.213708,0,-0.724504,-1.10798,0,0.895738,0.223878,0
2.4,-0.848126,-0.251935,0,-0.666592,-1.16959,0,0.888475,0.263924,0
2.41,-0.840093,-0.289835,0,-0.608936,-1.2262,0,0.88006,0.303627,0
2.42,-0.830983,-0.327364,0,-0.55172,-1.27809,0,0.870517,0.342941,0
2.43,-0.820826,-0.36448,0,-0.495103,-1.32552,0,0.859876,0.381823,0
2.44,-0.809649,-0.401143,0,-0.439224,-1.3687,0,0.848168,0.420231,0
2.45,-0.797487,-0.437318,0,-0.384207,-1.40781,0,0.835426,0.458127,0
2.46,-0.784371,-0.47297,0,-0.330165,-1.44302,0,0.821687,0.495475,0
2.47,-0.770338,-0.508069,0,-0.277203,-1.47448,0,0.806986,0.532244,0
2.48,-0.755424,-0.542587,0,-0.225422,-1.50231,0,0.791362,0.568404,0
2.49,-0.739666,-0.576499,0,-0.174916,-1.52663,0,0.774855,0.603929,0
2.5,-0.723102,-0.609782,0,-0.125779,-1.54755,0,0.757502,0.638796,0
2.51,-0.70577,-0.642418,0,-0.0781041,-1.56514,0,0.739345,0.672985,0
2.52,-0.687708,-0.67439,0,-0.0319843,-1.57948,0,0.720424,0.706477,0
2.53,-0.668954,-0.705683,0,0.0124847,-1.59065,0,0.700778,0.739259,0
2.54,-0.649546,-0.736286,0,0.0552039,-1.5987,0,0.680446,0.771318,0
2.55,-0.629521,-0.76619,0,0.0960693,-1.60368,0,0.659469,0.802645,0
2.56,-0.608916,-0.795388,0,0.13497,-1.60563,0,0.637884,0.833231,0
2.57,-0.587767,-0.823874,0,0.171787,-1.60458,0,0.615728,0.863073,0
2.58,-0.566108,-0.851646,0,0.206389,-1.60055,0,0.593038,0.892166,0
2.59,-0.543973,-0.878702,0,0.238633,-1.59357,0,0.56985,0.920509,0
2.6,-0.521395,-0.905043,0,0.26836,-1.58363,0,0.546198,0.948103,0
2.61,-0.498405,-0.93067,0,0.295388,-1.57074,0,0.522115,0.974949,0
2.62,-0.475035,-0.955586,0,0.319512,-1.5549,0,0.497633,1.00105,0
2.63,-0.451314,-0.979795,0,0.340494,-1.53608,0,0.472783,1.02641,0
2.64,-0.427269,-1.0033,0,0.358055,-1.51427,0,0.447594,1.05104,0
2.65,-0.402928,-1.02611,0,0.371867,-1.48943,0,0.422095,1.07493,0
2.66,-0.378317,-1.04824,0,0.381533,-1.46153,0,0.396313,1.09811,0
2.67,-0.35346,-1.06968,0,0.386567,-1.43054,0,0.370274,1.12057,0
2.68,-0.328381,-1.09045,0,0.386362,-1.39642,0,0.344002,1.14233,0
2.69,-0.303102,-1.11056,0,0.380143,-1.35914,0,0.31752,1.16339,0
2.7,-0.277644,-1.13001,0,0.366892,-1.31872,0,0.290851,1.18377,0
2.71,-0.252028,-1.14882,0,0.345222,-1.27523,0,0.264017,1.20347,0
2.72,-0.226273,-1.16699,0,0.313168,-1.22894,0,0.237036,1.22251,0
2.73,-0.200397,-1.18454,0,0.267793,-1.1805,0,0.209929,1.24089,0
2.74,-0.174416,-1.20147,0,0.204394,-1.13157,0,0.182713,1.25863,0
2.75,-0.148348,-1.2178,0,0.114826,-1.08681,0,0.155405,1.27574,0
2.76,-0.122208,-1.23354,0,-0.0156262,-1.06172,0,0.128022,1.29223,0
2.77,-0.0960097,-1.2487,0,-0.196942,-1.11803,0,0.100578,1.3081,0
2.78,-0.0697678,-1.26328,0,-0.289655,-1.28832,0,0.0730878,1.32338,0
2.79,-0.0434952,-1.2773,0,-0.302205,-1.44895,0,0.0455654,1.33807,0
2.8,-0.017204,-1.29078,0,-0.280567,-1.58646,0,0.0180233,1.35219,0
2.81,0.00909435,-1.30371,0,-0.242139,-1.70474,0,-0.00952623,1.36574,0
2.82,0.035389,-1.31612,0,-0.194322,-1.80769,0,-0.0370719,1.37873,0
2.83,0.0616697,-1.328,0,-0.14081,-1.89812,0,-0.064603,1.39118,0
2.84,0.0879268,-1.33938,0,-0.0836795,-1.97803,0,-0.0921094,1.40311,0
2.85,0.114151,-1.35026,0,-0.0242076,-2.0489,0,-0.119582,1.4145,0
2.86,0.140334,-1.36066,0,0.0367676,-2.11182,0,-0.147011,1.42539,0
2.87,0.166468,-1.37057,0,0.0986649,-2.16764,0,-0.174388,1.43578,0
2.88,0.192545,-1.38002,0,0.161063,-2.21702,0,-0.201706,1.44568,0
2.89,0.218558,-1.38901,0,0.223646,-2.26051,0,-0.228956,1.45509,0
2.9,0.244501,-1.39755,0,0.286166,-2.29853,0,-0.256133,1.46404,0
2.91,0.270366,-1.40565,0,0.348424,-2.33144,0,-0.283229,1.47252,0
2.92,0.296149,-1.41332,0,0.410257,-2.35954,0,-0.310238,1.48056,0
2.93,0.321843,-1.42056,0,0.471523,-2.38309,0,-0.337155,1.48815,0
2.94,0.347443,-1.4274,0,0.532101,-2.40229,0,-0.363974,1.49531,0
2.95,0.372945,-1.43383,0,0.59188,-2.41733,0,-0.390689,1.50204,0
2.96,0.398344,-1.43986,0,0.650758,-2.42834,0,-0.417297,1.50836,0
2.97,0.423636,-1.4455,0,0.708639,-2.43546,0,-0.443791,1.51428,0
2.98,0.448816,-1.45077,0,0.765427,-2.43879,0,-0.47017,1.51979,0
2.99,0.473881,-1.45566,0,0.821031,-2.43841,0,-0.496427,1.52492,0
3,0.498827,-1.46019,0,0.875357,-2.43441,0,-0.52256,1.52966,0
3.01,0.523651,-1.46436,0,0.928307,-2.42683,0,-0.548566,1.53403,0
3.02,0.54835,-1.46818,0,0.97978,-2.41571,0,-0.57444,1.53803,0
3.03,0.572922,-1.47166,0,1.02967,-2.40109,0,-0.60018,1.54167,0
3.04,0.597362,-1.4748,0,1.07785,-2.38297,0,-0.625783,1.54497,0
3.05,0.621669,-1.47761,0,1.1242,-2.36135,0,-0.651247,1.54791,0
3.06,0.64584,-1.4801,0,1.16859,-2.33623,0,-0.676568,1.55052,0
3.07,0.669874,-1.48228,0,1.21083,-2.30758,0,-0.701745,1.5528,0
3.08,0.693767,-1.48414,0,1.25077,-2.27535,0,-0.726775,1.55475,0
