#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.010078, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.003377, 0.000000) AU/year

#Object 2 Info:
#Object: Mercury
#   Mass: 0.000000 Solar masses
#   Position: (0.376922, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 10.046623, 0.000000) AU/year

#Object 3 Info:
#Object: Venus
#   Mass: 0.000002 Solar masses
#   Position: (0.712922, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 7.376624, 0.000000) AU/year

#Object 4 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.989924, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.279642, 0.000000) AU/year

#Object 5 Info:
#Object: Mars
#   Mass: 0.000000 Solar masses
#   Position: (1.513927, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 5.076661, 0.000000) AU/year

#Object 6 Info:
#Object: Jupiter
#   Mass: 0.000955 Solar masses
#   Position: (5.192928, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.756663, 0.000000) AU/year

#Object 7 Info:
#Object: Saturn
#   Mass: 0.000286 Solar masses
#   Position: (9.531892, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.039296, 0.000000) AU/year

#Object 8 Info:
#Object: Uranus
#   Mass: 0.000044 Solar masses
#   Position: (19.188616, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.429879, 0.000000) AU/year

#Object 9 Info:
#Object: Neptune
#   Mass: 0.000051 Solar masses
#   Position: (30.068453, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.139941, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 30.000000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z
7.17,0.00168813,-0.000610154,0,-0.377678,-0.0734786,0,-0.0928113,-0.715123,0,0.453755,0.891089,0,0.77392,-1.31118,0,-4.20051,-3.10822,0,0.385661,9.56452,0,16.4932,9.76791,0,28.9511,8.07199,0
7.18,0.0016787,-0.000590569,0,-0.345184,-0.168573,0,-0.0190913,-0.721275,0,0.396826,0.917727,0,0.817403,-1.28474,0,-4.18408,-3.13021,0,0.365363,9.56542,0,16.4858,9.7802,0,28.948,8.08296,0
7.19,0.00166916,-0.000571063,0,-0.288769,-0.252083,0,0.0548474,-0.719836,0,0.338336,0.940737,0,0.859972,-1.25686,0,-4.16754,-3.15212,0,0.345063,9.56628,0,16.4785,9.79248,0,28.9449,8.09394,0
7.2,0.00165951,-0.000551639,0,-0.212136,-0.318086,0,0.128226,-0.710828,0,0.278515,0.960028,0,0.901578,-1.22757,0,-4.15088,-3.17394,0,0.324762,9.5671,0,16.4711,9.80476,0,28.9418,8.10491,0
7.21,0.00164976,-0.000532297,0,-0.120457,-0.36174,0,0.200275,-0.694353,0,0.217601,0.975522,0,0.942175,-1.19691,0,-4.13411,-3.19567,0,0.304459,9.56787,0,16.4637,9.81703,0,28.9387,8.11588,0
7.22,0.00163991,-0.000513038,0,-0.0200811,-0.37967,0,0.270237,-0.670591,0,0.155833,0.98716,0,0.981719,-1.16491,0,-4.11722,-3.21732,0,0.284155,9.5686,0,16.4564,9.82929,0,28.9356,8.12685,0
7.23,0.00162996,-0.000493862,0,0.0818598,-0.370273,0,0.33738,-0.639798,0,0.0934553,0.994894,0,1.02017,-1.13161,0,-4.10022,-3.23887,0,0.26385,9.56929,0,16.449,9.84155,0,28.9324,8.13782,0
7.24,0.00161991,-0.000474768,0,0.177954,-0.333929,0,0.401003,-0.602302,0,0.0307147,0.998693,0,1.05747,-1.09704,0,-4.08311,-3.26033,0,0.243543,9.56993,0,16.4416,9.85381,0,28.9293,8.14879,0
7.25,0.00160977,-0.000455755,0,0.261078,-0.273058,0,0.460442,-0.5585,0,-0.0321409,0.998543,0,1.0936,-1.06124,0,-4.06588,-3.28171,0,0.223235,9.57053,0,16.4342,9.86606,0,28.9262,8.15976,0
7.26,0.00159954,-0.000436823,0,0.324985,-0.191997,0,0.515076,-0.508857,0,-0.0948631,0.994444,0,1.1285,-1.02425,0,-4.04854,-3.30299,0,0.202926,9.57109,0,16.4267,9.8783,0,28.923,8.17072,0
7.27,0.00158922,-0.000417969,0,0.364848,-0.0966945,0,0.564338,-0.453893,0,-0.157204,0.986412,0,1.16214,-0.986123,0,-4.03109,-3.32419,0,0.182617,9.5716,0,16.4193,9.89054,0,28.9199,8.18169,0
7.28,0.0015788,-0.000399192,0,0.377691,0.00576978,0,0.607715,-0.394188,0,-0.218917,0.974479,0,1.19448,-0.94689,0,-4.01352,-3.34529,0,0.162306,9.57207,0,16.4119,9.90277,0,28.9168,8.19265,0
7.29,0.00156831,-0.00038049,0,0.362636,0.107776,0,0.644755,-0.330365,0,-0.279759,0.958691,0,1.22549,-0.9066,0,-3.99585,-3.36629,0,0.141995,9.5725,0,16.4044,9.91499,0,28.9136,8.20361,0
7.3,0.00155772,-0.00036186,0,0.320962,0.201809,0,0.675074,-0.263095,0,-0.339488,0.939111,0,1.25513,-0.865296,0,-3.97807,-3.38721,0,0.121683,9.57289,0,16.397,9.92721,0,28.9105,8.21457,0
7.31,0.00154705,-0.0003433,0,0.255944,0.281065,0,0.698355,-0.193079,0,-0.397869,0.915816,0,1.28338,-0.823026,0,-3.96017,-3.40803,0,0.101371,9.57323,0,16.3895,9.93943,0,28.9073,8.22553,0
7.32,0.00153629,-0.000324809,0,0.172528,0.339971,0,0.714357,-0.12105,0,-0.45467,0.888898,0,1.31018,-0.779836,0,-3.94217,-3.42876,0,0.0810579,9.57353,0,16.382,9.95164,0,28.9042,8.23649,0
7.33,0.00152544,-0.000306384,0,0.0768912,0.374556,0,0.722912,-0.0477596,0,-0.509668,0.858463,0,1.33553,-0.735776,0,-3.92405,-3.44939,0,0.0607447,9.57378,0,16.3746,9.96384,0,28.901,8.24745,0
7.34,0.00151451,-0.000288025,0,-0.0240679,0.382668,0,0.723929,0.0260265,0,-0.562643,0.824631,0,1.35939,-0.690895,0,-3.90583,-3.46993,0,0.0404312,9.574,0,16.3671,9.97604,0,28.8978,8.25841,0
7.35,0.00150348,-0.00026973,0,-0.123241,0.364039,0,0.717397,0.0995375,0,-0.613388,0.787537,0,1.38173,-0.645242,0,-3.8875,-3.49037,0,0.0201176,9.57417,0,16.3596,9.98823,0,28.8947,8.26936,0
7.36,0.00149236,-0.000251499,0,-0.213789,0.320222,0,0.703381,0.172005,0,-0.6617,0.747327,0,1.40253,-0.59887,0,-3.86906,-3.51071,0,-0.000196189,9.57429,0,16.3521,10.0004,0,28.8915,8.28032,0
7.37,0.00148115,-0.000233331,0,-0.289568,0.254419,0,0.682025,0.242671,0,-0.707389,0.70416,0,1.42176,-0.551829,0,-3.85051,-3.53096,0,-0.0205099,9.57438,0,16.3445,10.0126,0,28.8883,8.29127,0
7.38,0.00146984,-0.000215227,0,-0.34548,0.171234,0,0.653547,0.310796,0,-0.750274,0.658206,0,1.43941,-0.504173,0,-3.83186,-3.55111,0,-0.0408236,9.57442,0,16.337,10.0248,0,28.8851,8.30222,0
7.39,0.00145843,-0.000197186,0,-0.377762,0.076371,0,0.618242,0.375664,0,-0.790185,0.609647,0,1.45546,-0.455954,0,-3.8131,-3.57116,0,-0.0611371,9.57441,0,16.3295,10.0369,0,28.8819,8.31317,0
7.4,0.00144693,-0.000179209,0,-0.384188,-0.0237125,0,0.576475,0.436594,0,-0.826965,0.558675,0,1.46988,-0.407226,0,-3.79424,-3.59111,0,-0.0814503,9.57437,0,16.3219,10.0491,0,28.8787,8.32412,0
7.41,0.00143533,-0.000161298,0,-0.364215,-0.122185,0,0.528679,0.492944,0,-0.860467,0.505493,0,1.48266,-0.358045,0,-3.77527,-3.61096,0,-0.101763,9.57428,0,16.3144,10.0613,0,28.8755,8.33507,0
7.42,0.00142363,-0.000143452,0,-0.319041,-0.212247,0,0.47535,0.54412,0,-0.890559,0.45031,0,1.49379,-0.308464,0,-3.7562,-3.63072,0,-0.122075,9.57415,0,16.3068,10.0734,0,28.8723,8.34602,0
7.43,0.00141183,-0.000125672,0,-0.251575,-0.287556,0,0.417044,0.58958,0,-0.917123,0.393344,0,1.50326,-0.258539,0,-3.73702,-3.65037,0,-0.142387,9.57397,0,16.2992,10.0856,0,28.8691,8.35696,0
7.44,0.00139993,-0.00010796,0,-0.166319,-0.342652,0,0.354367,0.62884,0,-0.940052,0.334822,0,1.51105,-0.208326,0,-3.71774,-3.66992,0,-0.162698,9.57375,0,16.2916,10.0977,0,28.8659,8.36791,0
7.45,0.00138793,-9.03162e-05,0,-0.069129,-0.373375,0,0.287976,0.661481,0,-0.959256,0.274974,0,1.51716,-0.157881,0,-3.69836,-3.68937,0,-0.183009,9.57349,0,16.284,10.1099,0,28.8627,8.37885,0
7.46,0.00137582,-7.27415e-05,0,0.0331388,-0.377217,0,0.218567,0.687153,0,-0.974659,0.214038,0,1.52157,-0.10726,0,-3.67887,-3.70872,0,-0.203319,9.57319,0,16.2764,10.122,0,28.8595,8.38979,0
7.47,0.00136362,-5.52365e-05,0,0.133094,-0.353596,0,0.146866,0.705578,0,-0.9862,0.152254,0,1.52429,-0.0565197,0,-3.65928,-3.72796,0,-0.223627,9.57284,0,16.2688,10.1341,0,28.8563,8.40073,0
7.48,0.00135131,-3.78017e-05,0,0.223365,-0.303987,0,0.0736302,0.716555,0,-0.993834,0.0898681,0,1.52531,-0.00571613,0,-3.6396,-3.7471,0,-0.243935,9.57245,0,16.2612,10.1462,0,28.853,8.41167,0
7.49,0.0013389,-2.04375e-05,0,0.297199,-0.231875,0,-0.000369791,0.719959,0,-0.99753,0.0271259,0,1.52464,0.0450937,0,-3.61981,-3.76614,0,-0.264242,9.57202,0,16.2536,10.1583,0,28.8498,8.42261,0
7.5,0.00132638,-3.14402e-06,0,0.349041,-0.142529,0,-0.0743518,0.715748,0,-0.997273,-0.0357238,0,1.52226,0.0958532,0,-3.59991,-3.78508,0,-0.284547,9.57154,0,16.2459,10.1704,0,28.8466,8.43355,0
7.51,0.00131376,1.40784e-05,0,0.375017,-0.0425803,0,-0.147533,0.703957,0,-0.993066,-0.0984323,0,1.51818,0.146506,0,-3.57993,-3.8039,0,-0.304851,9.57102,0,16.2383,10.1826,0,28.8433,8.44448,0
7.52,0.00130104,3.12295e-05,0,0.373265,0.0605287,0,-0.219136,0.684706,0,-0.984923,-0.160751,0,1.51242,0.196995,0,-3.55984,-3.82263,0,-0.325154,9.57046,0,16.2306,10.1946,0,28.8401,8.45542,0
7.53,0.00128821,4.83088e-05,0,0.344075,0.159175,0,-0.288401,0.658191,0,-0.972879,-0.222435,0,1.50497,0.247264,0,-3.53965,-3.84125,0,-0.345455,9.56986,0,16.223,10.2067,0,28.8368,8.46635,0
7.54,0.00127527,6.53157e-05,0,0.289814,0.246183,0,-0.35459,0.624688,0,-0.95698,-0.283237,0,1.49584,0.297257,0,-3.51936,-3.85976,0,-0.365755,9.56921,0,16.2153,10.2188,0,28.8336,8.47728,0
7.55,0.00126222,8.22491e-05,0,0.21467,0.315377,0,-0.416997,0.584548,0,-0.93729,-0.34292,0,1.48504,0.346919,0,-3.49898,-3.87816,0,-0.386053,9.56851,0,16.2076,10.2309,0,28.8303,8.48821,0
7.56,0.00124906,9.91076e-05,0,0.124259,0.362018,0,-0.474957,0.538192,0,-0.913887,-0.401245,0,1.47258,0.396194,0,-3.4785,-3.89646,0,-0.406349,9.56778,0,16.1999,10.243,0,28.8271,8.49914,0
7.57,0.00123579,0.000115889,0,0.0251539,0.383077,0,-0.52785,0.48611,0,-0.886863,-0.457982,0,1.45849,0.445027,0,-3.45792,-3.91465,0,-0.426644,9.567,0,16.1922,10.255,0,28.8238,8.51007,0
7.58,0.0012224,0.000132592,0,-0.0756229,0.377374,0,-0.575109,0.428854,0,-0.856325,-0.512907,0,1.44277,0.493363,0,-3.43725,-3.93273,0,-0.446936,9.56618,0,16.1845,10.2671,0,28.8205,8.521,0
7.59,0.0012089,0.000149213,0,-0.171083,0.345571,0,-0.616229,0.36703,0,-0.822395,-0.565803,0,1.42544,0.541148,0,-3.41648,-3.9507,0,-0.467227,9.56532,0,16.1768,10.2792,0,28.8173,8.53192,0
7.6,0.00119528,0.000165749,0,-0.254718,0.290058,0,-0.65077,0.301297,0,-0.785207,-0.61646,0,1.40652,0.58833,0,-3.39562,-3.96856,0,-0.487515,9.56441,0,16.169,10.2912,0,28.814,8.54285,0
7.61,0.00118154,0.000182196,0,-0.320879,0.214753,0,-0.678362,0.232355,0,-0.744908,-0.664678,0,1.38603,0.634854,0,-3.37467,-3.98632,0,-0.507802,9.56346,0,16.1613,10.3033,0,28.8107,8.55377,0
7.62,0.00116768,0.000198552,0,-0.365104,0.124831,0,-0.698709,0.160937,0,-0.701659,-0.710266,0,1.36399,0.68067,0,-3.35362,-4.00396,0,-0.528086,9.56247,0,16.1536,10.3153,0,28.8074,8.56469,0
7.63,0.0011537,0.000214812,0,-0.38436,0.0264139,0,-0.711595,0.0878048,0,-0.655629,-0.753043,0,1.34043,0.725726,0,-3.33247,-4.02149,0,-0.548367,9.56143,0,16.1458,10.3273,0,28.8041,8.57561,0
7.64,0.00113961,0.000230972,0,-0.377237,-0.0737964,0,-0.716883,0.013739,0,-0.607002,-0.792842,0,1.31538,0.769971,0,-3.31124,-4.03891,0,-0.568647,9.56035,0,16.138,10.3394,0,28.8008,8.58653,0
7.65,0.00112539,0.000247028,0,-0.344049,-0.168908,0,-0.714517,-0.0604709,0,-0.555969,-0.829505,0,1.28885,0.813356,0,-3.28991,-4.05622,0,-0.588923,9.55923,0,16.1303,10.3514,0,28.7976,8.59745,0
7.66,0.00111106,0.000262976,0,-0.28687,-0.252261,0,-0.704526,-0.134034,0,-0.502734,-0.862886,0,1.26089,0.855833,0,-3.26849,-4.07341,0,-0.609197,9.55807,0,16.1225,10.3634,0,28.7942,8.60837,0
7.67,0.00109662,0.000278813,0,-0.209457,-0.317873,0,-0.687017,-0.206166,0,-0.447506,-0.892854,0,1.23152,0.897352,0,-3.24699,-4.0905,0,-0.629468,9.55686,0,16.1147,10.3754,0,28.7909,8.61928,0
7.68,0.00108206,0.000294534,0,-0.117076,-0.360866,0,-0.662183,-0.276101,0,-0.390505,-0.91929,0,1.20077,0.937869,0,-3.22539,-4.10747,0,-0.649737,9.55561,0,16.1069,10.3874,0,28.7876,8.6302,0
7.69,0.0010674,0.000310138,0,-0.0161936,-0.377875,0,-0.630291,-0.343095,0,-0.331955,-0.942091,0,1.16868,0.977337,0,-3.2037,-4.12432,0,-0.670002,9.55432,0,16.0991,10.3994,0,28.7843,8.64111,0
7.7,0.00105263,0.000325621,0,0.0859445,-0.367368,0,-0.591685,-0.406437,0,-0.27209,-0.961166,0,1.13529,1.01571,0,-3.18192,-4.14106,0,-0.690265,9.55298,0,16.0913,10.4114,0,28.781,8.65202,0
7.71,0.00103776,0.00034098,0,0.181846,-0.329848,0,-0.54678,-0.465457,0,-0.211144,-0.976439,0,1.10062,1.05295,0,-3.16006,-4.15769,0,-0.710524,9.5516,0,16.0834,10.4234,0,28.7777,8.66294,0
7.72,0.00102279,0.000356215,0,0.264368,-0.267895,0,-0.496059,-0.519531,0,-0.14936,-0.987852,0,1.06472,1.08901,0,-3.13811,-4.1742,0,-0.73078,9.55018,0,16.0756,10.4354,0,28.7744,8.67385,0
7.73,0.00100772,0.000371324,0,0.327318,-0.186006,0,-0.440065,-0.56809,0,-0.086981,-0.995359,0,1.02764,1.12385,0,-3.11607,-4.1906,0,-0.751033,9.54871,0,16.0677,10.4473,0,28.771,8.68475,0
7.74,0.00099257,0.000386305,0,0.365992,-0.0902512,0,-0.379395,-0.610625,0,-0.0242548,-0.99893,0,0.989402,1.15744,0,-3.09394,-4.20688,0,-0.771282,9.5472,0,16.0599,10.4593,0,28.7677,8.69566,0
7.75,0.000977328,0.00040116,0,0.377577,0.0122302,0,-0.314699,-0.64669,0,0.038571,-0.998552,0,0.950058,1.18972,0,-3.07173,-4.22304,0,-0.791529,9.54565,0,16.052,10.4713,0,28.7643,8.70657,0
7.76,0.000962001,0.000415888,0,0.361368,0.113838,0,-0.246663,-0.67591,0,0.101248,-0.994226,0,0.909651,1.22068,0,-3.04943,-4.23909,0,-0.811771,9.54406,0,16.0441,10.4832,0,28.761,8.71747,0
7.77,0.000946593,0.000430488,0,0.318779,0.207145,0,-0.176011,-0.697984,0,0.163529,-0.98597,0,0.868225,1.25026,0,-3.02705,-4.25501,0,-0.83201,9.54242,0,16.0363,10.4952,0,28.7577,8.72837,0
7.78,0.000931106,0.000444962,0,0.253168,0.285478,0,-0.103491,-0.712686,0,0.225167,-0.973816,0,0.825826,1.27845,0,-3.00459,-4.27083,0,-0.852245,9.54074,0,16.0284,10.5071,0,28.7543,8.73928,0
7.79,0.000915542,0.000459309,0,0.169497,0.343402,0,-0.0298697,-0.719868,0,0.285919,-0.957813,0,0.782502,1.3052,0,-2.98204,-4.28652,0,-0.872476,9.53902,0,16.0205,10.5191,0,28.7509,8.75018,0
7.8,0.000899903,0.00047353,0,0.0738996,0.377065,0,0.0440756,-0.719463,0,0.345545,-0.938025,0,0.738301,1.33048,0,-2.95941,-4.30209,0,-0.892703,9.53725,0,16.0126,10.531,0,28.7476,8.76108,0
7.81,0.000884191,0.000487624,0,-0.0268034,0.38439,0,0.117567,-0.711483,0,0.403809,-0.914529,0,0.693273,1.35428,0,-2.9367,-4.31755,0,-0.912927,9.53545,0,16.0046,10.5429,0,28.7442,8.77197,0
7.82,0.000868409,0.000501593,0,-0.125589,0.365136,0,0.189831,-0.696017,0,0.460481,-0.887418,0,0.647466,1.37655,0,-2.9139,-4.33288,0,-0.933146,9.53359,0,15.9967,10.5549,0,28.7409,8.78287,0
7.83,0.000852559,0.000515435,0,-0.215691,0.32084,0,0.260111,-0.673237,0,0.515338,-0.8568,0,0.600934,1.39728,0,-2.89103,-4.34809,0,-0.953361,9.5317,0,15.9888,10.5668,0,28.7375,8.79377,0
7.84,0.000836642,0.000529152,0,-0.291003,0.254666,0,0.32767,-0.643387,0,0.568162,-0.822797,0,0.553727,1.41644,0,-2.86807,-4.36319,0,-0.973572,9.52976,0,15.9808,10.5787,0,28.7341,8.80466,0
7.85,0.00082066,0.000542743,0,-0.346435,0.17118,0,0.391802,-0.606786,0,0.618746,-0.785541,0,0.505898,1.434,0,-2.84504,-4.37816,0,-0.993778,9.52778,0,15.9729,10.5906,0,28.7307,8.81555,0
7.86,0.000804616,0.000556208,0,-0.378199,0.0760646,0,0.451839,-0.563823,0,0.666889,-0.745181,0,0.457501,1.44996,0,-2.82192,-4.39301,0,-1.01398,9.52576,0,15.9649,10.6025,0,28.7273,8.82645,0
7.87,0.000788511,0.000569547,0,-0.384039,-0.0242164,0,0.507153,-0.514951,0,0.712401,-0.701876,0,0.408591,1.46428,0,-2.79873,-4.40774,0,-1.03418,9.52369,0,15.9569,10.6144,0,28.7239,8.83734,0
7.88,0.000772349,0.000582761,0,-0.363385,-0.122791,0,0.55717,-0.460686,0,0.755103,-0.655798,0,0.359222,1.47696,0,-2.77546,-4.42235,0,-1.05437,9.52159,0,15.9489,10.6263,0,28.7206,8.84823,0
7.89,0.000756132,0.00059585,0,-0.317439,-0.212797,0,0.601368,-0.401598,0,0.794827,-0.607127,0,0.309449,1.48797,0,-2.75211,-4.43684,0,-1.07456,9.51944,0,15.941,10.6381,0,28.7172,8.85911,0
7.9,0.000739863,0.000608814,0,-0.249155,-0.287823,0,0.639289,-0.338305,0,0.831414,-0.556057,0,0.259328,1.49731,0,-2.72869,-4.4512,0,-1.09474,9.51724,0,15.933,10.65,0,28.7138,8.87,0
7.91,0.000723543,0.000621655,0,-0.163121,-0.342361,0,0.670536,-0.271471,0,0.864722,-0.502789,0,0.208916,1.50497,0,-2.70519,-4.46544,0,-1.11492,9.51501,0,15.9249,10.6619,0,28.7103,8.88089,0
7.92,0.000707177,0.000634374,0,-0.0653101,-0.372245,0,0.694786,-0.201795,0,0.894618,-0.447533,0,0.158269,1.51092,0,-2.68162,-4.47955,0,-1.13509,9.51273,0,15.9169,10.6737,0,28.7069,8.89177,0
7.93,0.000690767,0.000646973,0,0.0373009,-0.37502,0,0.711786,-0.130004,0,0.920985,-0.390508,0,0.107445,1.51518,0,-2.65797,-4.49354,0,-1.15526,9.5104,0,15.9089,10.6856,0,28.7035,8.90265,0
7.94,0.000674315,0.000659453,0,0.137224,-0.350214,0,0.721357,-0.0568493,0,0.943717,-0.331938,0,0.0564999,1.51772,0,-2.63425,-4.50741,0,-1.17542,9.50804,0,15.9009,10.6975,0,28.7001,8.91353,0
7.95,0.000657823,0.000671816,0,0.227047,-0.299456,0,0.723399,0.0169066,0,0.962727,-0.272055,0,0.00549197,1.51856,0,-2.61046,-4.52115,0,-1.19558,9.50563,0,15.8928,10.7093,0,28.6967,8.92441,0
7.96,0.000641294,0.000684067,0,0.300048,-0.226396,0,0.71789,0.0904927,0,0.977938,-0.211096,0,-0.0455214,1.51768,0,-2.58659,-4.53476,0,-1.21573,9.50318,0,15.8848,10.7211,0,28.6932,8.93529,0
7.97,0.000624729,0.000696208,0,0.350774,-0.136443,0,0.704883,0.16314,0,0.989291,-0.1493,0,-0.0964827,1.51509,0,-2.56265,-4.54825,0,-1.23588,9.50069,0,15.8767,10.733,0,28.6898,8.94617,0
7.98,0.00060813,0.000708242,0,0.375505,-0.0363085,0,0.684512,0.234088,0,0.99674,-0.0869126,0,-0.147334,1.51078,0,-2.53864,-4.56162,0,-1.25602,9.49815,0,15.8686,10.7448,0,28.6864,8.95705,0
7.99,0.000591496,0.000720172,0,0.372553,0.0665592,0,0.656986,0.302595,0,1.00026,-0.024179,0,-0.198019,1.50477,0,-2.51456,-4.57485,0,-1.27616,9.49557,0,15.8606,10.7566,0,28.6829,8.96792,0
8,0.000574827,0.000732003,0,0.342357,0.164605,0,0.622589,0.367941,0,0.999825,0.0386529,0,-0.248479,1.49706,0,-2.49041,-4.58796,0,-1.29629,9.49295,0,15.8525,10.7684,0,28.6795,8.9788,0
8.01,0.000558124,0.000743737,0,0.287384,0.25077,0,0.581676,0.429441,0,0.995449,0.101335,0,-0.298657,1.48766,0,-2.46619,-4.60095,0,-1.31641,9.49029,0,15.8444,10.7802,0,28.676,8.98967,0
8.02,0.000541383,0.000755378,0,0.211856,0.319018,0,0.53467,0.486446,0,0.987145,0.16362,0,-0.348497,1.47657,0,-2.4419,-4.6138,0,-1.33653,9.48758,0,15.8363,10.792,0,28.6726,9.00054,0
8.03,0.000524605,0.000766927,0,0.121365,0.364731,0,0.482061,0.538356,0,0.974945,0.225262,0,-0.397941,1.46382,0,-2.41755,-4.62653,0,-1.35664,9.48484,0,15.8281,10.8038,0,28.6691,9.01141,0
8.04,0.000507787,0.000778388,0,0.0224163,0.384968,0,0.424394,0.584619,0,0.958897,0.286017,0,-0.446935,1.4494,0,-2.39312,-4.63913,0,-1.37675,9.48204,0,15.82,10.8156,0,28.6657,9.02228,0
8.05,0.000490927,0.000789761,0,-0.0780502,0.378588,0,0.362272,0.624746,0,0.939065,0.345646,0,-0.495422,1.43335,0,-2.36864,-4.6516,0,-1.39685,9.47921,0,15.8119,10.8274,0,28.6622,9.03314,0
8.06,0.000474022,0.000801049,0,-0.17312,0.346249,0,0.296343,0.658307,0,0.915527,0.403913,0,-0.543346,1.41567,0,-2.34408,-4.66394,0,-1.41694,9.47633,0,15.8037,10.8392,0,28.6587,9.04401,0
8.07,0.00045707,0.000812252,0,-0.256331,0.290311,0,0.227298,0.684943,0,0.888376,0.460588,0,-0.590655,1.39639,0,-2.31946,-4.67615,0,-1.43703,9.47342,0,15.7956,10.851,0,28.6553,9.05487,0
8.08,0.000440069,0.00082337,0,-0.322047,0.21465,0,0.155861,0.704365,0,0.857717,0.515448,0,-0.637293,1.37553,0,-2.29478,-4.68823,0,-1.45711,9.47045,0,15.7874,10.8627,0,28.6518,9.06574,0
8.09,0.000423016,0.000834404,0,-0.365788,0.124418,0,0.0827837,0.716362,0,0.823673,0.568275,0,-0.683207,1.3531,0,-2.27003,-4.70018,0,-1.47718,9.46745,0,15.7793,10.8745,0,28.6483,9.0766,0
8.1,0.000405908,0.000845353,0,-0.384488,0.0257352,0,0.00883604,0.720798,0,0.786378,0.61886,0,-0.728346,1.32915,0,-2.24522,-4.712,0,-1.49725,9.4644,0,15.7711,10.8862,0,28.6448,9.08746,0
8.11,0.000388745,0.000856217,0,-0.376706,-0.0746601,0,-0.0652008,0.717619,0,0.745978,0.667005,0,-0.772658,1.30368,0,-2.22035,-4.72369,0,-1.51731,9.46131,0,15.7629,10.898,0,28.6413,9.09832,0
8.12,0.000371525,0.000866993,0,-0.342752,-0.169814,0,-0.138543,0.706852,0,0.702634,0.712519,0,-0.816092,1.27673,0,-2.19541,-4.73525,0,-1.53737,9.45818,0,15.7547,10.9097,0,28.6378,9.10918,0
8.13,0.000354245,0.000877682,0,-0.28473,-0.252997,0,-0.210414,0.688602,0,0.656515,0.755221,0,-0.858598,1.24834,0,-2.17042,-4.74668,0,-1.55741,9.45501,0,15.7465,10.9215,0,28.6343,9.12003,0
8.14,0.000336905,0.000888282,0,-0.206477,-0.318162,0,-0.280048,0.663057,0,0.607804,0.794944,0,-0.900129,1.21853,0,-2.14536,-4.75798,0,-1.57745,9.45179,0,15.7383,10.9332,0,28.6308,9.13089,0
8.15,0.000319503,0.000898791,0,-0.113369,-0.360413,0,-0.346705,0.630481,0,0.556693,0.831529,0,-0.940636,1.18733,0,-2.12024,-4.76914,0,-1.59749,9.44853,0,15.7301,10.9449,0,28.6273,9.14174,0
8.16,0.00030204,0.000909209,0,-0.012003,-0.376416,0,-0.409675,0.591215,0,0.503384,0.864833,0,-0.980073,1.15479,0,-2.09507,-4.78017,0,-1.61751,9.44523,0,15.7218,10.9566,0,28.6238,9.15259,0
8.17,0.000284515,0.000919534,0,0.090266,-0.364734,0,-0.468286,0.545671,0,0.448087,0.894723,0,-1.01839,1.12093,0,-2.06984,-4.79107,0,-1.63753,9.44189,0,15.7136,10.9683,0,28.6203,9.16345,0
8.18,0.000266927,0.000929766,0,0.185882,-0.326018,0,-0.52191,0.494331,0,0.391021,0.921081,0,-1.05556,1.0858,0,-2.04455,-4.80184,0,-1.65754,9.4385,0,15.7053,10.98,0,28.6168,9.1743,0
8.19,0.000249276,0.000939902,0,0.267709,-0.263014,0,-0.569974,0.437737,0,0.332411,0.943803,0,-1.09152,1.04943,0,-2.0192,-4.81247,0,-1.67755,9.43507,0,15.6971,10.9917,0,28.6133,9.18514,0
8.2,0.000231562,0.000949943,0,0.329637,-0.180371,0,-0.611964,0.37649,0,0.272488,0.962799,0,-1.12624,1.01187,0,-1.9938,-4.82297,0,-1.69754,9.4316,0,15.6888,11.0034,0,28.6097,9.19599,0
8.21,0.000213785,0.000959888,0,0.367103,-0.0842635,0,-0.64743,0.311241,0,0.211489,0.977994,0,-1.15968,0.973157,0,-1.96834,-4.83333,0,-1.71753,9.42809,0,15.6805,11.0151,0,28.6062,9.20684,0
8.22,0.000195943,0.000969736,0,0.377463,0.0181401,0,-0.675993,0.242684,0,0.149654,0.989327,0,-1.19179,0.933339,0,-1.94283,-4.84357,0,-1.73751,9.42453,0,15.6722,11.0268,0,28.6027,9.21768,0
