#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.000003, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.000019, 0.000000) AU/year

#Object 2 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.999997, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.283166, 0.000000) AU/year

#Object 3 Info:
#Object: Moon
#   Mass: 0.000000 Solar masses
#   Position: (1.002570, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.518176, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Earth_x,Earth_y,Earth_z,Moon_x,Moon_y,Moon_z
10.93,-2.67554e-06,1.44308e-06,0,0.880236,-0.474726,0,0.878665,-0.477112,0
10.94,-2.76086e-06,1.27216e-06,0,0.908281,-0.418488,0,0.908548,-0.42146,0
10.95,-2.83528e-06,1.09622e-06,0,0.932743,-0.360614,0,0.934742,-0.362825,0
10.96,-2.8985e-06,9.1595e-07,0,0.953534,-0.30133,0,0.956379,-0.301779,0
10.97,-2.95029e-06,7.32065e-07,0,0.970578,-0.240858,0,0.972863,-0.239329,0
10.98,-2.99043e-06,5.4529e-07,0,0.983806,-0.179425,0,0.984224,-0.176811,0
10.99,-3.01877e-06,3.56363e-07,0,0.993154,-0.117263,0,0.991432,-0.115267,0
11,-3.03519e-06,1.66029e-07,0,0.998569,-0.054622,0,0.995818,-0.0545557,0
11.01,-3.03963e-06,-2.49607e-08,0,1.00002,0.00823482,0,0.997807,0.0063346,0
11.02,-3.03207e-06,-2.15852e-07,0,0.997516,0.071048,0,0.996887,0.0681055,0
11.03,-3.01254e-06,-4.0589e-07,0,0.991068,0.133565,0,0.992295,0.130887,0
11.04,-2.98112e-06,-5.94327e-07,0,0.980716,0.195539,0,0.983228,0.194396,0
11.05,-2.93793e-06,-7.80418e-07,0,0.966509,0.256734,0,0.968889,0.257787,0
11.06,-2.88314e-06,-9.63428e-07,0,0.948507,0.316924,0,0.949153,0.31946,0
11.07,-2.81698e-06,-1.14264e-06,0,0.926766,0.375883,0,0.92526,0.3782,0
11.08,-2.7397e-06,-1.31733e-06,0,0.901357,0.433375,0,0.898555,0.434144,0
11.09,-2.6516e-06,-1.48683e-06,0,0.872374,0.489162,0,0.869635,0.487991,0
11.1,-2.55304e-06,-1.65046e-06,0,0.839933,0.543011,0,0.838482,0.540421,0
11.11,-2.44441e-06,-1.80758e-06,0,0.804171,0.594704,0,0.804652,0.591875,0
11.12,-2.32613e-06,-1.95757e-06,0,0.765238,0.644033,0,0.767393,0.642404,0
11.13,-2.19867e-06,-2.09983e-06,0,0.723303,0.690808,0,0.725816,0.691382,0
11.14,-2.06254e-06,-2.23381e-06,0,0.678534,0.734863,0,0.679655,0.737254,0
11.15,-1.91827e-06,-2.35897e-06,0,0.631098,0.776038,0,0.630111,0.778699,0
11.16,-1.76644e-06,-2.47483e-06,0,0.581165,0.814168,0,0.578604,0.815706,0
11.17,-1.60764e-06,-2.58093e-06,0,0.528927,0.849095,0,0.525951,0.84881,0
11.18,-1.4425e-06,-2.67685e-06,0,0.474586,0.880673,0,0.472533,0.878675,0
11.19,-1.27167e-06,-2.76222e-06,0,0.418362,0.908765,0,0.418272,0.906054,0
11.2,-1.09582e-06,-2.83669e-06,0,0.360487,0.933255,0,0.362403,0.931445,0
11.21,-9.15657e-07,-2.89998e-06,0,0.301206,0.954052,0,0.303861,0.954323,0
