#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.000003, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.000019, 0.000000) AU/year

#Object 2 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.999997, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.283166, 0.000000) AU/year

#Object 3 Info:
#Object: Moon
#   Mass: 0.000000 Solar masses
#   Position: (1.002570, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.518176, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Earth_x,Earth_y,Earth_z,Moon_x,Moon_y,Moon_z
8.17,-1.56899e-06,-2.6046e-06,0,0.516202,0.856855,0,0.513937,0.858822,0
8.18,-1.40243e-06,-2.69805e-06,0,0.461416,0.887621,0,0.458544,0.887776,0
8.19,-1.23035e-06,-2.78086e-06,0,0.404792,0.914887,0,0.402768,0.913139,0
8.2,-1.05341e-06,-2.85271e-06,0,0.346558,0.938533,0,0.346647,0.935959,0
8.21,-8.72325e-07,-2.9133e-06,0,0.286957,0.958457,0,0.289087,0.956849,0
8.22,-6.87798e-07,-2.96242e-06,0,0.226242,0.97459,0,0.229057,0.974959,0
8.23,-5.0056e-07,-2.99985e-06,0,0.164653,0.986884,0,0.166668,0.989046,0
8.24,-3.11349e-07,-3.02546e-06,0,0.102426,0.9953,0,0.102701,0.998271,0
8.25,-1.20911e-07,-3.03915e-06,0,0.0397973,0.99981,0,0.0382102,1.00227,0
8.26,7.00036e-08,-3.04087e-06,0,-0.0229977,1.00039,0,-0.0256792,1.00118,0
8.27,2.60642e-07,-3.0306e-06,0,-0.0857199,0.997043,0,-0.0880118,0.995734,0
8.28,4.50254e-07,-3.0084e-06,0,-0.148123,0.989753,0,-0.148518,0.987194,0
8.29,6.38092e-07,-2.97434e-06,0,-0.209945,0.978543,0,-0.208165,0.976485,0
8.3,8.23417e-07,-2.92857e-06,0,-0.270928,0.963465,0,-0.268034,0.963113,0
8.31,1.0055e-06,-2.87127e-06,0,-0.330827,0.94459,0,-0.328227,0.946103,0
8.32,1.18362e-06,-2.80266e-06,0,-0.38941,0.922004,0,-0.388261,0.924716,0
8.33,1.35709e-06,-2.72302e-06,0,-0.446452,0.895803,0,-0.447309,0.898452,0
8.34,1.52521e-06,-2.63265e-06,0,-0.501743,0.866093,0,-0.50414,0.867225,0
8.35,1.68732e-06,-2.53192e-06,0,-0.555077,0.832982,0,-0.557474,0.831886,0
8.36,1.8428e-06,-2.42123e-06,0,-0.606245,0.796583,0,-0.607065,0.793986,0
8.37,1.99102e-06,-2.30101e-06,0,-0.655033,0.757031,0,-0.653774,0.754469,0
8.38,2.1314e-06,-2.17173e-06,0,-0.701236,0.714484,0,-0.698531,0.713265,0
8.39,2.2634e-06,-2.0339e-06,0,-0.744664,0.669118,0,-0.741745,0.669785,0
8.4,2.3865e-06,-1.88808e-06,0,-0.785147,0.621124,0,-0.783315,0.623361,0
8.41,2.5002e-06,-1.73482e-06,0,-0.822529,0.570699,0,-0.822701,0.573387,0
8.42,2.60407e-06,-1.57474e-06,0,-0.856677,0.518049,0,-0.858762,0.519537,0
8.43,2.69769e-06,-1.40846e-06,0,-0.887472,0.463374,0,-0.889999,0.46261,0
8.44,2.7807e-06,-1.23664e-06,0,-0.914795,0.406869,0,-0.916128,0.404364,0
8.45,2.85277e-06,-1.05996e-06,0,-0.938529,0.348748,0,-0.937964,0.345829,0
8.46,2.91362e-06,-8.7911e-07,0,-0.958568,0.289239,0,-0.956348,0.287244,0
8.47,2.96301e-06,-6.94801e-07,0,-0.974824,0.228582,0,-0.971929,0.228408,0
8.48,3.00074e-06,-5.07759e-07,0,-0.98723,0.167025,0,-0.98506,0.168751,0
8.49,3.02668e-06,-3.1872e-07,0,-0.995738,0.104822,0,-0.995502,0.107467,0
8.5,3.0407e-06,-1.28427e-07,0,-1.00033,0.0422282,0,-1.00218,0.0440857,0
8.51,3.04277e-06,6.23709e-08,0,-1.001,-0.0205171,0,-1.00372,-0.0206892,0
8.52,3.03287e-06,2.52923e-07,0,-0.99775,-0.0831828,0,-0.999753,-0.0852827,0
8.53,3.01105e-06,4.42481e-07,0,-0.990589,-0.145534,0,-0.990907,-0.148524,0
8.54,2.97738e-06,6.30299e-07,0,-0.979534,-0.207329,0,-0.978035,-0.209879,0
8.55,2.93199e-06,8.15637e-07,0,-0.964618,-0.268322,0,-0.961991,-0.269239,0
8.56,2.87508e-06,9.97767e-07,0,-0.94589,-0.328267,0,-0.943582,-0.327028,0
8.57,2.80685e-06,1.17597e-06,0,-0.923423,-0.38691,0,-0.922957,-0.384339,0
8.58,2.72759e-06,1.34955e-06,0,-0.897319,-0.44401,0,-0.898995,-0.441839,0
8.59,2.63759e-06,1.51782e-06,0,-0.867697,-0.499348,0,-0.870539,-0.498852,0
8.6,2.53722e-06,1.68012e-06,0,-0.834679,-0.552719,0,-0.837277,-0.55416,0
8.61,2.42686e-06,1.83581e-06,0,-0.79839,-0.603922,0,-0.799575,-0.606655,0
8.62,2.30696e-06,1.98427e-06,0,-0.758967,-0.652764,0,-0.758219,-0.655555,0
8.63,2.17798e-06,2.12493e-06,0,-0.716552,-0.699055,0,-0.714258,-0.700514,0
8.64,2.04042e-06,2.25722e-06,0,-0.671301,-0.742604,0,-0.668835,-0.741849,0
8.65,1.89484e-06,2.38063e-06,0,-0.623386,-0.783225,0,-0.622467,-0.780768,0
8.66,1.74179e-06,2.49467e-06,0,-0.573011,-0.820744,0,-0.574234,-0.818204,0
8.67,1.58189e-06,2.59889e-06,0,-0.520389,-0.855015,0,-0.523085,-0.85375,0
8.68,1.41577e-06,2.69288e-06,0,-0.465732,-0.885914,0,-0.468668,-0.886506,0
8.69,1.24407e-06,2.77627e-06,0,-0.409258,-0.913327,0,-0.41112,-0.91553,0
8.7,1.06747e-06,2.84872e-06,0,-0.351184,-0.937157,0,-0.351047,-0.93989,0
8.71,8.86663e-07,2.90996e-06,0,-0.291725,-0.957316,0,-0.289681,-0.958994,0
8.72,7.02368e-07,2.95973e-06,0,-0.231101,-0.973717,0,-0.228487,-0.973257,0
8.73,5.15306e-07,2.99785e-06,0,-0.169547,-0.986279,0,-0.168047,-0.983966,0
8.74,3.26213e-07,3.02416e-06,0,-0.107314,-0.994941,0,-0.107788,-0.992079,0
8.75,1.35836e-07,3.03855e-06,0,-0.0446614,-0.999666,0,-0.0468714,-0.997639,0
8.76,-5.50763e-08,3.04097e-06,0,0.0181552,-1.00044,0,0.0152028,-1.00014,0
8.77,-2.45772e-07,3.03141e-06,0,0.0808838,-0.997272,0,0.0785557,-0.998828,0
8.78,-4.35499e-07,3.00989e-06,0,0.143278,-0.990183,0,0.142857,-0.992758,0
8.79,-6.23509e-07,2.97652e-06,0,0.205104,-0.979212,0,0.206881,-0.981084,0
8.8,-8.09061e-07,2.93141e-06,0,0.266137,-0.964396,0,0.26887,-0.964277,0
8.81,-9.91424e-07,2.87475e-06,0,0.32614,-0.945777,0,0.328217,-0.943745,0
8.82,-1.16988e-06,2.80675e-06,0,0.384869,-0.923417,0,0.385263,-0.920459,0
8.83,-1.34372e-06,2.72768e-06,0,0.442083,-0.8974,0,0.440602,-0.894834,0
8.84,-1.51226e-06,2.63785e-06,0,0.497545,-0.86783,0,0.494863,-0.866818,0
8.85,-1.67484e-06,2.53763e-06,0,0.551029,-0.834831,0,0.548509,-0.835871,0
8.86,-1.83081e-06,2.42739e-06,0,0.602321,-0.798547,0,0.601462,-0.801013,0
8.87,-1.97955e-06,2.30757e-06,0,0.651229,-0.759133,0,0.652625,-0.761366,0
8.88,-2.12049e-06,2.17865e-06,0,0.69758,-0.716741,0,0.700327,-0.717289,0
8.89,-2.25306e-06,2.04114e-06,0,0.741196,-0.671525,0,0.743804,-0.670106,0
8.9,-2.37675e-06,1.89557e-06,0,0.781902,-0.623651,0,0.783174,-0.620929,0
8.91,-2.49105e-06,1.74252e-06,0,0.819529,-0.573301,0,0.81889,-0.570486,0
8.92,-2.59552e-06,1.5826e-06,0,0.853918,-0.520672,0,0.851669,-0.519166,0
8.93,-2.68975e-06,1.41643e-06,0,0.884922,-0.465977,0,0.882405,-0.466681,0
8.94,-2.77336e-06,1.24467e-06,0,0.912412,-0.40945,0,0.911309,-0.411876,0
8.95,-2.84603e-06,1.068e-06,0,0.936293,-0.351324,0,0.937308,-0.353926,0
8.96,-2.90746e-06,8.87106e-07,0,0.956484,-0.29183,0,0.959074,-0.293171,0
8.97,-2.95742e-06,7.02716e-07,0,0.972915,-0.231191,0,0.975849,-0.230627,0
8.98,-2.9957e-06,5.15551e-07,0,0.985521,-0.169636,0,0.987499,-0.167431,0
8.99,-3.02216e-06,3.26352e-07,0,0.994248,-0.1074,0,0.994368,-0.104582,0
9,-3.03669e-06,1.35864e-07,0,0.999051,-0.0447206,0,0.997245,-0.0428103,0
9.01,-3.03923e-06,-5.51601e-08,0,0.999895,0.0181501,0,0.997343,0.0178844,0
9.02,-3.02977e-06,-2.45966e-07,0,0.996772,0.080947,0,0.995264,0.0786944,0
9.03,-3.00835e-06,-4.35802e-07,0,0.989702,0.143408,0,0.990134,0.140533,0
9.04,-2.97506e-06,-6.23917e-07,0,0.978729,0.205285,0,0.980887,0.203204,0
9.05,-2.93003e-06,-8.09569e-07,0,0.963903,0.266342,0,0.966839,0.265992,0
9.06,-2.87343e-06,-9.92026e-07,0,0.945289,0.326344,0,0.947659,0.327899,0
9.07,-2.80548e-06,-1.17057e-06,0,0.922959,0.385069,0,0.923535,0.387713,0
9.08,-2.72647e-06,-1.34449e-06,0,0.89699,0.442293,0,0.895438,0.444421,0
9.09,-2.63669e-06,-1.5131e-06,0,0.867469,0.497788,0,0.864809,0.497993,0
9.1,-2.53651e-06,-1.67575e-06,0,0.834504,0.551321,0,0.832405,0.549459,0
9.11,-2.42632e-06,-1.83178e-06,0,0.798233,0.602666,0,0.797816,0.599738,0
9.12,-2.30656e-06,-1.98058e-06,0,0.758809,0.651617,0,0.760251,0.648978,0
9.13,-2.1777e-06,-2.12157e-06,0,0.7164,0.697982,0,0.719051,0.696804,0
9.14,-2.04024e-06,-2.25419e-06,0,0.67118,0.741587,0,0.673736,0.742461,0
9.15,-1.89474e-06,-2.37792e-06,0,0.623331,0.782272,0,0.624246,0.784685,0
9.16,-1.74176e-06,-2.49226e-06,0,0.573031,0.819892,0,0.571679,0.82217,0
9.17,-1.58191e-06,-2.59678e-06,0,0.52046,0.854296,0,0.517728,0.85497,0
9.18,-1.41582e-06,-2.69105e-06,0,0.465818,0.885336,0,0.463182,0.884031,0
9.19,-1.24415e-06,-2.77472e-06,0,0.409325,0.912876,0,0.408026,0.91019,0
9.2,-1.06758e-06,-2.84744e-06,0,0.35121,0.936804,0,0.351826,0.933925,0
9.21,-8.86791e-07,-2.90894e-06,0,0.291715,0.957021,0,0.293942,0.95529,0
9.22,-7.0251e-07,-2.95896e-06,0,0.231084,0.973455,0,0.23372,0.973792,0
9.23,-5.15461e-07,-2.99733e-06,0,0.169563,0.986054,0,0.170913,0.988253,0
9.24,-3.26379e-07,-3.02388e-06,0,0.107385,0.994785,0,0.106507,0.99733,0
9.25,-1.36012e-07,-3.03852e-06,0,0.0447772,0.999615,0,0.042217,1.00096,0
9.26,5.48914e-08,-3.04118e-06,0,-0.0180225,1.00051,0,-0.0209833,0.999999,0
9.27,2.45579e-07,-3.03186e-06,0,-0.0807672,0.997468,0,-0.0828076,0.995319,0
9.28,4.35298e-07,-3.0106e-06,0,-0.143205,0.99048,0,-0.143374,0.987673,0
9.29,6.23303e-07,-2.97748e-06,0,-0.20508,0.979574,0,-0.203281,0.977601,0
9.3,8.08853e-07,-2.93263e-06,0,-0.266134,0.964794,0,-0.263503,0.964882,0
9.31,9.91218e-07,-2.87623e-06,0,-0.326118,0.946216,0,-0.324395,0.948299,0
9.32,1.16968e-06,-2.80851e-06,0,-0.384806,0.923927,0,-0.38505,0.926747,0
9.33,1.34354e-06,-2.72973e-06,0,-0.44198,0.898018,0,-0.444073,0.9001,0
9.34,1.5121e-06,-2.6402e-06,0,-0.497425,0.868585,0,-0.500398,0.868981,0
9.35,1.67472e-06,-2.54028e-06,0,-0.550928,0.835735,0,-0.553456,0.834285,0
9.36,1.83074e-06,-2.43036e-06,0,-0.602278,0.799587,0,-0.603128,0.797001,0
9.37,1.97956e-06,-2.31088e-06,0,-0.651264,0.760273,0,-0.649915,0.758087,0
9.38,2.12058e-06,-2.1823e-06,0,-0.697675,0.717949,0,-0.695068,0.717695,0
9.39,2.25327e-06,-2.04513e-06,0,-0.74132,0.672797,0,-0.739189,0.674629,0
9.4,2.37708e-06,-1.89992e-06,0,-0.782034,0.625011,0,-0.781537,0.627928,0
9.41,2.49155e-06,-1.74723e-06,0,-0.819668,0.574781,0,-0.82105,0.577432,0
9.42,2.59621e-06,-1.58766e-06,0,-0.854084,0.522305,0,-0.856745,0.523507,0
9.43,2.69065e-06,-1.42185e-06,0,-0.885156,0.46778,0,-0.887831,0.466967,0
9.44,2.77452e-06,-1.25045e-06,0,-0.912763,0.41141,0,-0.913995,0.409042,0
9.45,2.84747e-06,-1.07413e-06,0,-0.936789,0.353403,0,-0.935798,0.350983,0
9.46,2.90921e-06,-8.93582e-07,0,-0.957123,0.293987,0,-0.954557,0.293141,0
9.47,2.95952e-06,-7.09521e-07,0,-0.973673,0.233408,0,-0.971075,0.234645,0
9.48,2.99818e-06,-5.22669e-07,0,-0.986377,0.171918,0,-0.98504,0.174605,0
9.49,3.02505e-06,-3.33761e-07,0,-0.995195,0.109767,0,-0.995707,0.112698,0
9.5,3.04003e-06,-1.4354e-07,0,-1.0001,0.0472005,0,-1.00224,0.0490295,0
9.51,3.04305e-06,4.7245e-08,0,-1.00109,-0.0155397,0,-1.00371,-0.0158062,0
9.52,3.03409e-06,2.37844e-07,0,-0.998158,-0.078221,0,-0.999575,-0.080408,0
9.53,3.01321e-06,4.27508e-07,0,-0.991314,-0.140613,0,-0.990576,-0.14323,0
9.54,2.98047e-06,6.15491e-07,0,-0.980564,-0.20247,0,-0.978111,-0.203945,0
9.55,2.93601e-06,8.01052e-07,0,-0.965943,-0.263541,0,-0.963014,-0.263108,0
9.56,2.88e-06,9.83463e-07,0,-0.947507,-0.323572,0,-0.945433,-0.321424,0
9.57,2.81266e-06,1.162e-06,0,-0.925332,-0.382319,0,-0.925028,-0.379423,0
9.58,2.73426e-06,1.33598e-06,0,-0.899515,-0.439545,0,-0.901115,-0.437315,0
9.59,2.6451e-06,1.50469e-06,0,-0.870172,-0.495026,0,-0.872745,-0.494766,0
9.6,2.54554e-06,1.66749e-06,0,-0.837426,-0.548557,0,-0.8392,-0.550461,0
9.61,2.43596e-06,1.82372e-06,0,-0.801399,-0.599945,0,-0.801185,-0.602727,0
9.62,2.31679e-06,1.97278e-06,0,-0.762218,-0.648992,0,-0.760148,-0.651112,0
9.63,2.18851e-06,2.11408e-06,0,-0.720025,-0.695496,0,-0.717062,-0.695967,0
9.64,2.05161e-06,2.24705e-06,0,-0.674984,-0.739266,0,-0.672438,-0.737862,0
9.65,1.90664e-06,2.37118e-06,0,-0.627271,-0.780119,0,-0.626375,-0.777507,0
9.66,1.75417e-06,2.48598e-06,0,-0.577083,-0.817883,0,-0.578332,-0.815539,0
9.67,1.59479e-06,2.591e-06,0,-0.524633,-0.852409,0,-0.527214,-0.851833,0
9.68,1.42913e-06,2.68581e-06,0,-0.470138,-0.883575,0,-0.47237,-0.885151,0
9.69,1.25785e-06,2.77005e-06,0,-0.413808,-0.911274,0,-0.414384,-0.914094,0
9.7,1.08161e-06,2.84338e-06,0,-0.355852,-0.9354,0,-0.354492,-0.938065,0
9.71,9.01113e-07,2.90551e-06,0,-0.296486,-0.955858,0,-0.293815,-0.957184,0
9.72,7.17067e-07,2.9562e-06,0,-0.235939,-0.972558,0,-0.233177,-0.971945,0
9.73,5.30197e-07,2.99525e-06,0,-0.174444,-0.985423,0,-0.173062,-0.983185,0
9.74,3.41238e-07,3.0225e-06,0,-0.112251,-0.994389,0,-0.113161,-0.991981,0
9.75,1.50934e-07,3.03783e-06,0,-0.0496242,-0.999417,0,-0.0521788,-0.998515,0
9.76,-3.99642e-08,3.0412e-06,0,0.0131798,-1.0005,0,0.0105326,-1.00164,0
9.77,-2.30705e-07,3.03259e-06,0,0.0759159,-0.997648,0,0.0745111,-1.00027,0
9.78,-4.20537e-07,3.01202e-06,0,0.138345,-0.990878,0,0.138829,-0.99381,0
9.79,-6.0871e-07,2.97958e-06,0,0.200231,-0.980218,0,0.202386,-0.982141,0
9.8,-7.94485e-07,2.93539e-06,0,0.261341,-0.965705,0,0.26409,-0.965679,0
9.81,-9.77127e-07,2.87964e-06,0,0.32144,-0.947385,0,0.323187,-0.945433,0
9.82,-1.15592e-06,2.81252e-06,0,0.380286,-0.925313,0,0.379851,-0.922733,0
9.83,-1.33015e-06,2.73432e-06,0,0.437629,-0.899572,0,0.435294,-0.898075,0
9.84,-1.49913e-06,2.64533e-06,0,0.49323,-0.870274,0,0.490306,-0.870682,0
9.85,-1.66221e-06,2.54591e-06,0,0.546869,-0.837545,0,0.544725,-0.839656,0
9.86,-1.81872e-06,2.43645e-06,0,0.59834,-0.801524,0,0.597932,-0.804405,0
9.87,-1.96806e-06,2.31738e-06,0,0.647447,-0.762358,0,0.648991,-0.764613,0
9.88,-2.10964e-06,2.18916e-06,0,0.694011,-0.7202,0,0.696614,-0.72052,0
9.89,-2.24289e-06,2.05231e-06,0,0.737858,-0.675203,0,0.739793,-0.673391,0
9.9,-2.3673e-06,1.90736e-06,0,0.778809,-0.627528,0,0.778824,-0.624759,0
9.91,-2.48236e-06,1.75488e-06,0,0.816686,-0.577357,0,0.814757,-0.575195,0
9.92,-2.58763e-06,1.59547e-06,0,0.851329,-0.524895,0,0.848388,-0.524397,0
9.93,-2.68268e-06,1.42977e-06,0,0.882597,-0.47036,0,0.879958,-0.471734,0
9.94,-2.76715e-06,1.25843e-06,0,0.910367,-0.413975,0,0.909223,-0.416582,0
9.95,-2.84069e-06,1.08212e-06,0,0.934536,-0.355973,0,0.935489,-0.358446,0
9.96,-2.90302e-06,9.01539e-07,0,0.955024,-0.296585,0,0.957474,-0.297328,0
9.97,-2.95389e-06,7.17399e-07,0,0.971763,-0.236033,0,0.973979,-0.234521,0
9.98,-2.9931e-06,5.30427e-07,0,0.984683,-0.174538,0,0.985299,-0.171721,0
9.99,-3.0205e-06,3.41362e-07,0,0.993719,-0.112336,0,0.992426,-0.109637,0
10,-3.03598e-06,1.50948e-07,0,0.998826,-0.0496765,0,0.996189,-0.0483118,0
10.01,-3.03946e-06,-4.00609e-08,0,0.999976,0.0131867,0,0.997181,0.0125884,0
10.02,-3.03096e-06,-2.30912e-07,0,0.997162,0.0759942,0,0.995623,0.0737422,0
10.03,-3.01048e-06,-4.20851e-07,0,0.9904,0.138486,0,0.991014,0.135919,0
10.04,-2.97813e-06,-6.0913e-07,0,0.979734,0.20041,0,0.9821,0.199216,0
10.05,-2.93401e-06,-7.95003e-07,0,0.965219,0.261534,0,0.967826,0.262491,0
10.06,-2.87832e-06,-9.77739e-07,0,0.946911,0.321632,0,0.948322,0.32421,0
10.07,-2.81127e-06,-1.15662e-06,0,0.924873,0.380475,0,0.924439,0.383452,0
10.08,-2.73312e-06,-1.33093e-06,0,0.899183,0.437832,0,0.897105,0.439889,0
10.09,-2.64418e-06,-1.49999e-06,0,0.869932,0.493474,0,0.867205,0.49361,0
10.1,-2.54481e-06,-1.66313e-06,0,0.837229,0.547169,0,0.835447,0.54529,0
10.11,-2.4354e-06,-1.8197e-06,0,0.801208,0.598689,0,0.801584,0.596085,0
10.12,-2.31637e-06,-1.9691e-06,0,0.762028,0.647826,0,0.764301,0.646213,0
10.13,-2.18821e-06,-2.11073e-06,0,0.719856,0.694397,0,0.722766,0.694679,0
10.14,-2.05142e-06,-2.24403e-06,0,0.674862,0.738229,0,0.677018,0.740289,0
10.15,-1.90653e-06,-2.36847e-06,0,0.627216,0.77916,0,0.627659,0.782084,0
10.16,-1.75412e-06,-2.48358e-06,0,0.577099,0.817034,0,0.57564,0.819476,0
10.17,-1.59479e-06,-2.58889e-06,0,0.524696,0.8517,0,0.522109,0.85239,0
10.18,-1.42918e-06,-2.68399e-06,0,0.470205,0.883013,0,0.468111,0.88151,0
10.19,-1.25792e-06,-2.7685e-06,0,0.413842,0.910832,0,0.413704,0.908169,0
10.2,-1.08171e-06,-2.8421e-06,0,0.355845,0.935039,0,0.35774,0.932888,0
10.21,-9.01235e-07,-2.9045e-06,0,0.296458,0.955546,0,0.299405,0.954996,0
10.22,-7.17206e-07,-2.95544e-06,0,0.235918,0.972283,0,0.238596,0.973586,0
10.23,-5.30349e-07,-2.99473e-06,0,0.174463,0.985195,0,0.175648,0.987775,0
10.24,-3.41402e-07,-3.02223e-06,0,0.112328,0.99424,0,0.1114,0.996765,0
10.25,-1.5111e-07,-3.03781e-06,0,0.049743,0.999386,0,0.0472811,1.00032,0
10.26,3.97778e-08,-3.04142e-06,0,-0.0130576,1.0006,0,-0.0154232,0.999332,0
10.27,2.30509e-07,-3.03305e-06,0,-0.0758246,0.997864,0,-0.0766169,0.995172,0
10.28,4.20332e-07,-3.01273e-06,0,-0.138298,0.991179,0,-0.137081,0.988506,0
10.29,6.08499e-07,-2.98054e-06,0,-0.20022,0.980575,0,-0.197571,0.979164,0
10.3,7.94269e-07,-2.93662e-06,0,-0.261339,0.966101,0,-0.258439,0.966563,0
10.31,9.76912e-07,-2.88113e-06,0,-0.321412,0.947825,0,-0.319647,0.949935,0
10.32,1.15571e-06,-2.81429e-06,0,-0.380207,0.925832,0,-0.380607,0.928381,0
10.33,1.32995e-06,-2.73637e-06,0,-0.437509,0.900215,0,-0.439804,0.901439,0
10.34,1.49896e-06,-2.64769e-06,0,-0.493106,0.871064,0,-0.495733,0.870145,0
10.35,1.66207e-06,-2.54857e-06,0,-0.546781,0.838477,0,-0.548268,0.835937,0
10.36,1.81864e-06,-2.43943e-06,0,-0.598312,0.802576,0,-0.597945,0.799606,0
10.37,1.96805e-06,-2.32069e-06,0,-0.647486,0.7635,0,-0.645413,0.761419,0
10.38,2.10971e-06,-2.19281e-06,0,-0.694101,0.721407,0,-0.691289,0.721182,0
10.39,2.24307e-06,-2.05631e-06,0,-0.737966,0.676475,0,-0.735912,0.678209,0
10.4,2.36761e-06,-1.91171e-06,0,-0.778912,0.628894,0,-0.778891,0.631505,0
10.41,2.48283e-06,-1.75959e-06,0,-0.816793,0.57886,0,-0.818834,0.580591,0
10.42,2.58828e-06,-1.60055e-06,0,-0.851475,0.526561,0,-0.854318,0.526339,0
10.43,2.68355e-06,-1.43521e-06,0,-0.882826,0.47219,0,-0.88501,0.470145,0
10.44,2.76827e-06,-1.26423e-06,0,-0.910715,0.415949,0,-0.911264,0.413011,0
10.45,2.84209e-06,-1.08827e-06,0,-0.935026,0.358056,0,-0.933683,0.355554,0
10.46,2.90474e-06,-9.08033e-07,0,-0.955649,0.29874,0,-0.953099,0.297984,0
10.47,2.95596e-06,-7.24224e-07,0,-0.972495,0.238242,0,-0.970344,0.239709,0
10.48,2.99555e-06,-5.37566e-07,0,-0.985498,0.176819,0,-0.985198,0.1795,0
10.49,3.02336e-06,-3.48794e-07,0,-0.994623,0.114721,0,-0.99636,0.116967,0
10.5,3.03928e-06,-1.5865e-07,0,-0.999846,0.052186,0,-1.00273,0.0528136,0
10.51,3.04324e-06,3.2118e-08,0,-1.00115,-0.0105508,0,-1.00385,-0.0118359,0
10.52,3.03524e-06,2.2276e-07,0,-0.998536,-0.0732531,0,-0.999859,-0.0758683,0
10.53,3.0153e-06,4.12525e-07,0,-0.991999,-0.135682,0,-0.99133,-0.138372,0
10.54,2.98349e-06,6.00668e-07,0,-0.981557,-0.197596,0,-0.97927,-0.198834,0
10.55,2.93996e-06,7.86448e-07,0,-0.967234,-0.258744,0,-0.964879,-0.257675,0
10.56,2.88485e-06,9.69135e-07,0,-0.949088,-0.318864,0,-0.948276,-0.316226,0
10.57,2.81841e-06,1.14801e-06,0,-0.927202,-0.377712,0,-0.928383,-0.375015,0
10.58,2.74087e-06,1.32237e-06,0,-0.901676,-0.435059,0,-0.904291,-0.433581,0
10.59,2.65255e-06,1.49152e-06,0,-0.872617,-0.490686,0,-0.875515,-0.491097,0
10.6,2.55379e-06,1.65481e-06,0,-0.840141,-0.544385,0,-0.841951,-0.546502,0
10.61,2.44499e-06,1.81159e-06,0,-0.804372,-0.595956,0,-0.804108,-0.598613,0
10.62,2.32657e-06,1.96124e-06,0,-0.765435,-0.645202,0,-0.763278,-0.646722,0
10.63,2.19899e-06,2.10317e-06,0,-0.723469,-0.691922,0,-0.720832,-0.6913,0
10.64,2.06276e-06,2.23683e-06,0,-0.678637,-0.735914,0,-0.6771,-0.733509,0
10.65,1.9184e-06,2.36168e-06,0,-0.631125,-0.776995,0,-0.631464,-0.774033,0
10.66,1.7665e-06,2.47723e-06,0,-0.58113,-0.815002,0,-0.583176,-0.812816,0
10.67,1.60765e-06,2.58304e-06,0,-0.52886,-0.849789,0,-0.531684,-0.84936,0
10.68,1.44246e-06,2.67867e-06,0,-0.474524,-0.881227,0,-0.47667,-0.88279,0
10.69,1.2716e-06,2.76376e-06,0,-0.418337,-0.909208,0,-0.418432,-0.911777,0
10.7,1.09573e-06,2.83797e-06,0,-0.360504,-0.93363,0,-0.358492,-0.935408,0
10.71,9.15541e-07,2.901e-06,0,-0.301235,-0.954389,0,-0.298377,-0.954275,0
10.72,7.31749e-07,2.9526e-06,0,-0.240763,-0.971389,0,-0.238532,-0.969431,0
10.73,5.45075e-07,2.99257e-06,0,-0.179329,-0.984552,0,-0.178751,-0.981629,0
10.74,3.56253e-07,3.02076e-06,0,-0.117186,-0.99382,0,-0.118519,-0.991235,0
10.75,1.66028e-07,3.03704e-06,0,-0.0545896,-0.999158,0,-0.0571749,-0.998153,0
10.76,-2.48512e-08,3.04136e-06,0,0.00820453,-1.00055,0,0.00583145,-1.00169,0
10.77,-2.15633e-07,3.03369e-06,0,0.0709473,-0.998013,0,0.0703609,-1.00055,0
10.78,-4.05564e-07,3.01407e-06,0,0.133406,-0.991561,0,0.13501,-0.993786,0
10.79,-5.93897e-07,2.98257e-06,0,0.195349,-0.981215,0,0.19821,-0.981858,0
10.8,-7.79889e-07,2.9393e-06,0,0.256539,-0.967006,0,0.259285,-0.965771,0
10.81,-9.62806e-07,2.88445e-06,0,0.316733,-0.948977,0,0.318143,-0.946407,0
10.82,-1.14193e-06,2.81823e-06,0,0.375686,-0.927192,0,0.375076,-0.924499,0
10.83,-1.31654e-06,2.74089e-06,0,0.433153,-0.901732,0,0.430862,-0.900432,0
10.84,-1.48597e-06,2.65275e-06,0,0.488894,-0.872707,0,0.486422,-0.873635,0
10.85,-1.64954e-06,2.55414e-06,0,0.542687,-0.840246,0,0.541654,-0.84279,0
10.86,-1.80659e-06,2.44546e-06,0,0.594332,-0.804489,0,0.595351,-0.807178,0
10.87,-1.95652e-06,2.32713e-06,0,0.643639,-0.765575,0,0.646211,-0.767068,0
10.88,-2.09874e-06,2.19961e-06,0,0.69042,-0.723648,0,0.693383,-0.723284,0
10.89,-2.23267e-06,2.06342e-06,0,0.734493,-0.678863,0,0.736515,-0.676823,0
10.9,-2.35779e-06,1.91909e-06,0,0.775681,-0.631388,0,0.77573,-0.628713,0
10.91,-2.47361e-06,1.76719e-06,0,0.813808,-0.581401,0,0.811838,-0.579765,0
10.92,-2.57967e-06,1.60831e-06,0,0.848707,-0.529105,0,0.84611,-0.529668,0
