#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (0.004959, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 0.002627, 0.000000) AU/year

#Object 2 Info:
#Object: Jupiter
#   Mass: 0.000955 Solar masses
#   Position: (-5.195041, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -2.752226, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Jupiter_x,Jupiter_y,Jupiter_z
3.83,-0.00220299,0.00443236,0,2.3078,-4.64322,0
3.84,-0.00222652,0.00442056,0,2.33244,-4.63085,0
3.85,-0.00224998,0.00440863,0,2.35702,-4.61836,0
3.86,-0.00227338,0.00439657,0,2.38153,-4.60573,0
3.87,-0.00229672,0.00438439,0,2.40598,-4.59297,0
3.88,-0.00231999,0.00437209,0,2.43036,-4.58008,0
3.89,-0.0023432,0.00435966,0,2.45467,-4.56706,0
3.9,-0.00236633,0.00434711,0,2.47891,-4.55391,0
3.91,-0.00238941,0.00433443,0,2.50308,-4.54063,0
3.92,-0.00241241,0.00432164,0,2.52718,-4.52723,0
3.93,-0.00243535,0.00430872,0,2.5512,-4.5137,0
3.94,-0.00245822,0.00429568,0,2.57516,-4.50004,0
3.95,-0.00248101,0.00428252,0,2.59904,-4.48625,0
3.96,-0.00250374,0.00426924,0,2.62285,-4.47233,0
3.97,-0.0025264,0.00425583,0,2.64659,-4.45829,0
3.98,-0.00254898,0.00424231,0,2.67025,-4.44412,0
3.99,-0.0025715,0.00422866,0,2.69383,-4.42983,0
4,-0.00259394,0.0042149,0,2.71734,-4.41541,0
4.01,-0.00261631,0.00420102,0,2.74077,-4.40087,0
4.02,-0.0026386,0.00418702,0,2.76413,-4.3862,0
4.03,-0.00266082,0.0041729,0,2.7874,-4.37141,0
4.04,-0.00268296,0.00415866,0,2.8106,-4.3565,0
4.05,-0.00270503,0.0041443,0,2.83372,-4.34146,0
4.06,-0.00272702,0.00412983,0,2.85675,-4.3263,0
4.07,-0.00274894,0.00411524,0,2.87971,-4.31102,0
4.08,-0.00277077,0.00410054,0,2.90259,-4.29561,0
4.09,-0.00279253,0.00408572,0,2.92538,-4.28008,0
4.1,-0.00281421,0.00407078,0,2.94809,-4.26444,0
4.11,-0.00283581,0.00405573,0,2.97072,-4.24867,0
4.12,-0.00285733,0.00404056,0,2.99326,-4.23278,0
4.13,-0.00287877,0.00402528,0,3.01572,-4.21677,0
4.14,-0.00290013,0.00400988,0,3.03809,-4.20064,0
4.15,-0.0029214,0.00399438,0,3.06038,-4.1844,0
4.16,-0.00294259,0.00397875,0,3.08258,-4.16803,0
4.17,-0.0029637,0.00396302,0,3.10469,-4.15155,0
4.18,-0.00298473,0.00394717,0,3.12672,-4.13495,0
4.19,-0.00300567,0.00393122,0,3.14866,-4.11823,0
4.2,-0.00302653,0.00391515,0,3.17051,-4.1014,0
4.21,-0.0030473,0.00389897,0,3.19226,-4.08445,0
4.22,-0.00306798,0.00388268,0,3.21393,-4.06739,0
4.23,-0.00308858,0.00386628,0,3.23551,-4.05021,0
4.24,-0.00310909,0.00384977,0,3.257,-4.03291,0
4.25,-0.00312951,0.00383315,0,3.27839,-4.0155,0
4.26,-0.00314985,0.00381643,0,3.29969,-3.99798,0
4.27,-0.00317009,0.00379959,0,3.3209,-3.98035,0
4.28,-0.00319025,0.00378265,0,3.34201,-3.9626,0
4.29,-0.00321031,0.0037656,0,3.36303,-3.94474,0
4.3,-0.00323028,0.00374845,0,3.38396,-3.92677,0
4.31,-0.00325017,0.00373118,0,3.40478,-3.90869,0
4.32,-0.00326996,0.00371382,0,3.42552,-3.89049,0
4.33,-0.00328966,0.00369635,0,3.44615,-3.87219,0
4.34,-0.00330926,0.00367877,0,3.46669,-3.85378,0
4.35,-0.00332877,0.00366109,0,3.48713,-3.83526,0
4.36,-0.00334819,0.0036433,0,3.50747,-3.81663,0
4.37,-0.00336751,0.00362542,0,3.52771,-3.79789,0
4.38,-0.00338674,0.00360743,0,3.54785,-3.77904,0
4.39,-0.00340587,0.00358934,0,3.5679,-3.76009,0
4.4,-0.00342491,0.00357114,0,3.58784,-3.74103,0
4.41,-0.00344384,0.00355285,0,3.60767,-3.72187,0
4.42,-0.00346268,0.00353445,0,3.62741,-3.7026,0
4.43,-0.00348143,0.00351596,0,3.64705,-3.68322,0
4.44,-0.00350007,0.00349736,0,3.66658,-3.66374,0
4.45,-0.00351862,0.00347867,0,3.686,-3.64416,0
4.46,-0.00353706,0.00345988,0,3.70533,-3.62447,0
4.47,-0.00355541,0.00344099,0,3.72455,-3.60468,0
4.48,-0.00357365,0.003422,0,3.74366,-3.58479,0
4.49,-0.0035918,0.00340292,0,3.76267,-3.5648,0
4.5,-0.00360984,0.00338374,0,3.78157,-3.54471,0
4.51,-0.00362778,0.00336446,0,3.80036,-3.52452,0
4.52,-0.00364562,0.00334509,0,3.81905,-3.50422,0
4.53,-0.00366335,0.00332562,0,3.83762,-3.48383,0
4.54,-0.00368098,0.00330606,0,3.85609,-3.46334,0
4.55,-0.00369851,0.00328641,0,3.87445,-3.44275,0
4.56,-0.00371593,0.00326666,0,3.8927,-3.42207,0
4.57,-0.00373325,0.00324683,0,3.91084,-3.40128,0
4.58,-0.00375046,0.00322689,0,3.92887,-3.38041,0
4.59,-0.00376756,0.00320687,0,3.94679,-3.35943,0
4.6,-0.00378456,0.00318676,0,3.9646,-3.33836,0
4.61,-0.00380145,0.00316656,0,3.98229,-3.3172,0
4.62,-0.00381823,0.00314626,0,3.99988,-3.29594,0
4.63,-0.00383491,0.00312588,0,4.01734,-3.27459,0
4.64,-0.00385148,0.00310541,0,4.0347,-3.25314,0
4.65,-0.00386793,0.00308485,0,4.05194,-3.23161,0
4.66,-0.00388428,0.00306421,0,4.06907,-3.20998,0
4.67,-0.00390052,0.00304348,0,4.08608,-3.18826,0
4.68,-0.00391665,0.00302266,0,4.10297,-3.16645,0
4.69,-0.00393267,0.00300175,0,4.11975,-3.14455,0
4.7,-0.00394857,0.00298077,0,4.13641,-3.12257,0
4.71,-0.00396437,0.00295969,0,4.15296,-3.10049,0
4.72,-0.00398005,0.00293854,0,4.16939,-3.07833,0
4.73,-0.00399562,0.00291729,0,4.1857,-3.05608,0
4.74,-0.00401107,0.00289597,0,4.20189,-3.03374,0
4.75,-0.00402642,0.00287457,0,4.21796,-3.01132,0
4.76,-0.00404164,0.00285308,0,4.23391,-2.98881,0
4.77,-0.00405676,0.00283151,0,4.24975,-2.96622,0
4.78,-0.00407176,0.00280987,0,4.26546,-2.94354,0
4.79,-0.00408664,0.00278814,0,4.28105,-2.92078,0
4.8,-0.00410141,0.00276634,0,4.29652,-2.89794,0
4.81,-0.00411606,0.00274445,0,4.31187,-2.87501,0
4.82,-0.0041306,0.00272249,0,4.3271,-2.85201,0
4.83,-0.00414502,0.00270045,0,4.34221,-2.82892,0
4.84,-0.00415932,0.00267834,0,4.35719,-2.80575,0
4.85,-0.0041735,0.00265615,0,4.37205,-2.78251,0
4.86,-0.00418757,0.00263388,0,4.38678,-2.75918,0
4.87,-0.00420152,0.00261154,0,4.40139,-2.73578,0
4.88,-0.00421534,0.00258912,0,4.41588,-2.7123,0
4.89,-0.00422905,0.00256664,0,4.43024,-2.68874,0
4.9,-0.00424264,0.00254408,0,4.44447,-2.6651,0
4.91,-0.00425611,0.00252144,0,4.45858,-2.6414,0
4.92,-0.00426946,0.00249874,0,4.47257,-2.61761,0
4.93,-0.00428269,0.00247597,0,4.48642,-2.59375,0
4.94,-0.00429579,0.00245312,0,4.50015,-2.56982,0
4.95,-0.00430878,0.00243021,0,4.51376,-2.54582,0
4.96,-0.00432164,0.00240722,0,4.52723,-2.52174,0
4.97,-0.00433438,0.00238417,0,4.54058,-2.49759,0
4.98,-0.004347,0.00236105,0,4.55379,-2.47337,0
4.99,-0.00435949,0.00233787,0,4.56688,-2.44909,0
5,-0.00437186,0.00231462,0,4.57984,-2.42473,0
5.01,-0.00438411,0.0022913,0,4.59267,-2.4003,0
5.02,-0.00439623,0.00226792,0,4.60537,-2.37581,0
5.03,-0.00440823,0.00224447,0,4.61794,-2.35125,0
5.04,-0.00442011,0.00222096,0,4.63038,-2.32662,0
5.05,-0.00443186,0.00219739,0,4.64269,-2.30192,0
5.06,-0.00444348,0.00217375,0,4.65486,-2.27716,0
5.07,-0.00445498,0.00215006,0,4.66691,-2.25234,0
5.08,-0.00446635,0.0021263,0,4.67882,-2.22745,0
5.09,-0.00447759,0.00210248,0,4.6906,-2.2025,0
5.1,-0.00448871,0.0020786,0,4.70225,-2.17749,0
5.11,-0.0044997,0.00205467,0,4.71376,-2.15241,0
5.12,-0.00451056,0.00203067,0,4.72514,-2.12728,0
5.13,-0.0045213,0.00200662,0,4.73639,-2.10208,0
5.14,-0.00453191,0.00198251,0,4.7475,-2.07683,0
5.15,-0.00454239,0.00195835,0,4.75848,-2.05151,0
5.16,-0.00455274,0.00193413,0,4.76932,-2.02614,0
5.17,-0.00456296,0.00190985,0,4.78003,-2.00071,0
5.18,-0.00457305,0.00188553,0,4.7906,-1.97522,0
5.19,-0.00458301,0.00186114,0,4.80104,-1.94968,0
5.2,-0.00459285,0.00183671,0,4.81134,-1.92408,0
5.21,-0.00460255,0.00181222,0,4.82151,-1.89843,0
5.22,-0.00461212,0.00178768,0,4.83153,-1.87273,0
5.23,-0.00462157,0.00176309,0,4.84143,-1.84697,0
5.24,-0.00463088,0.00173845,0,4.85118,-1.82116,0
5.25,-0.00464006,0.00171377,0,4.8608,-1.79529,0
5.26,-0.00464911,0.00168903,0,4.87028,-1.76938,0
5.27,-0.00465802,0.00166424,0,4.87962,-1.74342,0
5.28,-0.00466681,0.00163941,0,4.88882,-1.7174,0
5.29,-0.00467546,0.00161453,0,4.89788,-1.69134,0
5.3,-0.00468398,0.00158961,0,4.90681,-1.66523,0
5.31,-0.00469237,0.00156464,0,4.9156,-1.63908,0
5.32,-0.00470063,0.00153963,0,4.92425,-1.61287,0
5.33,-0.00470875,0.00151457,0,4.93275,-1.58662,0
5.34,-0.00471674,0.00148947,0,4.94112,-1.56033,0
5.35,-0.00472459,0.00146433,0,4.94935,-1.53399,0
5.36,-0.00473231,0.00143915,0,4.95744,-1.50761,0
5.37,-0.0047399,0.00141392,0,4.96539,-1.48119,0
5.38,-0.00474735,0.00138866,0,4.9732,-1.45472,0
5.39,-0.00475467,0.00136335,0,4.98086,-1.42821,0
5.4,-0.00476185,0.00133801,0,4.98839,-1.40167,0
5.41,-0.0047689,0.00131263,0,4.99577,-1.37508,0
5.42,-0.00477582,0.00128722,0,5.00301,-1.34845,0
5.43,-0.0047826,0.00126176,0,5.01012,-1.32179,0
5.44,-0.00478924,0.00123627,0,5.01707,-1.29508,0
5.45,-0.00479575,0.00121075,0,5.02389,-1.26835,0
5.46,-0.00480212,0.00118519,0,5.03057,-1.24157,0
5.47,-0.00480835,0.0011596,0,5.0371,-1.21476,0
5.48,-0.00481445,0.00113397,0,5.04349,-1.18792,0
5.49,-0.00482042,0.00110831,0,5.04973,-1.16104,0
5.5,-0.00482624,0.00108263,0,5.05584,-1.13413,0
5.51,-0.00483193,0.00105691,0,5.0618,-1.10719,0
5.52,-0.00483749,0.00103116,0,5.06762,-1.08021,0
5.53,-0.0048429,0.00100538,0,5.07329,-1.05321,0
5.54,-0.00484818,0.000979572,0,5.07882,-1.02617,0
5.55,-0.00485332,0.000953737,0,5.0842,-0.999109,0
5.56,-0.00485832,0.000927875,0,5.08945,-0.972017,0
5.57,-0.00486319,0.000901987,0,5.09454,-0.944897,0
5.58,-0.00486792,0.000876074,0,5.0995,-0.917751,0
5.59,-0.00487251,0.000850136,0,5.10431,-0.890579,0
5.6,-0.00487696,0.000824173,0,5.10897,-0.863381,0
5.61,-0.00488128,0.000798187,0,5.11349,-0.836159,0
5.62,-0.00488545,0.000772179,0,5.11787,-0.808913,0
5.63,-0.00488949,0.000746149,0,5.1221,-0.781645,0
5.64,-0.00489339,0.000720097,0,5.12618,-0.754354,0
5.65,-0.00489715,0.000694026,0,5.13012,-0.727042,0
5.66,-0.00490077,0.000667934,0,5.13392,-0.699709,0
5.67,-0.00490426,0.000641824,0,5.13756,-0.672357,0
5.68,-0.0049076,0.000615695,0,5.14107,-0.644985,0
5.69,-0.00491081,0.000589549,0,5.14442,-0.617595,0
5.7,-0.00491387,0.000563386,0,5.14764,-0.590188,0
5.71,-0.0049168,0.000537208,0,5.1507,-0.562764,0
5.72,-0.00491959,0.000511014,0,5.15362,-0.535324,0
5.73,-0.00492224,0.000484806,0,5.1564,-0.507869,0
5.74,-0.00492474,0.000458584,0,5.15903,-0.480399,0
5.75,-0.00492711,0.000432348,0,5.16151,-0.452916,0
5.76,-0.00492934,0.000406101,0,5.16384,-0.42542,0
5.77,-0.00493143,0.000379842,0,5.16603,-0.397912,0
5.78,-0.00493338,0.000353573,0,5.16808,-0.370393,0
5.79,-0.00493519,0.000327293,0,5.16997,-0.342863,0
5.8,-0.00493687,0.000301004,0,5.17172,-0.315324,0
5.81,-0.0049384,0.000274707,0,5.17333,-0.287775,0
5.82,-0.00493979,0.000248402,0,5.17479,-0.260219,0
5.83,-0.00494104,0.000222089,0,5.1761,-0.232655,0
5.84,-0.00494215,0.000195771,0,5.17726,-0.205084,0
5.85,-0.00494312,0.000169447,0,5.17828,-0.177508,0
5.86,-0.00494395,0.000143118,0,5.17915,-0.149927,0
5.87,-0.00494464,0.000116785,0,5.17987,-0.122341,0
5.88,-0.0049452,9.0449e-05,0,5.18045,-0.0947518,0
5.89,-0.00494561,6.41102e-05,0,5.18088,-0.0671601,0
5.9,-0.00494588,3.77696e-05,0,5.18116,-0.0395664,0
5.91,-0.00494601,1.14279e-05,0,5.1813,-0.0119716,0
5.92,-0.004946,-1.4914e-05,0,5.18129,0.0156235,0
5.93,-0.00494585,-4.12556e-05,0,5.18114,0.0432182,0
5.94,-0.00494556,-6.7596e-05,0,5.18083,0.0708117,0
5.95,-0.00494513,-9.39345e-05,0,5.18038,0.0984032,0
5.96,-0.00494456,-0.00012027,0,5.17979,0.125992,0
5.97,-0.00494385,-0.000146603,0,5.17904,0.153577,0
5.98,-0.004943,-0.000172931,0,5.17815,0.181158,0
5.99,-0.00494201,-0.000199254,0,5.17711,0.208733,0
6,-0.00494088,-0.000225572,0,5.17593,0.236303,0
6.01,-0.00493961,-0.000251883,0,5.1746,0.263866,0
6.02,-0.0049382,-0.000278188,0,5.17312,0.291422,0
6.03,-0.00493665,-0.000304484,0,5.1715,0.318969,0
6.04,-0.00493496,-0.000330772,0,5.16973,0.346507,0
6.05,-0.00493313,-0.00035705,0,5.16781,0.374036,0
6.06,-0.00493117,-0.000383318,0,5.16575,0.401553,0
6.07,-0.00492906,-0.000409575,0,5.16354,0.42906,0
6.08,-0.00492681,-0.000435821,0,5.16119,0.456554,0
6.09,-0.00492442,-0.000462055,0,5.15869,0.484036,0
6.1,-0.00492189,-0.000488275,0,5.15604,0.511503,0
6.11,-0.00491923,-0.000514481,0,5.15325,0.538956,0
6.12,-0.00491642,-0.000540673,0,5.15031,0.566394,0
6.13,-0.00491347,-0.00056685,0,5.14722,0.593816,0
6.14,-0.00491039,-0.00059301,0,5.14399,0.621221,0
6.15,-0.00490717,-0.000619154,0,5.14061,0.648609,0
6.16,-0.0049038,-0.00064528,0,5.13709,0.675978,0
6.17,-0.0049003,-0.000671388,0,5.13342,0.703328,0
6.18,-0.00489666,-0.000697477,0,5.12961,0.730658,0
6.19,-0.00489288,-0.000723546,0,5.12565,0.757967,0
6.2,-0.00488897,-0.000749595,0,5.12154,0.785255,0
6.21,-0.00488491,-0.000775622,0,5.1173,0.81252,0
6.22,-0.00488071,-0.000801628,0,5.1129,0.839763,0
6.23,-0.00487638,-0.00082761,0,5.10836,0.866982,0
6.24,-0.00487191,-0.00085357,0,5.10368,0.894176,0
6.25,-0.0048673,-0.000879505,0,5.09885,0.921345,0
6.26,-0.00486256,-0.000905415,0,5.09388,0.948488,0
6.27,-0.00485767,-0.0009313,0,5.08876,0.975604,0
6.28,-0.00485265,-0.000957158,0,5.0835,1.00269,0
6.29,-0.00484749,-0.000982989,0,5.0781,1.02975,0
6.3,-0.00484219,-0.00100879,0,5.07255,1.05678,0
6.31,-0.00483676,-0.00103457,0,5.06685,1.08378,0
6.32,-0.00483119,-0.00106031,0,5.06102,1.11075,0
6.33,-0.00482548,-0.00108603,0,5.05504,1.13769,0
6.34,-0.00481963,-0.00111171,0,5.04892,1.1646,0
6.35,-0.00481365,-0.00113736,0,5.04265,1.19147,0
6.36,-0.00480754,-0.00116299,0,5.03624,1.21831,0
6.37,-0.00480128,-0.00118857,0,5.02969,1.24512,0
6.38,-0.00479489,-0.00121413,0,5.023,1.27189,0
6.39,-0.00478837,-0.00123965,0,5.01616,1.29862,0
6.4,-0.00478171,-0.00126513,0,5.00918,1.32532,0
6.41,-0.00477491,-0.00129058,0,5.00206,1.35198,0
6.42,-0.00476798,-0.00131599,0,4.9948,1.3786,0
6.43,-0.00476091,-0.00134137,0,4.9874,1.40518,0
6.44,-0.00475371,-0.00136671,0,4.97986,1.43172,0
6.45,-0.00474637,-0.001392,0,4.97217,1.45823,0
6.46,-0.0047389,-0.00141726,0,4.96434,1.48469,0
6.47,-0.0047313,-0.00144248,0,4.95638,1.5111,0
6.48,-0.00472356,-0.00146766,0,4.94827,1.53748,0
6.49,-0.00471569,-0.0014928,0,4.94002,1.56381,0
6.5,-0.00470768,-0.00151789,0,4.93164,1.5901,0
6.51,-0.00469954,-0.00154294,0,4.92311,1.61634,0
6.52,-0.00469127,-0.00156795,0,4.91444,1.64254,0
6.53,-0.00468286,-0.00159291,0,4.90564,1.66869,0
6.54,-0.00467432,-0.00161783,0,4.89669,1.69479,0
6.55,-0.00466565,-0.0016427,0,4.88761,1.72085,0
6.56,-0.00465685,-0.00166753,0,4.87839,1.74686,0
6.57,-0.00464792,-0.00169231,0,4.86903,1.77281,0
6.58,-0.00463885,-0.00171704,0,4.85953,1.79872,0
6.59,-0.00462965,-0.00174172,0,4.8499,1.82458,0
6.6,-0.00462032,-0.00176635,0,4.84012,1.85038,0
6.61,-0.00461086,-0.00179093,0,4.83021,1.87613,0
6.62,-0.00460127,-0.00181546,0,4.82017,1.90183,0
6.63,-0.00459155,-0.00183994,0,4.80999,1.92748,0
6.64,-0.0045817,-0.00186437,0,4.79967,1.95307,0
6.65,-0.00457172,-0.00188875,0,4.78921,1.9786,0
6.66,-0.00456161,-0.00191307,0,4.77862,2.00408,0
6.67,-0.00455138,-0.00193734,0,4.76789,2.0295,0
6.68,-0.00454101,-0.00196155,0,4.75703,2.05487,0
6.69,-0.00453051,-0.00198571,0,4.74604,2.08017,0
6.7,-0.00451989,-0.00200981,0,4.73491,2.10542,0
6.71,-0.00450913,-0.00203385,0,4.72364,2.13061,0
6.72,-0.00449825,-0.00205784,0,4.71225,2.15574,0
6.73,-0.00448725,-0.00208177,0,4.70071,2.1808,0
6.74,-0.00447611,-0.00210564,0,4.68905,2.20581,0
6.75,-0.00446485,-0.00212945,0,4.67725,2.23075,0
6.76,-0.00445346,-0.0021532,0,4.66532,2.25563,0
6.77,-0.00444195,-0.00217688,0,4.65326,2.28044,0
6.78,-0.00443031,-0.00220051,0,4.64107,2.3052,0
6.79,-0.00441854,-0.00222408,0,4.62874,2.32988,0
6.8,-0.00440665,-0.00224758,0,4.61629,2.3545,0
6.81,-0.00439464,-0.00227102,0,4.6037,2.37905,0
6.82,-0.0043825,-0.00229439,0,4.59098,2.40354,0
6.83,-0.00437023,-0.0023177,0,4.57814,2.42796,0
6.84,-0.00435785,-0.00234094,0,4.56516,2.4523,0
6.85,-0.00434534,-0.00236412,0,4.55205,2.47658,0
6.86,-0.0043327,-0.00238723,0,4.53882,2.50079,0
6.87,-0.00431994,-0.00241027,0,4.52545,2.52493,0
6.88,-0.00430707,-0.00243324,0,4.51196,2.549,0
6.89,-0.00429407,-0.00245615,0,4.49834,2.57299,0
6.9,-0.00428094,-0.00247898,0,4.4846,2.59691,0
6.91,-0.0042677,-0.00250175,0,4.47072,2.62076,0
6.92,-0.00425433,-0.00252444,0,4.45672,2.64454,0
6.93,-0.00424085,-0.00254707,0,4.4426,2.66824,0
6.94,-0.00422725,-0.00256962,0,4.42835,2.69186,0
6.95,-0.00421352,-0.0025921,0,4.41397,2.71541,0
6.96,-0.00419968,-0.0026145,0,4.39947,2.73888,0
6.97,-0.00418571,-0.00263683,0,4.38484,2.76227,0
6.98,-0.00417163,-0.00265909,0,4.37009,2.78559,0
6.99,-0.00415743,-0.00268127,0,4.35521,2.80882,0
7,-0.00414312,-0.00270337,0,4.34021,2.83198,0
7.01,-0.00412868,-0.0027254,0,4.32509,2.85505,0
7.02,-0.00411413,-0.00274735,0,4.30985,2.87805,0
7.03,-0.00409946,-0.00276923,0,4.29448,2.90096,0
7.04,-0.00408468,-0.00279102,0,4.279,2.9238,0
7.05,-0.00406978,-0.00281274,0,4.26339,2.94655,0
7.06,-0.00405477,-0.00283437,0,4.24766,2.96921,0
7.07,-0.00403964,-0.00285593,0,4.23181,2.99179,0
7.08,-0.00402439,-0.0028774,0,4.21584,3.01429,0
7.09,-0.00400903,-0.0028988,0,4.19975,3.0367,0
7.1,-0.00399356,-0.00292011,0,4.18355,3.05903,0
7.11,-0.00397798,-0.00294134,0,4.16722,3.08127,0
7.12,-0.00396228,-0.00296249,0,4.15078,3.10342,0
7.13,-0.00394647,-0.00298355,0,4.13422,3.12548,0
7.14,-0.00393055,-0.00300453,0,4.11754,3.14746,0
7.15,-0.00391452,-0.00302542,0,4.10074,3.16934,0
7.16,-0.00389838,-0.00304622,0,4.08383,3.19114,0
7.17,-0.00388213,-0.00306695,0,4.06681,3.21285,0
7.18,-0.00386576,-0.00308758,0,4.04967,3.23446,0
7.19,-0.00384929,-0.00310813,0,4.03241,3.25599,0
7.2,-0.00383271,-0.00312858,0,4.01504,3.27742,0
7.21,-0.00381602,-0.00314895,0,3.99756,3.29876,0
7.22,-0.00379922,-0.00316924,0,3.97996,3.32,0
7.23,-0.00378232,-0.00318943,0,3.96225,3.34116,0
7.24,-0.0037653,-0.00320953,0,3.94443,3.36221,0
7.25,-0.00374818,-0.00322954,0,3.92649,3.38317,0
7.26,-0.00373096,-0.00324946,0,3.90845,3.40404,0
7.27,-0.00371363,-0.00326928,0,3.8903,3.42481,0
7.28,-0.00369619,-0.00328902,0,3.87203,3.44548,0
7.29,-0.00367865,-0.00330866,0,3.85366,3.46606,0
7.3,-0.00366101,-0.00332821,0,3.83517,3.48654,0
7.31,-0.00364326,-0.00334766,0,3.81658,3.50692,0
7.32,-0.00362541,-0.00336702,0,3.79788,3.5272,0
7.33,-0.00360746,-0.00338628,0,3.77907,3.54737,0
7.34,-0.0035894,-0.00340545,0,3.76016,3.56745,0
7.35,-0.00357124,-0.00342452,0,3.74114,3.58743,0
7.36,-0.00355299,-0.00344349,0,3.72201,3.60731,0
7.37,-0.00353463,-0.00346237,0,3.70278,3.62708,0
7.38,-0.00351617,-0.00348115,0,3.68344,3.64676,0
7.39,-0.00349761,-0.00349983,0,3.664,3.66633,0
7.4,-0.00347895,-0.00351841,0,3.64445,3.68579,0
7.41,-0.0034602,-0.00353689,0,3.62481,3.70515,0
7.42,-0.00344134,-0.00355528,0,3.60506,3.72441,0
7.43,-0.00342239,-0.00357356,0,3.5852,3.74356,0
7.44,-0.00340334,-0.00359174,0,3.56525,3.7626,0
7.45,-0.0033842,-0.00360981,0,3.54519,3.78154,0
7.46,-0.00336496,-0.00362779,0,3.52504,3.80037,0
7.47,-0.00334562,-0.00364566,0,3.50478,3.8191,0
7.48,-0.0033262,-0.00366343,0,3.48443,3.83771,0
7.49,-0.00330667,-0.0036811,0,3.46398,3.85622,0
7.5,-0.00328705,-0.00369866,0,3.44343,3.87462,0
7.51,-0.00326734,-0.00371612,0,3.42278,3.89291,0
7.52,-0.00324754,-0.00373348,0,3.40203,3.91109,0
7.53,-0.00322765,-0.00375072,0,3.38119,3.92915,0
7.54,-0.00320766,-0.00376786,0,3.36026,3.94711,0
7.55,-0.00318758,-0.0037849,0,3.33922,3.96495,0
7.56,-0.00316742,-0.00380183,0,3.3181,3.98269,0
7.57,-0.00314716,-0.00381865,0,3.29688,4.00031,0
7.58,-0.00312681,-0.00383536,0,3.27556,4.01781,0
7.59,-0.00310638,-0.00385196,0,3.25416,4.03521,0
7.6,-0.00308586,-0.00386846,0,3.23266,4.05249,0
7.61,-0.00306525,-0.00388484,0,3.21107,4.06965,0
7.62,-0.00304455,-0.00390112,0,3.18939,4.0867,0
7.63,-0.00302377,-0.00391728,0,3.16762,4.10364,0
7.64,-0.0030029,-0.00393334,0,3.14576,4.12045,0
7.65,-0.00298195,-0.00394928,0,3.12381,4.13715,0
7.66,-0.00296092,-0.00396511,0,3.10177,4.15374,0
7.67,-0.00293979,-0.00398083,0,3.07965,4.17021,0
7.68,-0.00291859,-0.00399643,0,3.05744,4.18655,0
7.69,-0.00289731,-0.00401193,0,3.03514,4.20278,0
7.7,-0.00287594,-0.00402731,0,3.01275,4.2189,0
7.71,-0.00285449,-0.00404257,0,2.99028,4.23489,0
7.72,-0.00283296,-0.00405773,0,2.96773,4.25076,0
7.73,-0.00281135,-0.00407276,0,2.94509,4.26651,0
7.74,-0.00278966,-0.00408768,0,2.92237,4.28215,0
7.75,-0.00276789,-0.00410249,0,2.89956,4.29766,0
7.76,-0.00274604,-0.00411718,0,2.87668,4.31304,0
7.77,-0.00272412,-0.00413175,0,2.85371,4.32831,0
7.78,-0.00270212,-0.00414621,0,2.83066,4.34346,0
7.79,-0.00268004,-0.00416055,0,2.80753,4.35848,0
7.8,-0.00265788,-0.00417477,0,2.78433,4.37338,0
7.81,-0.00263566,-0.00418888,0,2.76104,4.38815,0
7.82,-0.00261335,-0.00420286,0,2.73767,4.4028,0
7.83,-0.00259097,-0.00421673,0,2.71423,4.41733,0
7.84,-0.00256852,-0.00423048,0,2.69071,4.43173,0
7.85,-0.002546,-0.0042441,0,2.66712,4.44601,0
7.86,-0.00252341,-0.00425761,0,2.64345,4.46016,0
7.87,-0.00250074,-0.004271,0,2.6197,4.47418,0
7.88,-0.002478,-0.00428427,0,2.59589,4.48808,0
7.89,-0.00245519,-0.00429741,0,2.57199,4.50185,0
7.9,-0.00243232,-0.00431044,0,2.54803,4.51549,0
7.91,-0.00240937,-0.00432334,0,2.52399,4.52901,0
7.92,-0.00238636,-0.00433612,0,2.49988,4.5424,0
7.93,-0.00236328,-0.00434878,0,2.4757,4.55566,0
7.94,-0.00234013,-0.00436131,0,2.45145,4.56879,0
7.95,-0.00231692,-0.00437372,0,2.42714,4.58179,0
7.96,-0.00229364,-0.00438601,0,2.40275,4.59466,0
7.97,-0.00227029,-0.00439817,0,2.37829,4.60741,0
7.98,-0.00224688,-0.00441021,0,2.35377,4.62002,0
7.99,-0.00222341,-0.00442213,0,2.32918,4.6325,0
8,-0.00219988,-0.00443392,0,2.30453,4.64485,0
8.01,-0.00217628,-0.00444558,0,2.27981,4.65707,0
8.02,-0.00215262,-0.00445712,0,2.25503,4.66916,0
8.03,-0.0021289,-0.00446853,0,2.23018,4.68111,0
8.04,-0.00210512,-0.00447982,0,2.20527,4.69293,0
8.05,-0.00208128,-0.00449098,0,2.18029,4.70463,0
8.06,-0.00205738,-0.00450201,0,2.15526,4.71618,0
8.07,-0.00203343,-0.00451292,0,2.13016,4.72761,0
8.08,-0.00200941,-0.0045237,0,2.10501,4.7389,0
8.09,-0.00198534,-0.00453435,0,2.07979,4.75006,0
8.1,-0.00196122,-0.00454487,0,2.05452,4.76108,0
